ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
1295|Travel & Lodging (Project Specific)|111281.47|2022-08-31|358|Travel & Lodging (Project Specific) expense for Project #358|21|Corporate Card|Paid
1296|Client Entertainment|9576.31|2020-08-02|None|Client Entertainment expense (Overhead)|55|ACH|Paid
1297|Programming Services|31222.89|2022-02-14|226|Programming Services expense for Project #226|3|ACH|Paid
1298|Professional Association Dues|8288.94|2022-12-28|None|Professional Association Dues expense (Overhead)|55|ACH|Paid
1299|Specialized Equipment Rental|63302.36|2024-12-20|821|Specialized Equipment Rental expense for Project #821|185|Corporate Card|Paid
1300|Travel & Lodging (Project Specific)|90178.13|2024-06-10|713|Travel & Lodging (Project Specific) expense for Project #713|9|Check|Paid
1301|Luxury Office Lease|9810.23|2020-03-27|None|Luxury Office Lease expense (Overhead)|56|Check|Paid
1302|Premium Vehicle Fleet|3566.55|2020-11-30|None|Premium Vehicle Fleet expense (Overhead)|Pending|Wire Transfer|Paid
1303|Client Entertainment|9184.34|2020-05-01|None|Client Entertainment expense (Overhead)|16|Wire Transfer|Paid
1304|Premium Vehicle Fleet|10111.62|2023-08-05|None|Premium Vehicle Fleet expense (Overhead)|190|ACH|Paid
1305|Programming Services|48432.57|2024-10-08|1|Programming Services expense for Project #1|185|Wire Transfer|Paid
1306|Permits and Inspections|85289.71|2022-12-11|1104|Permits and Inspections expense for Project #1104|58|ACH|Paid
1307|Programming Services|47508.5|2023-06-05|121|Programming Services expense for Project #121|Pending|Corporate Card|Paid
1308|Custom Fabrication|178174.03|2024-03-29|342|Custom Fabrication expense for Project #342|Pending|Check|Paid
1309|Programming Services|47268.91|2024-11-11|1091|Programming Services expense for Project #1091|106|Wire Transfer|Paid
1310|Subcontractor Fees|74912.39|2023-10-16|501|Subcontractor Fees expense for Project #501|Pending|ACH|Paid
1311|Design Software Licenses|3147.17|2023-08-11|None|Design Software Licenses expense (Overhead)|3|Check|Paid
1312|Programming Services|55510.8|2024-01-15|1176|Programming Services expense for Project #1176|3|Wire Transfer|Paid
1313|Premium Materials|42984.1|2021-03-31|307|Premium Materials expense for Project #307|147|Check|Paid
1314|Professional Association Dues|3255.83|2021-07-02|None|Professional Association Dues expense (Overhead)|Pending|Corporate Card|Paid
1315|Office Supplies|5696.34|2024-10-09|None|Office Supplies expense (Overhead)|61|Wire Transfer|Paid
1316|Design Services|182938.15|2023-02-01|1075|Design Services expense for Project #1075|58|Check|Paid
1317|Design Software Licenses|10114.16|2021-01-20|None|Design Software Licenses expense (Overhead)|75|Wire Transfer|Paid
1318|Travel & Lodging (Project Specific)|78183.88|2022-02-06|1080|Travel & Lodging (Project Specific) expense for Project #1080|56|Corporate Card|Paid
1319|Specialized Equipment Rental|90411.85|2025-03-31|932|Specialized Equipment Rental expense for Project #932|124|ACH|Unpaid
1320|Subcontractor Fees|93205.45|2022-07-24|246|Subcontractor Fees expense for Project #246|142|Wire Transfer|Paid
1321|Design Services|103348.11|2022-10-15|686|Design Services expense for Project #686|16|Corporate Card|Paid
1322|Design Software Licenses|8567.16|2021-07-05|None|Design Software Licenses expense (Overhead)|58|Wire Transfer|Paid
1323|Marketing & Branding|4914.49|2025-03-20|None|Marketing & Branding expense (Overhead)|147|ACH|Paid
1324|Premium Materials|64685.93|2022-09-28|820|Premium Materials expense for Project #820|56|ACH|Paid
1325|Marketing & Branding|5779.77|2020-05-08|None|Marketing & Branding expense (Overhead)|21|Corporate Card|Paid
1326|Subcontractor Fees|100821.48|2023-07-19|801|Subcontractor Fees expense for Project #801|189|Corporate Card|Paid
1327|Travel & Lodging (Project Specific)|65276.62|2021-09-24|960|Travel & Lodging (Project Specific) expense for Project #960|147|Wire Transfer|Paid
1328|Premium Insurance|6761.75|2021-03-23|None|Premium Insurance expense (Overhead)|140|Corporate Card|Paid
1329|Vehicle Maintenance|4331.33|2022-03-10|None|Vehicle Maintenance expense (Overhead)|140|Check|Paid
1330|Premium Materials|48568.31|2024-12-14|66|Premium Materials expense for Project #66|140|Corporate Card|Paid
1331|Travel & Lodging (Project Specific)|113181.69|2025-02-04|439|Travel & Lodging (Project Specific) expense for Project #439|21|ACH|Paid
1332|Permits and Inspections|113953.83|2023-06-05|462|Permits and Inspections expense for Project #462|185|ACH|Paid
1333|Travel & Lodging (Project Specific)|53411.51|2024-03-08|423|Travel & Lodging (Project Specific) expense for Project #423|21|Check|Paid
1334|Advanced Training Programs|7238.47|2023-11-13|None|Advanced Training Programs expense (Overhead)|116|Wire Transfer|Paid
1335|Programming Services|101012.56|2025-01-01|735|Programming Services expense for Project #735|164|Corporate Card|Paid
1336|Premium Materials|88653.26|2024-08-24|863|Premium Materials expense for Project #863|196|ACH|Paid
1337|Travel & Lodging (Project Specific)|93577.41|2022-11-17|651|Travel & Lodging (Project Specific) expense for Project #651|164|Check|Paid
1338|Design Services|130713.58|2024-11-05|70|Design Services expense for Project #70|69|ACH|Paid
1339|Custom Fabrication|52022.62|2025-04-02|560|Custom Fabrication expense for Project #560|Pending|ACH|Unpaid
1340|Utilities|331.94|2020-03-18|None|Utilities expense (Overhead)|189|ACH|Paid
1341|Permits and Inspections|35482.53|2024-07-27|839|Permits and Inspections expense for Project #839|69|Check|Paid
1342|Custom Fabrication|140286.33|2023-07-25|607|Custom Fabrication expense for Project #607|61|ACH|Paid
1343|Programming Services|142145.18|2023-10-26|588|Programming Services expense for Project #588|169|ACH|Paid
1344|Specialized Equipment Rental|120495.92|2023-07-04|525|Specialized Equipment Rental expense for Project #525|16|Wire Transfer|Paid
1345|Design Services|58936.21|2023-05-25|809|Design Services expense for Project #809|Pending|Wire Transfer|Paid
1346|Permits and Inspections|136719.38|2024-01-30|695|Permits and Inspections expense for Project #695|124|Corporate Card|Paid
1347|Design Services|34358.68|2022-05-09|541|Design Services expense for Project #541|125|Corporate Card|Paid
1348|Design Software Licenses|8776.83|2025-01-17|None|Design Software Licenses expense (Overhead)|141|Corporate Card|Paid
1349|Permits and Inspections|24665.13|2023-03-12|291|Permits and Inspections expense for Project #291|133|Check|Paid
1350|Permits and Inspections|78593.76|2023-09-17|377|Permits and Inspections expense for Project #377|169|Corporate Card|Paid
1351|Programming Services|44158.68|2022-12-30|286|Programming Services expense for Project #286|196|ACH|Paid
1352|Advanced Training Programs|9044.85|2025-03-03|None|Advanced Training Programs expense (Overhead)|Pending|ACH|Paid
1353|Programming Services|11058.42|2025-01-09|742|Programming Services expense for Project #742|142|ACH|Paid
1354|Premium Insurance|1282.23|2023-09-15|None|Premium Insurance expense (Overhead)|164|Corporate Card|Paid
1355|Permits and Inspections|52854.5|2022-11-15|512|Permits and Inspections expense for Project #512|189|Check|Paid
1356|Luxury Office Lease|9294.53|2020-02-29|None|Luxury Office Lease expense (Overhead)|125|Check|Paid
1357|Subcontractor Fees|93188.77|2024-08-06|762|Subcontractor Fees expense for Project #762|56|Check|Paid
1358|Permits and Inspections|73598.35|2022-11-17|945|Permits and Inspections expense for Project #945|196|Wire Transfer|Paid
1359|Permits and Inspections|56187.82|2023-02-06|538|Permits and Inspections expense for Project #538|16|Check|Paid
1360|Custom Fabrication|137533.28|2025-02-16|53|Custom Fabrication expense for Project #53|164|Check|Paid
1361|Advanced Training Programs|10753.57|2020-04-23|None|Advanced Training Programs expense (Overhead)|125|Corporate Card|Paid
1362|Custom Fabrication|7718.14|2022-01-04|835|Custom Fabrication expense for Project #835|Pending|ACH|Paid
1363|Programming Services|70864.86|2025-03-28|453|Programming Services expense for Project #453|58|ACH|Unpaid
1364|Utilities|7012.84|2022-02-14|None|Utilities expense (Overhead)|57|Corporate Card|Paid
1365|Travel & Lodging (Project Specific)|105751.45|2025-03-17|43|Travel & Lodging (Project Specific) expense for Project #43|147|Wire Transfer|Unpaid
1366|Premium Insurance|6025.16|2020-11-14|None|Premium Insurance expense (Overhead)|55|Corporate Card|Paid
1367|Travel & Lodging (Project Specific)|81647.25|2023-06-25|501|Travel & Lodging (Project Specific) expense for Project #501|69|ACH|Paid
1368|Programming Services|14940.39|2023-05-27|766|Programming Services expense for Project #766|75|Corporate Card|Paid
1369|Premium Insurance|5202.54|2021-10-30|None|Premium Insurance expense (Overhead)|69|Check|Paid
1370|Custom Fabrication|71963.94|2024-06-15|608|Custom Fabrication expense for Project #608|185|ACH|Paid
1371|High-End Test Equipment|7797.96|2022-08-31|None|High-End Test Equipment expense (Overhead)|116|Check|Paid
1372|Marketing & Branding|4465.82|2024-09-23|None|Marketing & Branding expense (Overhead)|9|Check|Paid
1373|Vehicle Maintenance|6282.83|2024-04-02|None|Vehicle Maintenance expense (Overhead)|190|ACH|Paid
1374|Custom Fabrication|52667.63|2023-04-16|260|Custom Fabrication expense for Project #260|Pending|Wire Transfer|Paid
1375|Specialized Equipment Rental|139862.29|2022-10-28|686|Specialized Equipment Rental expense for Project #686|190|Check|Paid
1376|Client Entertainment|2029.17|2021-09-07|None|Client Entertainment expense (Overhead)|169|Wire Transfer|Paid
1377|Programming Services|76415.94|2023-10-18|1003|Programming Services expense for Project #1003|133|ACH|Paid
1378|Luxury Office Lease|7837.79|2024-10-16|None|Luxury Office Lease expense (Overhead)|55|Wire Transfer|Paid
1379|Advanced Training Programs|6835.75|2023-12-14|None|Advanced Training Programs expense (Overhead)|125|Check|Paid
1380|Specialized Equipment Rental|72975.36|2025-04-09|449|Specialized Equipment Rental expense for Project #449|58|Corporate Card|Unpaid
1381|Utilities|6209.85|2025-03-30|None|Utilities expense (Overhead)|164|Corporate Card|Paid
1382|Professional Association Dues|1142.11|2021-07-05|None|Professional Association Dues expense (Overhead)|196|ACH|Paid
1383|Custom Fabrication|48341.02|2024-07-06|66|Custom Fabrication expense for Project #66|125|ACH|Paid
1384|Custom Fabrication|161594.28|2024-09-06|589|Custom Fabrication expense for Project #589|164|ACH|Paid
1385|Client Entertainment|3544.78|2024-09-03|None|Client Entertainment expense (Overhead)|Pending|ACH|Paid
1386|Client Entertainment|9401.09|2022-01-10|None|Client Entertainment expense (Overhead)|125|Check|Paid
1387|Subcontractor Fees|69190.33|2023-08-08|281|Subcontractor Fees expense for Project #281|190|Corporate Card|Paid
1388|High-End Test Equipment|10121.69|2025-01-01|None|High-End Test Equipment expense (Overhead)|196|Corporate Card|Paid
1389|Travel & Lodging (Project Specific)|60029.5|2021-06-25|1084|Travel & Lodging (Project Specific) expense for Project #1084|185|Check|Paid
1390|Specialized Equipment Rental|32370.63|2024-07-14|1192|Specialized Equipment Rental expense for Project #1192|Pending|Check|Paid
1391|Specialized Equipment Rental|36036.16|2025-02-22|703|Specialized Equipment Rental expense for Project #703|172|Corporate Card|Unpaid
1392|Travel & Lodging (Project Specific)|54628.98|2025-01-10|521|Travel & Lodging (Project Specific) expense for Project #521|141|Wire Transfer|Paid
1393|Design Software Licenses|7750.32|2022-05-29|None|Design Software Licenses expense (Overhead)|140|Corporate Card|Paid
1394|Custom Fabrication|154603.92|2022-12-31|150|Custom Fabrication expense for Project #150|172|Check|Paid
1395|Professional Association Dues|6861.83|2020-11-25|None|Professional Association Dues expense (Overhead)|116|Wire Transfer|Paid
1396|Permits and Inspections|115241.6|2022-07-22|965|Permits and Inspections expense for Project #965|190|Check|Paid
1397|Design Services|19133.23|2023-05-16|1039|Design Services expense for Project #1039|9|Wire Transfer|Paid
1398|Permits and Inspections|33293.37|2025-03-10|399|Permits and Inspections expense for Project #399|140|Check|Paid
1399|Subcontractor Fees|75779.7|2024-06-02|346|Subcontractor Fees expense for Project #346|172|Check|Paid
1400|Specialized Equipment Rental|159606.24|2022-03-25|818|Specialized Equipment Rental expense for Project #818|58|ACH|Paid
1401|Programming Services|24554.47|2024-01-25|1130|Programming Services expense for Project #1130|61|Wire Transfer|Paid
1402|Design Services|98853.77|2022-04-10|510|Design Services expense for Project #510|Pending|Wire Transfer|Paid
1403|Travel & Lodging (Project Specific)|8903.47|2022-06-01|601|Travel & Lodging (Project Specific) expense for Project #601|58|Check|Paid
1404|Custom Fabrication|118217.99|2023-07-21|373|Custom Fabrication expense for Project #373|61|Check|Paid
1405|Trade Show Exhibitions|6244.66|2021-02-08|None|Trade Show Exhibitions expense (Overhead)|190|Corporate Card|Paid
1406|Permits and Inspections|31395.74|2022-03-26|226|Permits and Inspections expense for Project #226|21|ACH|Paid
1407|Professional Association Dues|10102.76|2022-03-27|None|Professional Association Dues expense (Overhead)|164|ACH|Paid
1408|Design Services|144612.98|2024-06-02|628|Design Services expense for Project #628|141|Check|Paid
1409|Trade Show Exhibitions|10347.48|2020-02-02|None|Trade Show Exhibitions expense (Overhead)|106|Corporate Card|Paid
1410|Design Services|84805.63|2022-11-24|945|Design Services expense for Project #945|190|Wire Transfer|Paid
1411|Subcontractor Fees|16105.22|2021-06-30|754|Subcontractor Fees expense for Project #754|147|ACH|Paid
1412|Marketing & Branding|10268.18|2023-08-11|None|Marketing & Branding expense (Overhead)|3|ACH|Paid
1413|Programming Services|98630.71|2022-05-05|636|Programming Services expense for Project #636|124|ACH|Paid
1414|Specialized Equipment Rental|84122.72|2021-05-28|696|Specialized Equipment Rental expense for Project #696|141|Check|Paid
1415|Premium Materials|57191.39|2025-03-17|399|Premium Materials expense for Project #399|172|ACH|Unpaid
1416|High-End Test Equipment|2294.47|2023-06-28|None|High-End Test Equipment expense (Overhead)|Pending|Corporate Card|Paid
1417|Luxury Office Lease|6199.93|2021-05-25|None|Luxury Office Lease expense (Overhead)|Pending|Corporate Card|Paid
1418|Custom Fabrication|9796.67|2021-04-30|754|Custom Fabrication expense for Project #754|172|Check|Paid
1419|Specialized Equipment Rental|7609.78|2021-08-27|117|Specialized Equipment Rental expense for Project #117|54|ACH|Paid
1420|Design Services|76983.45|2022-03-09|575|Design Services expense for Project #575|16|Check|Paid
1421|Permits and Inspections|76752.8|2021-11-25|947|Permits and Inspections expense for Project #947|55|Wire Transfer|Paid
1422|Design Services|79362.19|2022-04-15|140|Design Services expense for Project #140|124|Wire Transfer|Paid
1423|Custom Fabrication|67112.89|2024-11-10|863|Custom Fabrication expense for Project #863|172|Wire Transfer|Paid
1424|Specialized Equipment Rental|57957.57|2025-03-20|1064|Specialized Equipment Rental expense for Project #1064|54|Wire Transfer|Paid
1425|Travel & Lodging (Project Specific)|102765.34|2023-03-05|99|Travel & Lodging (Project Specific) expense for Project #99|140|ACH|Paid
1426|Permits and Inspections|127607.18|2021-04-20|546|Permits and Inspections expense for Project #546|131|Wire Transfer|Paid
1427|Travel & Lodging (Project Specific)|151742.35|2024-01-11|68|Travel & Lodging (Project Specific) expense for Project #68|125|Check|Paid
1428|Travel & Lodging (Project Specific)|128799.8|2024-11-15|969|Travel & Lodging (Project Specific) expense for Project #969|57|Check|Paid
1429|Custom Fabrication|85462.92|2024-01-16|829|Custom Fabrication expense for Project #829|Pending|ACH|Paid
1430|Fuel|7425.06|2023-08-08|None|Fuel expense (Overhead)|125|Corporate Card|Paid
1431|Premium Materials|70599.78|2024-07-30|95|Premium Materials expense for Project #95|190|Check|Paid
1432|Permits and Inspections|99169.78|2023-07-10|877|Permits and Inspections expense for Project #877|189|ACH|Paid
1433|Programming Services|13180.12|2024-01-25|163|Programming Services expense for Project #163|55|Check|Paid
1434|Specialized Equipment Rental|134809.56|2023-04-06|671|Specialized Equipment Rental expense for Project #671|185|ACH|Paid
1435|Premium Materials|119822.1|2024-09-18|1101|Premium Materials expense for Project #1101|Pending|Wire Transfer|Paid
1436|Subcontractor Fees|106511.26|2023-05-23|517|Subcontractor Fees expense for Project #517|Pending|Corporate Card|Paid
1437|Permits and Inspections|14022.53|2022-02-22|986|Permits and Inspections expense for Project #986|56|Wire Transfer|Paid
1438|Client Entertainment|10532.16|2025-02-27|None|Client Entertainment expense (Overhead)|125|ACH|Paid
1439|Subcontractor Fees|115017.19|2024-10-29|1066|Subcontractor Fees expense for Project #1066|190|Corporate Card|Paid
1440|Permits and Inspections|95120.67|2022-06-20|1125|Permits and Inspections expense for Project #1125|169|Wire Transfer|Paid
1441|Programming Services|76726.36|2022-07-17|192|Programming Services expense for Project #192|116|Check|Paid
1442|Trade Show Exhibitions|9882.2|2020-08-03|None|Trade Show Exhibitions expense (Overhead)|141|Corporate Card|Paid
1443|Specialized Equipment Rental|112888.16|2024-11-03|1115|Specialized Equipment Rental expense for Project #1115|55|ACH|Paid
1444|Design Services|44493.72|2022-02-26|357|Design Services expense for Project #357|142|ACH|Paid
1445|Travel & Lodging (Project Specific)|9406.55|2024-04-01|705|Travel & Lodging (Project Specific) expense for Project #705|Pending|Corporate Card|Paid
1446|Design Services|93994.54|2021-05-05|599|Design Services expense for Project #599|169|Check|Paid
1447|Custom Fabrication|67410.37|2024-06-21|586|Custom Fabrication expense for Project #586|190|Corporate Card|Paid
1448|Design Services|113649.52|2022-12-27|248|Design Services expense for Project #248|Pending|Corporate Card|Paid
1449|Vehicle Maintenance|3152.74|2023-05-08|None|Vehicle Maintenance expense (Overhead)|189|ACH|Paid
1450|Advanced Training Programs|3096.67|2021-08-11|None|Advanced Training Programs expense (Overhead)|54|Check|Paid
1451|Design Software Licenses|9473.81|2022-03-07|None|Design Software Licenses expense (Overhead)|61|Check|Paid
1452|Premium Vehicle Fleet|7458.05|2024-02-13|None|Premium Vehicle Fleet expense (Overhead)|140|Corporate Card|Paid
1453|Specialized Equipment Rental|103753.41|2024-12-12|624|Specialized Equipment Rental expense for Project #624|189|Check|Paid
1454|Permits and Inspections|42724.61|2022-08-14|357|Permits and Inspections expense for Project #357|75|Wire Transfer|Paid
1455|Specialized Equipment Rental|83544.49|2023-12-23|917|Specialized Equipment Rental expense for Project #917|16|Wire Transfer|Paid
1456|Marketing & Branding|2880.34|2025-02-28|None|Marketing & Branding expense (Overhead)|54|Check|Paid
1457|Travel & Lodging (Project Specific)|130634.24|2021-05-13|732|Travel & Lodging (Project Specific) expense for Project #732|147|Wire Transfer|Paid
1458|Travel & Lodging (Project Specific)|177180.73|2022-02-28|135|Travel & Lodging (Project Specific) expense for Project #135|106|Corporate Card|Paid
1459|Travel & Lodging (Project Specific)|20736.82|2022-06-19|946|Travel & Lodging (Project Specific) expense for Project #946|55|ACH|Paid
1460|Advanced Training Programs|6038.82|2023-04-14|None|Advanced Training Programs expense (Overhead)|142|ACH|Paid
1461|Specialized Equipment Rental|59659.19|2025-03-24|764|Specialized Equipment Rental expense for Project #764|147|ACH|Paid
1462|Premium Materials|72053.2|2025-01-25|885|Premium Materials expense for Project #885|54|ACH|Paid
1463|Programming Services|70218.2|2023-07-08|811|Programming Services expense for Project #811|164|Corporate Card|Paid
1464|Subcontractor Fees|95458.95|2024-08-17|1080|Subcontractor Fees expense for Project #1080|54|Corporate Card|Paid
1465|Design Services|28141.35|2025-03-29|741|Design Services expense for Project #741|196|ACH|Unpaid
1466|Programming Services|61110.5|2021-03-16|1084|Programming Services expense for Project #1084|106|Wire Transfer|Paid
1467|Travel & Lodging (Project Specific)|92544.14|2022-10-27|983|Travel & Lodging (Project Specific) expense for Project #983|169|ACH|Paid
1468|Custom Fabrication|43127.89|2024-12-10|394|Custom Fabrication expense for Project #394|196|Corporate Card|Paid
1469|Custom Fabrication|31996.18|2024-06-12|372|Custom Fabrication expense for Project #372|185|Wire Transfer|Paid
1470|Design Services|9028.2|2023-01-27|898|Design Services expense for Project #898|172|Corporate Card|Paid
1471|Programming Services|42977.74|2024-02-21|1170|Programming Services expense for Project #1170|106|Corporate Card|Paid
1472|Custom Fabrication|113800.05|2022-09-22|327|Custom Fabrication expense for Project #327|116|Corporate Card|Paid
1473|Trade Show Exhibitions|1414.2|2023-08-24|None|Trade Show Exhibitions expense (Overhead)|185|Corporate Card|Paid
1474|Design Services|62191.1|2025-02-02|910|Design Services expense for Project #910|21|Wire Transfer|Paid
1475|Design Services|161323.07|2021-05-28|1199|Design Services expense for Project #1199|141|ACH|Paid
1476|Specialized Equipment Rental|107579.86|2023-08-06|564|Specialized Equipment Rental expense for Project #564|124|Check|Paid
1477|Custom Fabrication|115856.09|2024-12-11|1007|Custom Fabrication expense for Project #1007|125|Wire Transfer|Paid
1478|Programming Services|93832.7|2024-11-16|311|Programming Services expense for Project #311|190|ACH|Paid
1479|Travel & Lodging (Project Specific)|11426.56|2025-04-02|316|Travel & Lodging (Project Specific) expense for Project #316|140|ACH|Paid
1480|Travel & Lodging (Project Specific)|45314.07|2025-03-15|560|Travel & Lodging (Project Specific) expense for Project #560|147|Check|Paid
1481|Specialized Equipment Rental|81344.91|2023-04-01|14|Specialized Equipment Rental expense for Project #14|185|Corporate Card|Paid
1482|Subcontractor Fees|53687.33|2023-09-02|1026|Subcontractor Fees expense for Project #1026|9|Check|Paid
1483|Advanced Training Programs|3139.67|2022-12-13|None|Advanced Training Programs expense (Overhead)|16|Check|Paid
1484|Utilities|10109.49|2023-08-09|None|Utilities expense (Overhead)|147|Corporate Card|Paid
1485|Client Entertainment|8917.49|2025-02-28|None|Client Entertainment expense (Overhead)|140|Check|Paid
1486|Design Services|112628.88|2024-03-13|522|Design Services expense for Project #522|Pending|Check|Paid
1487|Client Entertainment|9814.89|2024-08-20|None|Client Entertainment expense (Overhead)|124|Corporate Card|Paid
1488|Design Software Licenses|7718.0|2022-09-21|None|Design Software Licenses expense (Overhead)|169|Wire Transfer|Paid
1489|Subcontractor Fees|55139.15|2023-04-10|600|Subcontractor Fees expense for Project #600|169|Wire Transfer|Paid
1490|Advanced Training Programs|10428.3|2021-11-21|None|Advanced Training Programs expense (Overhead)|141|Corporate Card|Paid
1491|Office Supplies|1166.1|2020-07-09|None|Office Supplies expense (Overhead)|106|Check|Paid
1492|Design Services|70526.43|2024-02-02|377|Design Services expense for Project #377|131|Check|Paid
1493|Office Supplies|272.99|2022-03-04|None|Office Supplies expense (Overhead)|55|Wire Transfer|Paid
1494|Design Services|19508.88|2025-01-23|767|Design Services expense for Project #767|125|Check|Paid
1495|Travel & Lodging (Project Specific)|48636.05|2023-05-17|677|Travel & Lodging (Project Specific) expense for Project #677|125|ACH|Paid
1496|Premium Materials|45624.63|2024-09-20|1068|Premium Materials expense for Project #1068|124|Corporate Card|Paid
1497|Advanced Training Programs|5159.57|2022-07-09|None|Advanced Training Programs expense (Overhead)|185|ACH|Paid
1498|Premium Materials|24630.11|2022-07-05|479|Premium Materials expense for Project #479|169|Corporate Card|Paid
1499|Marketing & Branding|3116.84|2023-12-07|None|Marketing & Branding expense (Overhead)|196|Corporate Card|Paid
1500|Subcontractor Fees|102603.64|2023-09-08|1163|Subcontractor Fees expense for Project #1163|54|Corporate Card|Paid
1501|Premium Vehicle Fleet|6662.7|2024-06-04|None|Premium Vehicle Fleet expense (Overhead)|55|Check|Paid
1502|Design Services|64112.41|2025-01-03|939|Design Services expense for Project #939|9|Check|Paid
1503|High-End Test Equipment|10521.16|2023-07-11|None|High-End Test Equipment expense (Overhead)|185|Corporate Card|Paid
1504|Trade Show Exhibitions|8741.02|2021-02-15|None|Trade Show Exhibitions expense (Overhead)|124|Check|Paid
1505|Permits and Inspections|85511.57|2021-06-26|178|Permits and Inspections expense for Project #178|133|ACH|Paid
1506|Permits and Inspections|107936.57|2024-09-16|699|Permits and Inspections expense for Project #699|3|ACH|Paid
1507|Trade Show Exhibitions|6202.69|2021-02-20|None|Trade Show Exhibitions expense (Overhead)|21|Check|Paid
1508|Programming Services|59018.42|2022-01-01|214|Programming Services expense for Project #214|16|Corporate Card|Paid
1509|Design Services|121304.6|2022-12-23|252|Design Services expense for Project #252|185|Corporate Card|Paid
1510|Premium Materials|148369.69|2025-01-15|233|Premium Materials expense for Project #233|21|Corporate Card|Paid
1511|Utilities|7677.85|2025-01-23|None|Utilities expense (Overhead)|142|Check|Paid
1512|Custom Fabrication|112690.86|2023-01-04|138|Custom Fabrication expense for Project #138|3|Check|Paid
1513|Permits and Inspections|97949.66|2025-02-17|707|Permits and Inspections expense for Project #707|124|Wire Transfer|Unpaid
1514|Trade Show Exhibitions|6375.93|2020-03-29|None|Trade Show Exhibitions expense (Overhead)|164|Wire Transfer|Paid
1515|Design Services|111109.6|2025-02-17|857|Design Services expense for Project #857|3|Check|Paid
1516|Permits and Inspections|87715.73|2024-12-21|297|Permits and Inspections expense for Project #297|75|Wire Transfer|Paid
1517|Programming Services|52242.86|2023-11-28|954|Programming Services expense for Project #954|189|Check|Paid
1518|Custom Fabrication|38271.04|2024-04-16|1174|Custom Fabrication expense for Project #1174|164|Wire Transfer|Paid
1519|Fuel|6160.22|2023-07-23|None|Fuel expense (Overhead)|172|ACH|Paid
1520|Permits and Inspections|107662.35|2024-02-27|13|Permits and Inspections expense for Project #13|140|Check|Paid
1521|Specialized Equipment Rental|134074.45|2025-01-13|1046|Specialized Equipment Rental expense for Project #1046|141|Check|Paid
1522|Vehicle Maintenance|9285.57|2023-12-08|None|Vehicle Maintenance expense (Overhead)|75|Corporate Card|Paid
1523|Office Supplies|5680.08|2020-11-30|None|Office Supplies expense (Overhead)|109|ACH|Paid
1524|Specialized Equipment Rental|19610.3|2022-09-29|24|Specialized Equipment Rental expense for Project #24|169|ACH|Paid
1525|Travel & Lodging (Project Specific)|57993.96|2023-06-22|860|Travel & Lodging (Project Specific) expense for Project #860|16|Corporate Card|Paid
1526|Permits and Inspections|12339.89|2025-03-03|718|Permits and Inspections expense for Project #718|140|ACH|Paid
1527|Travel & Lodging (Project Specific)|35459.47|2022-03-16|657|Travel & Lodging (Project Specific) expense for Project #657|124|Check|Paid
1528|Subcontractor Fees|160168.13|2022-12-30|287|Subcontractor Fees expense for Project #287|124|Corporate Card|Paid
1529|Design Services|153812.36|2022-07-10|540|Design Services expense for Project #540|57|Check|Paid
1530|Premium Vehicle Fleet|3025.05|2022-11-13|None|Premium Vehicle Fleet expense (Overhead)|140|Corporate Card|Paid
1531|Design Software Licenses|2452.65|2022-05-28|None|Design Software Licenses expense (Overhead)|61|Corporate Card|Paid
1532|Specialized Equipment Rental|53617.89|2022-12-19|985|Specialized Equipment Rental expense for Project #985|Pending|Check|Paid
1533|Client Entertainment|450.65|2022-11-23|None|Client Entertainment expense (Overhead)|16|ACH|Paid
1534|Programming Services|97193.41|2022-11-05|869|Programming Services expense for Project #869|189|Wire Transfer|Paid
1535|Client Entertainment|3834.13|2024-06-01|None|Client Entertainment expense (Overhead)|21|Wire Transfer|Paid
1536|High-End Test Equipment|5189.36|2024-02-22|None|High-End Test Equipment expense (Overhead)|21|Wire Transfer|Paid
1537|Fuel|9231.68|2020-12-24|None|Fuel expense (Overhead)|133|Check|Paid
1538|Utilities|8488.55|2020-06-12|None|Utilities expense (Overhead)|58|Wire Transfer|Paid
1539|Premium Insurance|9153.98|2023-01-19|None|Premium Insurance expense (Overhead)|140|Wire Transfer|Paid
1540|Trade Show Exhibitions|5840.38|2021-02-02|None|Trade Show Exhibitions expense (Overhead)|75|Check|Paid
1541|Utilities|6153.56|2021-02-24|None|Utilities expense (Overhead)|189|ACH|Paid
1542|Specialized Equipment Rental|158717.31|2021-04-20|599|Specialized Equipment Rental expense for Project #599|141|Wire Transfer|Paid
1543|Design Software Licenses|10644.87|2025-03-04|None|Design Software Licenses expense (Overhead)|116|Wire Transfer|Paid
1544|Subcontractor Fees|117538.2|2024-04-22|780|Subcontractor Fees expense for Project #780|61|Check|Paid
1545|Permits and Inspections|57217.83|2022-08-19|1164|Permits and Inspections expense for Project #1164|16|ACH|Paid
1546|Specialized Equipment Rental|31997.13|2023-01-07|1047|Specialized Equipment Rental expense for Project #1047|55|Wire Transfer|Paid
1547|Vehicle Maintenance|6316.54|2024-08-02|None|Vehicle Maintenance expense (Overhead)|141|Wire Transfer|Paid
1548|Travel & Lodging (Project Specific)|7685.38|2024-11-19|398|Travel & Lodging (Project Specific) expense for Project #398|61|Corporate Card|Paid
