InvoiceID|ProjectID|CustomerID|RelatedServiceID|InvoiceDate|DueDate|Amount|Status|PaymentDate|PaymentMethod
653|871|593|None|2023-03-03|2023-04-02|305614.56|Paid|2023-04-05|Wire
654|230|364|None|2024-10-26|2024-12-10|157212.08|Paid|2024-12-03|ACH Transfer
655|184|404|None|2024-02-24|2024-04-09|64656.38|Paid|2024-04-07|Wire
656|585|279|None|2025-05-09|2025-06-23|350406.89|Upcoming|N/A|N/A
657|1109|369|None|2022-11-10|2022-11-25|87776.45|Paid|2022-12-06|Wire
658|173|468|None|2024-05-23|2024-06-22|81160.5|Paid|2024-06-30|Check
659|525|18|None|2023-08-03|2023-09-17|280277.73|Paid|2023-09-02|Credit Card
660|651|106|None|2022-11-15|2022-11-30|151086.39|Paid|2022-12-12|ACH Transfer
661|335|518|None|2024-03-17|2024-04-01|116982.59|Paid|2024-03-31|Check
662|856|154|None|2025-05-09|2025-05-24|101307.35|Upcoming|N/A|N/A
663|811|451|None|2023-12-08|2023-12-23|88803.62|Paid|2023-12-12|Credit Card
664|769|714|None|2022-06-18|2022-07-18|159707.71|Paid|2022-07-22|Wire
665|1076|729|None|2025-01-08|2025-02-07|91603.31|Overdue|N/A|N/A
666|1011|545|None|2023-02-11|2023-02-26|12239.36|Paid|2023-02-20|Wire
667|272|336|None|2024-07-23|2024-08-07|153026.27|Overdue|N/A|N/A
668|922|55|None|2022-07-10|2022-08-24|37216.22|Overdue|N/A|N/A
669|579|768|None|2025-05-09|2025-06-08|38839.18|Upcoming|N/A|N/A
670|75|322|None|2022-03-05|2022-04-04|62248.89|Overdue|N/A|N/A
671|418|700|None|2024-05-19|2024-06-03|55027.52|Paid|2024-06-02|Credit Card
672|28|186|None|2022-02-12|2022-03-29|21335.65|Paid|2022-03-30|ACH Transfer
673|509|768|None|2021-08-02|2021-09-16|217276.74|Paid|2021-08-24|ACH Transfer
674|529|222|None|2023-03-18|2023-05-02|265431.32|Paid|2023-05-01|Wire
675|239|392|None|2023-10-23|2023-11-22|191569.38|Paid|2023-11-23|Check
676|408|181|None|2021-09-07|2021-10-07|107545.35|Paid|2021-10-12|Credit Card
677|489|486|None|2022-06-30|2022-08-14|92837.58|Overdue|N/A|N/A
678|1|567|None|2024-09-20|2024-10-05|133660.89|Overdue|N/A|N/A
679|721|753|None|2023-05-25|2023-06-09|196657.89|Paid|2023-06-14|Credit Card
680|85|327|None|2025-05-09|2025-06-23|305745.4|Upcoming|N/A|N/A
681|951|550|None|2022-03-14|2022-04-28|346625.78|Paid|2022-03-23|Check
682|99|239|None|2023-08-13|2023-08-28|89453.37|Paid|2023-08-23|Credit Card
683|601|89|None|2022-09-30|2022-11-14|13907.75|Overdue|N/A|N/A
684|99|239|None|2023-08-19|2023-10-03|151422.49|Paid|2023-10-14|Wire
685|701|303|None|2021-07-03|2021-08-17|64094.08|Overdue|N/A|N/A
686|535|763|None|2022-12-16|2023-01-30|149342.59|Paid|2023-01-31|ACH Transfer
687|425|116|None|2024-05-30|2024-06-29|10173.76|Overdue|N/A|N/A
688|226|616|None|2022-03-17|2022-05-01|35914.62|Overdue|N/A|N/A
689|216|476|None|2022-06-23|2022-08-07|167064.61|Paid|2022-07-15|Credit Card
690|457|489|None|2022-07-16|2022-08-30|45676.62|Paid|2022-08-17|Credit Card
691|583|443|None|2022-05-21|2022-06-20|94268.23|Paid|2022-06-16|Check
692|230|364|None|2024-10-21|2024-12-05|187141.03|Paid|2024-12-05|Check
693|590|384|None|2022-02-06|2022-03-23|109782.94|Paid|2022-03-18|ACH Transfer
694|794|424|None|2022-11-17|2022-12-17|107294.3|Overdue|N/A|N/A
695|314|721|None|2024-09-02|2024-09-17|395581.91|Paid|2024-09-29|ACH Transfer
696|1161|723|None|2024-08-01|2024-09-15|29258.23|Paid|2024-09-10|ACH Transfer
697|169|403|None|2024-02-01|2024-02-16|84285.03|Paid|2024-02-06|Wire
698|25|6|None|2023-12-06|2024-01-20|41024.89|Overdue|N/A|N/A
699|602|354|None|2023-09-03|2023-10-18|358040.99|Overdue|N/A|N/A
700|881|690|None|2025-03-25|2025-04-09|86172.78|Paid|2025-04-05|Wire
701|1198|441|None|2022-07-20|2022-08-19|34760.64|Paid|2022-08-23|ACH Transfer
702|136|140|None|2023-06-10|2023-06-25|181676.92|Paid|2023-07-10|ACH Transfer
703|719|600|None|2023-02-09|2023-03-26|177838.74|Overdue|N/A|N/A
704|308|189|None|2023-03-24|2023-05-08|105789.39|Paid|2023-05-09|Wire
705|1104|646|None|2023-02-18|2023-03-05|217031.7|Overdue|N/A|N/A
706|516|492|None|2024-12-16|2025-01-30|141906.1|Paid|2024-12-31|ACH Transfer
707|1082|405|None|2021-08-27|2021-10-11|16756.04|Paid|2021-10-16|Credit Card
708|150|271|None|2023-03-09|2023-03-24|294338.65|Paid|2023-04-05|Credit Card
709|865|302|None|2025-02-06|2025-03-08|29410.06|Overdue|N/A|N/A
710|381|76|None|2022-10-06|2022-11-20|43495.16|Paid|2022-10-26|Check
711|617|308|None|2024-03-13|2024-03-28|94499.4|Overdue|N/A|N/A
712|355|47|None|2024-01-23|2024-02-07|220484.49|Paid|2024-01-28|Check
713|1023|282|None|2021-10-04|2021-11-03|84452.86|Paid|2021-11-08|ACH Transfer
714|77|150|None|2023-11-15|2023-12-30|218400.48|Paid|2023-11-20|Credit Card
715|124|382|None|2022-08-14|2022-08-29|49071.99|Overdue|N/A|N/A
716|291|142|None|2023-09-07|2023-10-07|52234.77|Overdue|N/A|N/A
717|555|368|None|2025-05-09|2025-06-23|123876.61|Upcoming|N/A|N/A
718|318|123|None|2023-03-25|2023-05-09|51018.43|Overdue|N/A|N/A
719|985|211|None|2022-12-31|2023-01-30|63581.34|Overdue|N/A|N/A
720|212|513|None|2024-12-04|2024-12-19|130514.47|Paid|2024-12-27|Wire
721|69|548|None|2024-03-03|2024-04-17|100605.04|Paid|2024-03-16|Credit Card
722|775|333|None|2024-06-21|2024-07-06|371710.01|Paid|2024-07-01|ACH Transfer
723|744|753|None|2021-11-16|2021-12-31|192680.13|Paid|2021-11-21|ACH Transfer
724|463|658|None|2022-10-17|2022-11-01|135123.49|Paid|2022-10-30|Check
725|139|307|None|2023-08-26|2023-09-25|46341.74|Paid|2023-09-20|Check
726|665|269|None|2024-06-29|2024-07-14|240280.17|Paid|2024-07-27|Check
727|858|83|None|2024-01-05|2024-02-04|365147.73|Paid|2024-02-13|Wire
728|922|55|None|2022-07-16|2022-08-30|44179.27|Paid|2022-09-05|Check
729|858|83|None|2024-01-03|2024-02-02|428815.56|Paid|2024-02-16|ACH Transfer
730|876|539|None|2024-02-21|2024-03-07|32608.69|Overdue|N/A|N/A
731|1052|442|None|2025-05-06|2025-06-05|123498.77|Upcoming|N/A|N/A
732|750|140|None|2024-05-11|2024-06-10|187128.72|Paid|2024-06-15|ACH Transfer
733|871|593|None|2023-02-27|2023-03-29|307403.59|Paid|2023-03-14|Check
734|523|27|None|2024-03-21|2024-04-20|249145.81|Paid|2024-04-03|ACH Transfer
735|372|106|None|2024-09-09|2024-09-24|112706.25|Paid|2024-09-11|Credit Card
736|308|189|None|2023-03-29|2023-04-28|211187.6|Overdue|N/A|N/A
737|56|739|None|2024-06-20|2024-07-05|118595.86|Overdue|N/A|N/A
738|1181|538|None|2024-03-01|2024-03-16|553704.18|Paid|2024-03-30|ACH Transfer
739|1011|545|None|2023-02-07|2023-03-09|25567.76|Paid|2023-03-22|Wire
740|77|150|None|2023-11-08|2023-11-23|204551.77|Paid|2023-12-08|Wire
741|482|253|None|2023-08-02|2023-09-01|297930.82|Paid|2023-08-19|Wire
742|978|627|None|2024-06-01|2024-07-01|74544.3|Overdue|N/A|N/A
743|573|296|None|2024-10-21|2024-11-05|15272.19|Paid|2024-10-24|Credit Card
744|207|657|None|2023-07-24|2023-09-07|134736.48|Paid|2023-08-07|Credit Card
745|865|302|None|2025-02-02|2025-03-04|22886.62|Overdue|N/A|N/A
746|408|181|None|2021-09-16|2021-10-31|216086.8|Paid|2021-10-10|Credit Card
747|263|432|None|2022-04-27|2022-05-12|86207.47|Paid|2022-05-17|Check
748|850|442|None|2024-12-02|2025-01-01|61791.97|Paid|2025-01-03|Check
749|721|753|None|2023-05-24|2023-06-08|138653.46|Overdue|N/A|N/A
750|599|725|None|2021-05-03|2021-05-18|430290.69|Paid|2021-05-21|Check
751|19|707|None|2022-07-13|2022-08-27|23418.23|Paid|2022-08-04|Credit Card
752|844|76|None|2022-01-30|2022-03-16|167770.22|Paid|2022-03-18|Check
753|110|570|None|2024-07-02|2024-08-16|72295.89|Paid|2024-08-30|Check
754|292|406|None|2021-09-12|2021-10-12|108958.47|Paid|2021-09-14|Wire
755|392|44|None|2022-03-13|2022-04-12|186283.24|Paid|2022-03-21|ACH Transfer
756|502|763|None|2024-09-26|2024-11-10|39019.46|Paid|2024-11-23|Credit Card
757|288|103|None|2024-03-22|2024-05-06|343999.56|Paid|2024-05-17|ACH Transfer
758|824|367|None|2024-01-14|2024-02-13|86394.31|Paid|2024-02-26|Credit Card
759|540|57|None|2022-07-21|2022-08-05|104781.78|Paid|2022-08-17|Check
760|699|727|None|2024-10-25|2024-11-09|273136.11|Paid|2024-11-14|Wire
761|1013|774|None|2025-02-21|2025-03-08|202571.95|Paid|2025-03-04|Check
762|1075|186|None|2023-02-26|2023-03-13|184615.93|Paid|2023-03-19|Wire
763|864|100|None|2024-09-02|2024-10-02|129389.64|Paid|2024-09-03|Check
764|771|69|None|2023-06-14|2023-07-29|49741.57|Paid|2023-08-07|Wire
765|370|379|None|2022-04-28|2022-05-28|181774.94|Overdue|N/A|N/A
766|1053|738|None|2023-06-14|2023-06-29|150538.59|Paid|2023-06-23|ACH Transfer
767|729|82|None|2022-03-09|2022-04-08|178798.34|Paid|2022-04-23|Credit Card
768|348|681|None|2023-07-26|2023-08-10|39723.42|Paid|2023-07-28|Wire
769|967|770|None|2022-04-20|2022-05-05|36923.19|Paid|2022-04-27|Credit Card
770|1148|154|None|2025-04-10|2025-05-25|214377.76|Upcoming|N/A|N/A
771|254|412|None|2022-06-22|2022-08-06|212792.74|Overdue|N/A|N/A
772|1000|293|None|2023-04-25|2023-05-25|75510.37|Overdue|N/A|N/A
773|1179|641|None|2021-06-12|2021-07-12|51318.73|Paid|2021-06-30|ACH Transfer
774|952|592|None|2023-07-25|2023-08-09|127611.77|Paid|2023-08-11|Check
775|967|770|None|2022-04-22|2022-06-06|49376.48|Overdue|N/A|N/A
776|307|329|None|2021-05-06|2021-06-05|35407.01|Paid|2021-05-28|ACH Transfer
777|370|379|None|2022-05-03|2022-05-18|61722.5|Paid|2022-05-22|ACH Transfer
778|1106|298|None|2022-05-28|2022-06-27|65095.66|Paid|2022-06-24|Wire
779|99|239|None|2023-08-19|2023-10-03|346622.99|Overdue|N/A|N/A
780|167|776|None|2023-05-06|2023-05-21|499673.09|Paid|2023-05-27|ACH Transfer
781|446|246|None|2023-02-22|2023-03-24|205874.38|Paid|2023-03-03|Credit Card
782|263|432|None|2022-04-23|2022-05-23|43853.55|Overdue|N/A|N/A
783|865|302|None|2025-01-31|2025-03-17|13265.97|Overdue|N/A|N/A
784|142|213|None|2023-12-11|2024-01-10|64767.17|Overdue|N/A|N/A
785|408|181|None|2021-09-20|2021-10-05|57960.97|Paid|2021-10-10|Credit Card
786|1180|346|None|2025-05-09|2025-06-23|182576.33|Upcoming|N/A|N/A
787|1093|510|None|2023-10-22|2023-12-06|183242.17|Paid|2023-12-01|Credit Card
788|432|96|None|2021-12-22|2022-02-05|198914.07|Overdue|N/A|N/A
789|771|69|None|2023-06-19|2023-07-04|52536.36|Paid|2023-07-12|Wire
790|592|250|None|2022-10-25|2022-11-24|129202.99|Paid|2022-11-30|Wire
791|747|340|None|2025-02-02|2025-03-04|44855.25|Paid|2025-02-23|ACH Transfer
792|1045|709|None|2023-01-01|2023-02-15|183898.51|Paid|2023-01-05|Credit Card
793|1116|723|None|2024-01-27|2024-02-11|62107.95|Paid|2024-02-13|ACH Transfer
794|1038|191|None|2022-07-26|2022-09-09|95152.29|Overdue|N/A|N/A
795|705|121|None|2024-03-22|2024-05-06|32643.0|Paid|2024-04-02|Credit Card
796|590|384|None|2022-02-17|2022-04-03|54423.6|Paid|2022-04-07|Check
797|811|451|None|2023-12-06|2024-01-20|237279.32|Paid|2023-12-31|Credit Card
798|893|193|None|2024-04-21|2024-05-06|137889.89|Paid|2024-04-29|Check
799|601|89|None|2022-09-28|2022-10-28|11232.25|Paid|2022-10-27|Wire
800|578|277|None|2022-09-25|2022-10-10|240285.27|Paid|2022-09-29|Credit Card
801|633|14|None|2021-10-13|2021-11-27|190302.04|Paid|2021-11-04|Check
802|81|694|None|2022-02-14|2022-03-16|194882.23|Paid|2022-02-24|Wire
803|866|158|None|2024-12-19|2025-01-03|237829.2|Overdue|N/A|N/A
804|320|458|None|2025-05-09|2025-06-08|59427.86|Upcoming|N/A|N/A
805|592|250|None|2022-10-21|2022-11-05|200220.6|Paid|2022-11-08|Wire
806|1056|63|None|2022-06-13|2022-07-28|157877.87|Paid|2022-07-24|ACH Transfer
807|956|209|None|2023-11-29|2023-12-29|204162.32|Paid|2023-12-01|ACH Transfer
808|858|83|None|2024-01-13|2024-01-28|178839.08|Paid|2024-01-28|Check
809|551|758|None|2024-09-12|2024-09-27|18362.83|Overdue|N/A|N/A
810|763|421|None|2021-12-03|2021-12-18|161108.95|Paid|2021-12-12|Check
811|154|454|None|2023-11-06|2023-12-06|386712.05|Overdue|N/A|N/A
812|56|739|None|2024-06-19|2024-08-03|58502.94|Overdue|N/A|N/A
813|147|500|None|2021-09-18|2021-10-03|138261.75|Overdue|N/A|N/A
814|866|158|None|2024-12-11|2024-12-26|229977.82|Paid|2024-12-19|ACH Transfer
815|461|773|None|2021-07-20|2021-08-19|46917.12|Overdue|N/A|N/A
816|439|298|None|2025-04-25|2025-06-09|412947.13|Upcoming|N/A|N/A
817|169|403|None|2024-01-18|2024-02-02|64105.97|Paid|2024-01-28|Wire
818|537|105|None|2024-12-26|2025-01-25|355164.78|Paid|2025-01-15|Wire
819|1171|397|None|2021-10-19|2021-11-03|108956.07|Overdue|N/A|N/A
820|256|756|None|2021-09-16|2021-10-31|103780.96|Overdue|N/A|N/A
821|768|375|None|2022-10-08|2022-11-07|156237.7|Paid|2022-10-19|ACH Transfer
822|752|420|None|2022-07-11|2022-07-26|308311.05|Paid|2022-08-09|ACH Transfer
823|838|103|None|2024-09-12|2024-09-27|53483.89|Paid|2024-09-30|Check
824|910|458|None|2025-04-16|2025-05-16|83703.3|Upcoming|N/A|N/A
825|945|114|None|2023-03-02|2023-04-01|212020.21|Paid|2023-03-25|ACH Transfer
826|651|106|None|2022-11-03|2022-12-18|373988.54|Paid|2022-11-07|ACH Transfer
827|345|450|None|2021-08-20|2021-10-04|272126.62|Paid|2021-10-08|Credit Card
828|1173|565|None|2022-07-21|2022-09-04|177200.81|Paid|2022-09-06|ACH Transfer
829|737|562|None|2022-03-21|2022-05-05|170573.68|Paid|2022-05-11|ACH Transfer
830|11|361|None|2024-03-11|2024-03-26|54359.02|Paid|2024-03-31|Check
831|89|222|None|2023-03-25|2023-04-24|33886.64|Paid|2023-04-19|Check
832|320|458|None|2025-05-09|2025-06-08|22057.17|Upcoming|N/A|N/A
833|63|57|None|2025-02-10|2025-03-12|164249.42|Paid|2025-03-02|Check
834|832|758|None|2022-10-10|2022-10-25|296679.33|Paid|2022-10-28|ACH Transfer
835|904|347|None|2024-04-08|2024-05-23|320360.32|Paid|2024-04-10|Check
836|198|361|None|2022-09-17|2022-10-02|166168.82|Paid|2022-09-28|ACH Transfer
837|951|550|None|2022-03-12|2022-03-27|420570.88|Paid|2022-03-20|Credit Card
838|1148|154|None|2025-04-06|2025-04-21|201710.33|Outstanding|N/A|N/A
839|746|682|None|2021-12-09|2021-12-24|183758.23|Overdue|N/A|N/A
840|639|318|None|2024-03-25|2024-05-09|61045.83|Paid|2024-05-02|Check
841|789|532|None|2024-03-14|2024-03-29|202806.08|Overdue|N/A|N/A
842|298|434|None|2022-03-30|2022-04-29|150023.46|Paid|2022-05-03|Check
843|310|746|None|2022-09-24|2022-10-24|143397.28|Paid|2022-11-04|Wire
844|527|386|None|2024-04-14|2024-04-29|377972.62|Paid|2024-05-13|Check
845|127|315|None|2024-11-20|2024-12-20|132900.68|Paid|2024-12-07|Wire
846|532|628|None|2023-07-17|2023-08-31|166058.44|Paid|2023-08-13|ACH Transfer
847|21|73|None|2024-10-23|2024-11-07|142331.6|Overdue|N/A|N/A
848|252|431|None|2022-12-12|2023-01-11|106228.9|Overdue|N/A|N/A
849|738|109|None|2025-05-09|2025-06-08|56154.53|Upcoming|N/A|N/A
850|966|745|None|2022-09-06|2022-10-21|436336.89|Paid|2022-11-04|Check
851|226|616|None|2022-03-20|2022-04-19|84911.48|Paid|2022-04-05|ACH Transfer
852|333|57|None|2022-07-26|2022-08-10|43935.32|Overdue|N/A|N/A
853|952|592|None|2023-07-31|2023-08-15|153192.78|Paid|2023-08-03|Credit Card
854|420|124|None|2023-02-18|2023-03-05|51211.16|Paid|2023-03-10|Credit Card
855|759|454|None|2022-08-03|2022-08-18|382761.52|Paid|2022-08-30|Credit Card
856|546|475|None|2021-05-25|2021-07-09|142160.31|Paid|2021-05-28|Wire
857|26|343|None|2024-06-10|2024-07-10|91798.92|Paid|2024-06-17|ACH Transfer
858|409|429|None|2023-08-14|2023-09-13|139834.03|Paid|2023-09-12|ACH Transfer
859|48|14|None|2021-04-12|2021-04-27|102615.88|Paid|2021-05-06|ACH Transfer
860|1018|725|None|2022-10-30|2022-12-14|67535.46|Paid|2022-11-08|Check
861|945|114|None|2023-02-25|2023-03-27|117032.11|Overdue|N/A|N/A
862|54|377|None|2023-08-09|2023-09-23|124944.77|Paid|2023-08-13|Check
863|649|611|None|2021-10-21|2021-11-20|392831.97|Overdue|N/A|N/A
864|1150|700|None|2022-10-11|2022-10-26|342045.17|Paid|2022-11-06|ACH Transfer
865|820|310|None|2023-01-17|2023-02-16|127734.4|Paid|2023-02-16|ACH Transfer
866|230|364|None|2024-10-22|2024-11-06|348992.86|Paid|2024-11-17|Credit Card
867|474|384|None|2024-01-12|2024-02-26|106583.98|Paid|2024-02-06|Credit Card
868|1057|5|None|2022-10-07|2022-11-21|343265.74|Paid|2022-10-16|Credit Card
869|655|298|None|2024-04-30|2024-06-14|21865.69|Paid|2024-05-26|Credit Card
870|930|116|None|2021-12-11|2021-12-26|377521.98|Overdue|N/A|N/A
871|756|334|None|2024-01-31|2024-03-16|75376.4|Paid|2024-02-04|Check
872|485|9|None|2025-05-09|2025-06-08|108604.58|Upcoming|N/A|N/A
873|124|382|None|2022-08-11|2022-09-25|45985.04|Overdue|N/A|N/A
874|717|419|None|2021-12-06|2022-01-20|79098.03|Paid|2022-02-04|ACH Transfer
875|951|550|None|2022-03-06|2022-03-21|123422.5|Paid|2022-03-27|Wire
876|852|446|None|2023-01-12|2023-02-26|121418.53|Paid|2023-01-17|Credit Card
877|745|93|None|2023-03-11|2023-04-10|53182.72|Paid|2023-03-20|ACH Transfer
878|64|179|None|2025-02-21|2025-04-07|162400.5|Paid|2025-02-26|ACH Transfer
879|374|690|None|2024-02-22|2024-04-07|251031.01|Paid|2024-02-29|Check
880|276|644|None|2021-10-24|2021-11-08|195100.27|Overdue|N/A|N/A
881|320|458|None|2025-05-09|2025-06-23|35828.41|Upcoming|N/A|N/A
882|665|269|None|2024-06-29|2024-07-29|429654.07|Paid|2024-07-17|Wire
883|405|408|None|2022-08-15|2022-09-14|86491.85|Paid|2022-09-12|Check
884|1182|424|None|2023-10-08|2023-11-22|16786.74|Overdue|N/A|N/A
885|336|342|None|2024-01-21|2024-02-20|29367.36|Paid|2024-02-12|Check
886|1014|128|None|2024-08-15|2024-09-14|356679.09|Overdue|N/A|N/A
887|392|44|None|2022-03-14|2022-04-28|160902.17|Paid|2022-03-24|Wire
888|960|512|None|2021-10-12|2021-11-26|275160.35|Paid|2021-11-10|Check
889|248|689|None|2022-12-31|2023-02-14|167747.39|Overdue|N/A|N/A
890|19|707|None|2022-07-18|2022-09-01|21586.35|Paid|2022-08-07|ACH Transfer
891|286|209|None|2022-12-23|2023-01-07|66869.27|Paid|2023-01-12|Credit Card
892|381|76|None|2022-09-28|2022-10-13|46845.96|Paid|2022-10-20|Credit Card
893|463|658|None|2022-10-23|2022-11-07|248722.5|Paid|2022-10-31|ACH Transfer
894|1176|489|None|2024-01-06|2024-02-05|49937.26|Paid|2024-02-17|Credit Card
895|696|340|None|2021-05-23|2021-06-07|149380.42|Paid|2021-05-24|Credit Card
896|529|222|None|2023-03-18|2023-05-02|189265.58|Paid|2023-04-03|Credit Card
897|726|447|None|2021-11-11|2021-12-26|28399.84|Overdue|N/A|N/A
898|717|419|None|2021-11-26|2021-12-11|76477.91|Overdue|N/A|N/A
899|321|6|None|2023-08-29|2023-09-13|55916.16|Paid|2023-09-27|Wire
900|1123|78|None|2023-12-17|2024-01-16|322996.98|Paid|2024-01-04|Wire
901|852|446|None|2023-01-14|2023-02-28|321067.42|Paid|2023-01-26|Check
902|254|412|None|2022-06-21|2022-07-21|187061.72|Paid|2022-07-05|Credit Card
903|684|65|None|2023-09-28|2023-10-28|9230.16|Overdue|N/A|N/A
904|852|446|None|2023-01-19|2023-02-18|215637.52|Paid|2023-01-26|Check
905|226|616|None|2022-03-22|2022-04-06|36899.81|Paid|2022-04-04|ACH Transfer
906|584|690|None|2022-06-25|2022-08-09|89161.08|Paid|2022-08-10|Credit Card
907|539|736|None|2023-07-25|2023-09-08|106167.18|Paid|2023-07-27|Check
908|244|103|None|2025-03-28|2025-04-12|93044.71|Outstanding|N/A|N/A
909|1172|202|None|2025-05-09|2025-06-08|142987.15|Upcoming|N/A|N/A
910|55|309|None|2023-12-29|2024-02-12|127667.6|Paid|2024-02-24|Credit Card
911|660|520|None|2022-08-12|2022-09-26|143962.19|Paid|2022-09-02|Check
912|977|743|None|2025-04-19|2025-06-03|138226.6|Upcoming|N/A|N/A
913|98|171|None|2025-05-09|2025-06-23|138137.42|Upcoming|N/A|N/A
914|1187|449|None|2023-08-05|2023-09-04|321089.34|Overdue|N/A|N/A
915|40|798|None|2023-09-13|2023-09-28|23469.16|Paid|2023-09-14|Credit Card
916|10|264|None|2025-03-14|2025-03-29|289781.87|Paid|2025-03-17|Credit Card
917|779|197|None|2021-11-22|2021-12-07|141038.47|Paid|2021-12-16|Wire
918|876|539|None|2024-02-18|2024-03-19|14378.74|Paid|2024-03-01|Credit Card
919|811|451|None|2023-12-01|2023-12-31|69990.91|Paid|2023-12-15|ACH Transfer
920|442|250|None|2021-06-04|2021-07-04|42456.92|Paid|2021-06-24|Check
921|784|612|None|2025-01-28|2025-02-27|42987.67|Paid|2025-01-31|Credit Card
922|212|513|None|2024-12-06|2025-01-05|338712.69|Paid|2025-01-18|Check
923|539|736|None|2023-07-25|2023-08-24|223292.88|Paid|2023-08-17|Check
924|873|265|None|2023-12-12|2024-01-11|136461.95|Paid|2024-01-13|Check
925|121|356|None|2023-05-22|2023-07-06|89202.11|Paid|2023-06-16|ACH Transfer
926|643|358|None|2021-09-13|2021-10-13|299901.07|Paid|2021-10-12|ACH Transfer
927|864|100|None|2024-08-31|2024-10-15|153406.56|Paid|2024-09-05|ACH Transfer
928|303|749|None|2022-01-16|2022-02-15|238007.05|Paid|2022-01-19|Wire
929|705|121|None|2024-03-09|2024-04-23|9235.03|Overdue|N/A|N/A
930|974|460|None|2023-08-11|2023-09-10|207158.39|Paid|2023-08-16|Check
931|265|584|None|2024-11-24|2024-12-09|354488.95|Paid|2024-12-08|Wire
932|72|317|None|2022-09-16|2022-10-16|149971.72|Paid|2022-10-29|Wire
933|917|792|None|2024-03-11|2024-03-26|299777.06|Paid|2024-03-18|Credit Card
934|744|753|None|2021-11-09|2021-12-09|84606.24|Paid|2021-11-30|Check
935|764|541|None|2025-05-09|2025-06-08|95375.17|Upcoming|N/A|N/A
936|1059|571|None|2022-04-29|2022-06-13|97865.53|Paid|2022-05-20|Check
937|1000|293|None|2023-04-20|2023-05-05|236765.55|Paid|2023-05-12|ACH Transfer
938|343|655|None|2023-02-27|2023-03-29|131496.5|Paid|2023-03-20|ACH Transfer
939|1085|292|None|2025-05-09|2025-05-24|224481.45|Upcoming|N/A|N/A
940|1153|528|None|2021-06-22|2021-08-06|85615.43|Paid|2021-07-11|ACH Transfer
941|1141|500|None|2021-05-21|2021-06-20|206507.21|Paid|2021-06-18|Credit Card
942|1019|326|None|2022-01-15|2022-03-01|195778.36|Overdue|N/A|N/A
943|848|263|None|2021-05-14|2021-06-13|103910.17|Paid|2021-06-12|Check
944|339|532|None|2024-05-17|2024-06-01|31045.0|Paid|2024-06-11|Wire
945|164|351|None|2021-07-20|2021-09-03|483811.48|Paid|2021-09-12|Wire
946|762|224|None|2025-01-16|2025-03-02|135514.88|Overdue|N/A|N/A
947|351|247|None|2021-12-13|2022-01-27|61038.97|Paid|2022-01-28|Credit Card
948|235|383|None|2025-05-09|2025-06-08|190004.91|Upcoming|N/A|N/A
949|113|98|None|2024-01-27|2024-02-11|179097.94|Overdue|N/A|N/A
950|466|521|None|2023-10-11|2023-10-26|105369.54|Paid|2023-10-13|Check
951|945|114|None|2023-02-22|2023-03-09|86568.0|Paid|2023-03-05|Credit Card
952|144|588|None|2021-06-05|2021-07-20|133794.64|Paid|2021-06-27|Check
953|348|681|None|2023-07-18|2023-08-17|20378.18|Paid|2023-08-15|ACH Transfer
954|265|584|None|2024-11-24|2025-01-08|128343.65|Overdue|N/A|N/A
955|633|14|None|2021-10-09|2021-11-23|141217.76|Paid|2021-11-10|Check
956|998|178|None|2024-06-13|2024-07-13|193855.55|Paid|2024-06-15|Wire
957|181|31|None|2025-01-15|2025-03-01|73697.29|Overdue|N/A|N/A
958|555|368|None|2025-05-09|2025-06-08|65824.05|Upcoming|N/A|N/A
959|1074|402|None|2023-11-18|2024-01-02|90663.66|Paid|2023-12-02|Wire
960|945|114|None|2023-02-23|2023-03-10|167100.03|Paid|2023-03-21|Wire
961|617|308|None|2024-03-13|2024-03-28|187231.38|Paid|2024-04-11|Check
962|372|106|None|2024-09-06|2024-09-21|40433.44|Paid|2024-09-27|Credit Card
963|655|298|None|2024-05-08|2024-06-22|23631.48|Overdue|N/A|N/A
964|494|210|None|2022-07-28|2022-08-12|182874.84|Paid|2022-08-11|Wire
965|1054|706|None|2022-02-12|2022-03-29|310964.6|Overdue|N/A|N/A
966|682|49|None|2021-10-20|2021-11-19|228334.54|Paid|2021-10-28|Check
967|845|61|None|2023-12-07|2024-01-21|214463.83|Paid|2024-02-03|Wire
968|235|383|None|2025-05-09|2025-06-08|88657.23|Upcoming|N/A|N/A
969|502|763|None|2024-09-23|2024-11-07|40303.69|Overdue|N/A|N/A
970|27|9|None|2024-08-28|2024-09-27|28931.51|Overdue|N/A|N/A
971|992|40|None|2023-09-18|2023-10-18|121884.45|Paid|2023-10-28|ACH Transfer
972|1070|189|None|2023-06-28|2023-08-12|72703.25|Paid|2023-08-19|Credit Card
973|1082|405|None|2021-08-26|2021-09-10|33254.61|Overdue|N/A|N/A
974|850|442|None|2024-12-04|2025-01-03|163224.94|Overdue|N/A|N/A
975|749|439|None|2022-03-17|2022-04-01|87613.38|Paid|2022-04-14|ACH Transfer
976|None|245|1653|2023-06-15|2023-07-15|2161.29|Overdue|N/A|N/A
977|199|767|234|2024-04-28|2024-05-13|2001.24|Paid|2024-05-14|Wire
978|None|742|1291|2021-02-16|2021-03-18|1926.26|Overdue|N/A|N/A
979|None|633|680|2024-05-12|2024-05-27|2153.83|Overdue|N/A|N/A
