ChangeOrderID|ProjectID|RequestDate|Type|Description|OriginalSpec|NewSpec|Amount|Status|TimelineImpactDays|ApprovedBy
484|135|2022-08-30|Additional Features|Additional Features - Client request|Limited zones|Enhanced system|39493.92|Approved|13|147
485|114|2023-05-29|Add Equipment|Add Equipment - Unforeseen condition|Limited zones|Extended coverage|2097.54|Approved|1|131
486|101|2025-03-04|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Extended coverage|30090.17|Approved|4|142
487|1024|2025-03-24|Upgrade Components|Upgrade Components - Designer specification|Standard components|Extended coverage|33930.19|Pending|0|N/A
488|952|2023-05-04|Add Equipment|Add Equipment - Unforeseen condition|Included materials|Premium components|14569.66|Rejected|0|N/A
489|561|2025-03-10|Add Equipment|Add Equipment - Client request|Basic system|Extended coverage|22169.15|Rejected|0|N/A
490|688|2025-03-07|Upgrade Components|Upgrade Components - Client request|Basic system|Extended coverage|17293.95|Approved|1|16
491|391|2025-04-06|Upgrade Components|Upgrade Components - Designer specification|Basic system|Extended coverage|5830.02|Approved|15|164
492|558|2024-06-24|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Extended coverage|7559.1|Approved|4|61
493|242|2024-09-01|Design Change|Design Change - Designer specification|Included materials|Upgraded materials|25943.92|Pending|0|N/A
494|1057|2022-09-02|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Enhanced system|47696.75|Approved|12|185
495|1023|2021-09-20|Material Substitution|Material Substitution - Technical requirement|Limited zones|Premium components|4533.05|Pending|0|N/A
496|636|2025-01-21|Design Change|Design Change - Designer specification|Included materials|Extended coverage|25077.73|Approved|20|69
497|35|2022-10-09|Material Substitution|Material Substitution - Technical requirement|Included materials|Upgraded materials|11969.8|Approved|15|196
498|349|2024-05-19|Add Equipment|Add Equipment - Technical requirement|Standard components|Premium components|9443.03|Approved|19|124
499|766|2022-11-24|Add Zone Coverage|Add Zone Coverage - Client request|Standard components|Premium components|3549.52|Rejected|0|N/A
500|769|2022-04-09|Design Change|Design Change - Client request|Limited zones|Extended coverage|49817.14|Approved|3|169
501|907|2025-01-28|Material Substitution|Material Substitution - Technical requirement|Included materials|Premium components|46713.58|Approved|1|56
502|232|2024-08-26|Add Equipment|Add Equipment - Unforeseen condition|Basic system|Premium components|9618.86|Approved|3|141
503|179|2024-04-15|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Enhanced system|15974.64|Approved|3|69
504|806|2023-09-18|Upgrade Components|Upgrade Components - Unforeseen condition|Limited zones|Extended coverage|949.38|Pending|0|N/A
505|991|2021-11-21|Material Substitution|Material Substitution - Unforeseen condition|Standard components|Enhanced system|17315.12|Approved|0|131
506|675|2022-08-08|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Enhanced system|5271.8|Approved|20|172
507|538|2022-11-30|Material Substitution|Material Substitution - Client request|Basic system|Premium components|25956.81|Approved|6|124
508|964|2022-07-03|Additional Features|Additional Features - Client request|Standard components|Premium components|12173.78|Rejected|0|N/A
509|139|2023-05-18|Add Equipment|Add Equipment - Technical requirement|Limited zones|Premium components|5527.91|Approved|14|106
510|544|2023-07-07|Additional Programming|Additional Programming - Unforeseen condition|Included materials|Enhanced system|4725.83|Approved|0|169
511|75|2021-12-18|Material Substitution|Material Substitution - Designer specification|Basic system|Enhanced system|9483.6|Approved|10|141
512|138|2023-05-03|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Enhanced system|3909.65|Approved|10|109
513|959|2024-04-02|Additional Features|Additional Features - Unforeseen condition|Included materials|Enhanced system|42096.42|Approved|20|21
514|226|2022-03-03|Material Substitution|Material Substitution - Designer specification|Basic system|Enhanced system|7146.73|Approved|1|125
515|497|2023-05-21|Design Change|Design Change - Unforeseen condition|Included materials|Extended coverage|14075.93|Approved|17|196
516|27|2024-08-17|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Upgraded materials|11019.11|Approved|6|172
517|765|2025-03-24|Design Change|Design Change - Client request|Limited zones|Enhanced system|36981.14|Approved|19|190
518|901|2021-12-26|Upgrade Components|Upgrade Components - Client request|Basic system|Premium components|6575.47|Approved|17|190
519|124|2022-03-30|Add Zone Coverage|Add Zone Coverage - Technical requirement|Limited zones|Upgraded materials|4308.1|Approved|4|56
520|1052|2025-03-30|Upgrade Components|Upgrade Components - Client request|Included materials|Premium components|22185.57|Pending|0|N/A
521|760|2025-04-09|Material Substitution|Material Substitution - Technical requirement|Included materials|Premium components|12222.89|Approved|19|3
522|767|2024-11-20|Material Substitution|Material Substitution - Client request|Basic system|Upgraded materials|4780.78|Approved|1|125
523|407|2022-12-28|Add Zone Coverage|Add Zone Coverage - Technical requirement|Basic system|Upgraded materials|7498.41|Approved|8|21
524|310|2022-09-16|Material Substitution|Material Substitution - Client request|Included materials|Upgraded materials|19137.52|Approved|9|189
525|40|2023-05-05|Add Zone Coverage|Add Zone Coverage - Technical requirement|Included materials|Extended coverage|3596.53|Pending|0|N/A
526|680|2023-07-13|Material Substitution|Material Substitution - Client request|Limited zones|Enhanced system|6093.42|Approved|19|125
527|344|2025-01-13|Add Equipment|Add Equipment - Technical requirement|Standard components|Premium components|26615.64|Approved|6|58
528|661|2022-03-19|Material Substitution|Material Substitution - Technical requirement|Standard components|Enhanced system|4989.66|Approved|11|106
529|870|2024-04-25|Material Substitution|Material Substitution - Client request|Basic system|Upgraded materials|9239.81|Approved|18|169
530|873|2023-12-01|Design Change|Design Change - Designer specification|Basic system|Enhanced system|34073.97|Approved|4|58
531|223|2025-03-24|Add Equipment|Add Equipment - Client request|Basic system|Extended coverage|4939.37|Approved|12|58
532|54|2023-06-19|Additional Programming|Additional Programming - Designer specification|Standard components|Premium components|42223.02|Approved|14|16
533|337|2024-05-12|Additional Programming|Additional Programming - Client request|Included materials|Extended coverage|22117.69|Approved|6|54
534|693|2025-03-21|Upgrade Components|Upgrade Components - Client request|Included materials|Premium components|51893.69|Pending|0|N/A
535|437|2024-11-30|Additional Features|Additional Features - Client request|Standard components|Enhanced system|6331.31|Approved|18|55
536|793|2023-04-17|Design Change|Design Change - Technical requirement|Standard components|Premium components|17160.45|Approved|9|75
537|450|2022-03-02|Material Substitution|Material Substitution - Designer specification|Standard components|Extended coverage|12560.42|Approved|17|124
538|921|2023-05-08|Additional Features|Additional Features - Technical requirement|Standard components|Upgraded materials|10035.3|Approved|3|21
539|110|2024-05-15|Design Change|Design Change - Technical requirement|Standard components|Enhanced system|3419.77|Approved|4|69
540|339|2024-04-13|Additional Programming|Additional Programming - Designer specification|Basic system|Upgraded materials|13649.35|Approved|10|16
541|749|2021-12-06|Design Change|Design Change - Designer specification|Limited zones|Premium components|11783.29|Rejected|0|N/A
542|1161|2024-03-21|Additional Programming|Additional Programming - Client request|Included materials|Upgraded materials|3090.12|Approved|16|124
543|356|2025-01-05|Material Substitution|Material Substitution - Technical requirement|Limited zones|Extended coverage|34082.56|Approved|4|58
544|589|2024-12-28|Material Substitution|Material Substitution - Client request|Included materials|Extended coverage|40742.72|Approved|11|69
545|833|2021-12-07|Material Substitution|Material Substitution - Client request|Basic system|Premium components|1458.3|Approved|15|57
546|809|2023-08-06|Upgrade Components|Upgrade Components - Designer specification|Standard components|Extended coverage|20438.64|Pending|0|N/A
547|738|2025-04-02|Material Substitution|Material Substitution - Technical requirement|Included materials|Enhanced system|4034.92|Pending|0|N/A
548|232|2024-04-02|Additional Programming|Additional Programming - Technical requirement|Included materials|Enhanced system|9027.29|Approved|17|140
549|958|2025-03-02|Additional Features|Additional Features - Designer specification|Standard components|Enhanced system|24662.4|Approved|19|196
550|863|2025-02-10|Additional Features|Additional Features - Unforeseen condition|Basic system|Premium components|6326.68|Approved|14|169
551|904|2024-03-09|Additional Features|Additional Features - Client request|Included materials|Upgraded materials|48050.44|Approved|4|147
552|575|2022-05-23|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Upgraded materials|26508.82|Approved|2|125
553|17|2025-03-07|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Premium components|22582.46|Rejected|0|N/A
554|695|2023-11-01|Design Change|Design Change - Client request|Included materials|Extended coverage|52399.07|Approved|6|189
555|703|2025-04-01|Design Change|Design Change - Client request|Limited zones|Premium components|3458.18|Pending|0|N/A
556|683|2024-04-15|Add Equipment|Add Equipment - Technical requirement|Limited zones|Extended coverage|3739.4|Rejected|0|N/A
557|924|2023-02-13|Design Change|Design Change - Technical requirement|Standard components|Extended coverage|52742.92|Approved|6|55
558|935|2023-09-28|Material Substitution|Material Substitution - Unforeseen condition|Standard components|Premium components|2422.64|Rejected|0|N/A
559|559|2023-10-27|Add Equipment|Add Equipment - Client request|Standard components|Upgraded materials|6682.06|Rejected|0|N/A
560|858|2023-09-02|Additional Programming|Additional Programming - Client request|Basic system|Extended coverage|51956.44|Approved|1|189
561|662|2024-11-01|Additional Features|Additional Features - Designer specification|Basic system|Premium components|27765.41|Approved|20|147
562|1136|2024-04-26|Add Zone Coverage|Add Zone Coverage - Technical requirement|Included materials|Upgraded materials|1502.61|Approved|2|57
563|419|2023-04-14|Add Equipment|Add Equipment - Designer specification|Basic system|Extended coverage|4738.89|Approved|2|140
564|532|2023-04-22|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Enhanced system|18543.99|Approved|2|69
565|277|2023-12-12|Material Substitution|Material Substitution - Unforeseen condition|Standard components|Upgraded materials|12842.56|Approved|7|54
566|779|2021-06-11|Additional Programming|Additional Programming - Designer specification|Included materials|Extended coverage|38912.76|Approved|1|133
567|336|2023-12-05|Add Zone Coverage|Add Zone Coverage - Designer specification|Standard components|Premium components|4751.32|Approved|12|106
568|572|2023-03-19|Add Equipment|Add Equipment - Client request|Included materials|Enhanced system|26297.67|Approved|14|54
569|720|2024-02-09|Upgrade Components|Upgrade Components - Client request|Standard components|Premium components|2179.77|Rejected|0|N/A
570|1028|2021-07-19|Additional Features|Additional Features - Technical requirement|Limited zones|Premium components|31651.1|Pending|0|N/A
571|1056|2022-03-03|Additional Programming|Additional Programming - Unforeseen condition|Standard components|Upgraded materials|3968.73|Approved|15|140
572|1178|2023-08-20|Additional Features|Additional Features - Designer specification|Limited zones|Enhanced system|14097.87|Approved|15|164
573|700|2022-03-05|Upgrade Components|Upgrade Components - Designer specification|Included materials|Premium components|3240.01|Approved|7|190
574|437|2025-01-18|Design Change|Design Change - Client request|Limited zones|Extended coverage|8010.64|Approved|18|106
575|419|2023-02-07|Design Change|Design Change - Technical requirement|Included materials|Upgraded materials|3005.97|Approved|0|196
576|1086|2022-10-22|Upgrade Components|Upgrade Components - Designer specification|Standard components|Enhanced system|3935.01|Approved|6|109
577|616|2025-02-18|Design Change|Design Change - Technical requirement|Included materials|Premium components|4826.82|Approved|9|54
578|1034|2022-01-23|Additional Programming|Additional Programming - Client request|Standard components|Enhanced system|26082.97|Approved|20|16
579|226|2022-01-26|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Upgraded materials|3218.81|Approved|11|189
580|208|2023-09-28|Design Change|Design Change - Client request|Limited zones|Extended coverage|14706.53|Approved|4|125
581|274|2022-07-01|Additional Programming|Additional Programming - Client request|Standard components|Extended coverage|7608.67|Pending|0|N/A
582|1035|2024-11-20|Material Substitution|Material Substitution - Client request|Standard components|Upgraded materials|37358.09|Rejected|0|N/A
583|538|2022-11-26|Design Change|Design Change - Client request|Basic system|Enhanced system|27255.45|Rejected|0|N/A
584|970|2021-11-07|Material Substitution|Material Substitution - Technical requirement|Basic system|Premium components|4210.41|Approved|19|54
585|70|2024-11-21|Additional Programming|Additional Programming - Technical requirement|Included materials|Enhanced system|14821.24|Approved|5|75
586|561|2024-11-20|Design Change|Design Change - Unforeseen condition|Basic system|Upgraded materials|17983.31|Approved|7|21
587|877|2023-11-17|Add Zone Coverage|Add Zone Coverage - Designer specification|Included materials|Enhanced system|31353.28|Approved|1|190
588|957|2021-11-13|Design Change|Design Change - Unforeseen condition|Included materials|Enhanced system|14181.6|Rejected|0|N/A
589|450|2022-03-14|Add Equipment|Add Equipment - Designer specification|Included materials|Upgraded materials|22974.04|Approved|0|9
590|885|2025-03-08|Material Substitution|Material Substitution - Client request|Included materials|Premium components|10232.9|Approved|1|57
591|459|2023-10-10|Additional Features|Additional Features - Technical requirement|Standard components|Extended coverage|18729.13|Pending|0|N/A
592|586|2024-07-21|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Upgraded materials|4386.73|Pending|0|N/A
593|426|2021-11-21|Additional Programming|Additional Programming - Designer specification|Limited zones|Extended coverage|7570.28|Approved|4|75
594|599|2021-03-15|Design Change|Design Change - Unforeseen condition|Standard components|Enhanced system|51245.75|Approved|9|169
595|407|2023-01-14|Material Substitution|Material Substitution - Designer specification|Included materials|Upgraded materials|2792.89|Approved|6|69
596|564|2024-02-10|Design Change|Design Change - Client request|Limited zones|Upgraded materials|4982.16|Approved|18|169
597|846|2023-02-27|Additional Programming|Additional Programming - Client request|Basic system|Premium components|33723.79|Approved|19|61
598|12|2024-11-05|Add Equipment|Add Equipment - Unforeseen condition|Basic system|Premium components|2912.14|Approved|3|142
599|1146|2023-06-12|Design Change|Design Change - Client request|Basic system|Upgraded materials|4243.85|Approved|17|131
600|710|2024-03-09|Design Change|Design Change - Client request|Standard components|Enhanced system|5393.74|Approved|0|75
601|448|2021-06-04|Upgrade Components|Upgrade Components - Unforeseen condition|Basic system|Enhanced system|514.02|Approved|15|69
602|861|2021-11-08|Additional Features|Additional Features - Client request|Limited zones|Premium components|9759.21|Rejected|0|N/A
603|925|2023-06-12|Add Equipment|Add Equipment - Client request|Standard components|Upgraded materials|1032.25|Approved|13|56
604|377|2022-04-27|Add Equipment|Add Equipment - Client request|Standard components|Enhanced system|16519.37|Approved|20|133
605|1082|2021-07-27|Additional Programming|Additional Programming - Client request|Included materials|Upgraded materials|2519.4|Approved|12|133
606|464|2023-08-22|Upgrade Components|Upgrade Components - Designer specification|Included materials|Premium components|1695.05|Approved|20|190
607|424|2025-02-18|Add Equipment|Add Equipment - Client request|Limited zones|Upgraded materials|3567.21|Pending|0|N/A
608|825|2021-09-17|Design Change|Design Change - Unforeseen condition|Limited zones|Enhanced system|1658.05|Approved|16|106
609|737|2022-03-02|Additional Programming|Additional Programming - Designer specification|Standard components|Extended coverage|8897.69|Approved|13|61
610|406|2023-01-17|Upgrade Components|Upgrade Components - Technical requirement|Standard components|Extended coverage|3191.38|Pending|0|N/A
611|1121|2023-10-31|Material Substitution|Material Substitution - Client request|Standard components|Extended coverage|7509.78|Approved|6|116
612|851|2022-05-27|Material Substitution|Material Substitution - Designer specification|Included materials|Premium components|3336.32|Approved|1|125
613|1190|2024-12-27|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Extended coverage|5308.19|Pending|0|N/A
614|175|2024-08-12|Design Change|Design Change - Unforeseen condition|Basic system|Enhanced system|4347.91|Approved|10|58
615|135|2023-07-25|Additional Programming|Additional Programming - Unforeseen condition|Included materials|Premium components|26019.14|Approved|5|3
616|794|2022-07-15|Material Substitution|Material Substitution - Client request|Included materials|Upgraded materials|41950.43|Rejected|0|N/A
617|1199|2021-05-09|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Extended coverage|35621.41|Approved|10|57
618|660|2022-05-29|Upgrade Components|Upgrade Components - Technical requirement|Standard components|Extended coverage|28257.33|Approved|14|69
619|1112|2023-05-17|Add Equipment|Add Equipment - Technical requirement|Standard components|Extended coverage|1332.68|Approved|3|141
620|504|2024-09-11|Upgrade Components|Upgrade Components - Client request|Included materials|Upgraded materials|1935.29|Approved|1|75
621|174|2024-06-29|Additional Features|Additional Features - Technical requirement|Included materials|Extended coverage|23856.34|Approved|19|56
622|693|2025-02-20|Additional Programming|Additional Programming - Technical requirement|Limited zones|Enhanced system|36895.59|Approved|18|106
623|104|2023-10-20|Add Equipment|Add Equipment - Client request|Included materials|Upgraded materials|8621.93|Rejected|0|N/A
624|975|2022-01-12|Upgrade Components|Upgrade Components - Client request|Basic system|Premium components|12444.29|Rejected|0|N/A
625|730|2022-05-07|Add Equipment|Add Equipment - Technical requirement|Limited zones|Upgraded materials|22823.15|Approved|5|196
626|138|2023-03-05|Additional Features|Additional Features - Client request|Basic system|Upgraded materials|38027.2|Approved|15|147
627|50|2022-06-08|Add Zone Coverage|Add Zone Coverage - Technical requirement|Limited zones|Enhanced system|5898.31|Approved|6|189
629|197|2021-09-25|Upgrade Components|Upgrade Components - Unforeseen condition|Basic system|Enhanced system|7996.76|Rejected|0|N/A
630|1085|2025-03-31|Additional Features|Additional Features - Client request|Included materials|Premium components|47203.5|Approved|15|58
631|1196|2021-06-16|Upgrade Components|Upgrade Components - Designer specification|Included materials|Upgraded materials|2521.56|Approved|4|57
632|247|2023-05-16|Additional Features|Additional Features - Unforeseen condition|Limited zones|Enhanced system|3021.9|Approved|1|16
633|476|2024-08-12|Material Substitution|Material Substitution - Designer specification|Standard components|Upgraded materials|33100.98|Approved|0|61
634|175|2024-10-13|Additional Programming|Additional Programming - Client request|Limited zones|Premium components|3940.2|Approved|10|16
635|990|2021-05-22|Additional Features|Additional Features - Unforeseen condition|Limited zones|Upgraded materials|7625.38|Approved|10|56
636|409|2023-03-06|Add Equipment|Add Equipment - Unforeseen condition|Standard components|Extended coverage|19834.78|Approved|15|56
637|1050|2025-03-05|Add Equipment|Add Equipment - Technical requirement|Included materials|Enhanced system|12026.78|Approved|2|125
638|1098|2024-08-12|Design Change|Design Change - Technical requirement|Included materials|Enhanced system|15564.33|Approved|2|57
639|281|2023-08-02|Upgrade Components|Upgrade Components - Client request|Included materials|Extended coverage|19304.87|Approved|11|190
640|333|2022-04-23|Additional Programming|Additional Programming - Designer specification|Included materials|Enhanced system|2837.54|Approved|3|133
641|330|2025-04-09|Upgrade Components|Upgrade Components - Technical requirement|Standard components|Upgraded materials|27793.55|Approved|8|57
642|156|2021-02-08|Design Change|Design Change - Unforeseen condition|Limited zones|Enhanced system|18006.7|Approved|6|69
643|695|2023-09-05|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Premium components|23905.76|Approved|16|56
644|1092|2025-03-23|Additional Programming|Additional Programming - Technical requirement|Standard components|Extended coverage|11146.19|Approved|2|196
645|485|2025-04-03|Additional Features|Additional Features - Designer specification|Included materials|Upgraded materials|32489.14|Pending|0|N/A
646|303|2021-12-29|Add Equipment|Add Equipment - Technical requirement|Limited zones|Enhanced system|14346.82|Approved|14|196
647|894|2025-01-26|Additional Features|Additional Features - Designer specification|Limited zones|Premium components|2817.45|Approved|9|69
648|231|2023-03-22|Add Zone Coverage|Add Zone Coverage - Designer specification|Standard components|Enhanced system|23307.78|Approved|2|21
649|1141|2021-04-22|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Premium components|9800.21|Approved|14|133
650|799|2022-12-10|Additional Features|Additional Features - Designer specification|Included materials|Premium components|12973.42|Approved|4|142
651|1124|2023-02-02|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Extended coverage|10486.56|Pending|0|N/A
652|891|2021-11-01|Add Equipment|Add Equipment - Designer specification|Included materials|Enhanced system|10257.53|Approved|1|169
653|315|2024-01-10|Additional Features|Additional Features - Designer specification|Limited zones|Extended coverage|38740.92|Approved|12|3
654|420|2023-01-13|Additional Programming|Additional Programming - Client request|Standard components|Upgraded materials|10432.05|Approved|3|125
655|147|2021-06-13|Upgrade Components|Upgrade Components - Technical requirement|Included materials|Premium components|29473.93|Rejected|0|N/A
656|800|2022-02-16|Additional Features|Additional Features - Technical requirement|Basic system|Enhanced system|17062.26|Rejected|0|N/A
657|242|2024-01-06|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Upgraded materials|12252.17|Approved|14|196
658|495|2021-10-01|Material Substitution|Material Substitution - Client request|Basic system|Premium components|30035.26|Rejected|0|N/A
659|364|2023-07-08|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Upgraded materials|27703.31|Pending|0|N/A
660|467|2024-11-25|Add Equipment|Add Equipment - Unforeseen condition|Basic system|Premium components|8396.44|Pending|0|N/A
661|860|2023-07-15|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Upgraded materials|22555.08|Approved|17|185
662|528|2022-09-21|Additional Features|Additional Features - Designer specification|Limited zones|Extended coverage|10377.57|Approved|3|56
663|727|2022-03-09|Add Equipment|Add Equipment - Designer specification|Basic system|Extended coverage|19771.18|Approved|0|142
664|311|2024-10-20|Upgrade Components|Upgrade Components - Technical requirement|Standard components|Extended coverage|25683.84|Rejected|0|N/A
665|342|2023-08-04|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Enhanced system|6454.1|Pending|0|N/A
666|370|2022-03-01|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Premium components|4552.65|Approved|17|106
667|1082|2021-08-11|Design Change|Design Change - Technical requirement|Basic system|Premium components|1670.07|Approved|14|109
668|1012|2024-08-27|Additional Features|Additional Features - Designer specification|Limited zones|Upgraded materials|10039.82|Approved|20|69
669|902|2023-11-02|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Upgraded materials|4232.88|Approved|20|54
670|445|2024-10-02|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Upgraded materials|34077.85|Approved|16|133
671|249|2022-10-19|Design Change|Design Change - Technical requirement|Included materials|Extended coverage|17562.97|Approved|20|16
672|1180|2025-03-31|Upgrade Components|Upgrade Components - Client request|Limited zones|Premium components|36387.05|Pending|0|N/A
673|810|2024-10-25|Additional Programming|Additional Programming - Technical requirement|Standard components|Enhanced system|18845.56|Approved|13|3
674|1198|2022-03-02|Material Substitution|Material Substitution - Technical requirement|Standard components|Premium components|1551.98|Approved|5|125
675|339|2024-04-23|Additional Programming|Additional Programming - Technical requirement|Included materials|Premium components|10276.98|Approved|7|56
676|662|2024-08-13|Design Change|Design Change - Designer specification|Limited zones|Upgraded materials|15999.48|Approved|18|142
677|910|2025-02-04|Additional Programming|Additional Programming - Designer specification|Limited zones|Premium components|15211.58|Rejected|0|N/A
678|193|2023-12-19|Design Change|Design Change - Designer specification|Standard components|Enhanced system|8213.77|Approved|8|169
679|828|2024-12-27|Add Equipment|Add Equipment - Client request|Limited zones|Upgraded materials|28989.5|Approved|19|109
682|1064|2025-03-26|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Upgraded materials|10941.08|Approved|8|133
683|1149|2022-02-25|Additional Features|Additional Features - Designer specification|Included materials|Enhanced system|10199.75|Approved|1|172
684|109|2023-06-19|Design Change|Design Change - Client request|Limited zones|Upgraded materials|3064.71|Approved|11|141
685|1141|2021-04-10|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Standard components|Enhanced system|26873.5|Approved|19|142
686|219|2023-09-28|Material Substitution|Material Substitution - Technical requirement|Basic system|Enhanced system|16967.95|Approved|16|125
687|183|2025-02-28|Upgrade Components|Upgrade Components - Client request|Standard components|Upgraded materials|7019.25|Approved|7|140
688|21|2024-08-14|Design Change|Design Change - Client request|Limited zones|Extended coverage|5932.74|Approved|12|56
689|287|2023-01-06|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Extended coverage|39823.32|Rejected|0|N/A
690|250|2022-01-10|Design Change|Design Change - Designer specification|Basic system|Extended coverage|6069.26|Approved|10|3
691|911|2025-03-20|Material Substitution|Material Substitution - Technical requirement|Included materials|Extended coverage|15181.06|Approved|2|172
692|371|2024-12-12|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Upgraded materials|854.18|Approved|14|164
693|900|2024-07-07|Add Equipment|Add Equipment - Technical requirement|Basic system|Premium components|18482.11|Approved|9|142
694|638|2024-09-03|Add Zone Coverage|Add Zone Coverage - Designer specification|Included materials|Extended coverage|22508.69|Approved|2|116
695|437|2025-03-20|Upgrade Components|Upgrade Components - Client request|Included materials|Upgraded materials|2641.54|Approved|16|164
696|480|2025-03-05|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Premium components|7775.73|Approved|7|16
697|281|2023-08-20|Design Change|Design Change - Client request|Limited zones|Upgraded materials|21217.23|Approved|15|169
698|982|2024-11-06|Additional Features|Additional Features - Designer specification|Included materials|Upgraded materials|47294.27|Approved|12|21
699|745|2023-02-27|Additional Programming|Additional Programming - Technical requirement|Standard components|Enhanced system|8564.64|Approved|12|21
700|660|2022-06-30|Additional Programming|Additional Programming - Technical requirement|Standard components|Premium components|10135.01|Approved|19|147
701|1082|2021-07-18|Additional Programming|Additional Programming - Designer specification|Limited zones|Premium components|2493.77|Approved|3|196
702|63|2025-01-25|Design Change|Design Change - Designer specification|Basic system|Extended coverage|33561.34|Approved|14|185
703|997|2024-04-04|Material Substitution|Material Substitution - Technical requirement|Basic system|Premium components|5501.99|Approved|6|164
704|1073|2024-06-08|Upgrade Components|Upgrade Components - Designer specification|Included materials|Extended coverage|11450.37|Approved|4|131
705|885|2025-03-13|Additional Features|Additional Features - Unforeseen condition|Basic system|Enhanced system|8496.16|Rejected|0|N/A
706|399|2025-01-09|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Premium components|13827.36|Approved|12|164
707|550|2023-01-28|Material Substitution|Material Substitution - Client request|Standard components|Upgraded materials|7933.85|Pending|0|N/A
708|274|2022-05-19|Add Zone Coverage|Add Zone Coverage - Client request|Standard components|Extended coverage|4569.99|Approved|3|109
709|762|2024-11-06|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Premium components|22786.59|Approved|16|54
710|913|2023-05-23|Design Change|Design Change - Unforeseen condition|Included materials|Upgraded materials|2586.25|Approved|14|190
711|1116|2023-08-25|Material Substitution|Material Substitution - Client request|Standard components|Premium components|4604.02|Approved|7|196
712|251|2021-04-06|Material Substitution|Material Substitution - Client request|Limited zones|Extended coverage|11242.7|Approved|20|185
713|389|2022-10-28|Upgrade Components|Upgrade Components - Client request|Limited zones|Premium components|40727.72|Approved|15|56
714|40|2023-08-03|Add Equipment|Add Equipment - Designer specification|Included materials|Premium components|2497.83|Pending|0|N/A
715|576|2025-02-15|Design Change|Design Change - Technical requirement|Limited zones|Upgraded materials|3927.1|Approved|2|58
716|1043|2024-01-23|Design Change|Design Change - Designer specification|Basic system|Extended coverage|33864.24|Approved|2|140
717|975|2022-02-08|Add Equipment|Add Equipment - Client request|Limited zones|Enhanced system|3958.69|Approved|3|21
718|789|2024-01-27|Add Zone Coverage|Add Zone Coverage - Technical requirement|Included materials|Premium components|7259.67|Approved|15|147
719|1171|2021-09-13|Upgrade Components|Upgrade Components - Unforeseen condition|Included materials|Upgraded materials|32359.26|Approved|4|54
720|73|2024-10-31|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Upgraded materials|9549.79|Approved|1|57
721|498|2022-04-28|Upgrade Components|Upgrade Components - Designer specification|Standard components|Extended coverage|5571.77|Approved|2|54
722|288|2024-03-05|Upgrade Components|Upgrade Components - Client request|Limited zones|Enhanced system|49700.39|Rejected|0|N/A
723|668|2023-04-03|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Enhanced system|30199.79|Rejected|0|N/A
724|516|2024-11-28|Upgrade Components|Upgrade Components - Technical requirement|Included materials|Upgraded materials|11413.35|Approved|7|75
725|304|2025-03-01|Additional Programming|Additional Programming - Designer specification|Included materials|Upgraded materials|12274.79|Rejected|0|N/A
726|810|2024-10-24|Additional Programming|Additional Programming - Client request|Included materials|Upgraded materials|27062.34|Approved|4|116
727|961|2024-02-16|Additional Features|Additional Features - Technical requirement|Standard components|Upgraded materials|22963.07|Approved|1|55
728|207|2023-04-13|Add Equipment|Add Equipment - Designer specification|Standard components|Enhanced system|11017.57|Approved|12|142
729|818|2022-04-06|Additional Features|Additional Features - Client request|Basic system|Premium components|16265.71|Approved|14|75
730|585|2025-02-10|Additional Features|Additional Features - Technical requirement|Limited zones|Enhanced system|38553.37|Approved|17|147
