TrainingID|EmployeeID|Name|Type|Provider|StartDate|CompletionDate|HoursRequired|HoursCompleted|Status|Score|Passed|CertificationRenewed
469|143|Troubleshooting Techniques - Savant|Troubleshooting Techniques|Online Platform|2023-05-28|2023-07-18|30|30|Completed|81|Yes|N/A
470|78|Programming Workshop|Programming Workshop|Internal|2020-01-08|2020-01-24|13|13|Completed|93|Yes|N/A
471|188|Sonos Certified Installer Cert|Technical Certification|Industry Association|2021-12-16|2022-02-09|48|48|Completed|82|Yes|Yes
472|41|Safety Training|Safety Training|Consultant|2021-01-16|2021-02-13|9|9|Completed|83|Yes|N/A
473|70|Advanced Installation - RTI|Advanced Installation|CEDIA|2023-01-13|2023-02-20|31|31|Completed|84|Yes|N/A
474|146|RTI Certified Cert|Technical Certification|CEDIA|2021-04-18|TBD|79|6|In Progress|N/A|N/A|N/A
475|24|Product Training|Product Training|Consultant|2021-05-15|2021-06-12|15|15|Completed|80|Yes|N/A
476|150|Financial Acumen - JBL Synthesis|Financial Acumen|Online Platform|2020-03-23|2020-04-13|9|9|Completed|94|Yes|N/A
477|111|Programming Workshop|Programming Workshop|Manufacturer|2020-03-20|2020-05-06|8|8|Completed|72|Yes|N/A
478|23|First Aid/CPR Cert|Technical Certification|Online Platform|2022-02-28|2022-03-03|46|46|Completed|87|Yes|Yes
479|115|Advanced Installation - Marantz|Advanced Installation|Online Platform|2021-04-07|TBD|38|35|In Progress|N/A|N/A|N/A
480|1|Josh.ai Certified Cert|Technical Certification|Online Platform|2023-08-06|2023-08-21|60|60|Completed|N/A|N/A|No
481|49|Product Training|Product Training|Manufacturer|2022-06-22|2022-07-15|40|40|Completed|72|Yes|N/A
482|69|Project Management - Paradigm|Project Management|CEDIA|2020-07-18|2020-08-29|24|24|Completed|N/A|N/A|N/A
483|85|Product Training - Lutron|Product Training|CEDIA|2024-06-21|2024-07-31|30|30|Completed|95|Yes|N/A
484|192|Safety Training - Anthem|Safety Training|CEDIA|2021-10-28|2021-12-17|30|30|Completed|N/A|N/A|N/A
485|43|Advanced Installation|Advanced Installation|Online Platform|2023-07-08|2023-07-14|35|35|Completed|86|Yes|N/A
486|154|Product Training|Product Training|Consultant|2024-02-15|2024-03-08|22|22|Completed|83|Yes|N/A
487|56|Sales Training - Marantz|Sales Training|Online Platform|2022-03-08|TBD|17|9|In Progress|N/A|N/A|N/A
488|52|Client Communication|Client Communication|Manufacturer|2022-07-27|2022-08-06|35|35|Completed|70|Yes|N/A
489|131|Client Communication|Client Communication|Manufacturer|2021-02-09|TBD|12|7|In Progress|N/A|N/A|N/A
490|82|Sales Training|Sales Training|Industry Association|2025-02-01|2025-02-23|14|14|Completed|86|Yes|N/A
491|5|Safety Training|Safety Training|Industry Association|2023-02-05|2023-03-25|17|17|Completed|79|Yes|N/A
492|138|Troubleshooting Techniques - Cisco Meraki|Troubleshooting Techniques|Online Platform|2020-08-04|2020-08-27|36|36|Completed|84|Yes|N/A
493|87|Josh.ai Certified Cert|Technical Certification|Internal|2023-03-26|TBD|76|26|Did Not Complete|N/A|No|N/A
494|140|Client Communication|Client Communication|Manufacturer|2023-03-19|2023-04-07|22|22|Completed|86|Yes|N/A
495|106|Leadership Workshop|Leadership Workshop|Online Platform|2023-06-28|2023-08-23|16|16|Completed|86|Yes|N/A
496|162|Project Management - Axis|Project Management|Internal|2021-05-02|2021-06-13|7|7|Completed|N/A|N/A|N/A
497|61|Sales Training|Sales Training|Online Platform|2022-03-20|2022-05-17|34|34|Completed|N/A|N/A|N/A
498|196|Financial Acumen|Financial Acumen|Consultant|2021-09-28|TBD|36|19|In Progress|N/A|N/A|N/A
499|52|Client Communication - Dynaudio|Client Communication|Online Platform|2021-10-12|2021-10-16|26|26|Completed|81|Yes|N/A
500|111|Electrical Administrator Cert|Technical Certification|CEDIA|2021-08-18|2021-09-18|60|60|Completed|68|No|Yes
501|85|Advanced Installation - Axis|Advanced Installation|Manufacturer|2021-02-21|2021-03-17|27|27|Completed|81|Yes|N/A
502|175|InfoComm CTS Cert|Technical Certification|Consultant|2024-01-26|2024-02-22|67|67|Completed|97|Yes|Yes
503|89|Low Voltage License Cert|Technical Certification|Manufacturer|2021-11-23|2021-12-21|38|38|Completed|97|Yes|No
504|8|Safety Training|Safety Training|Online Platform|2023-09-18|2023-10-26|8|8|Completed|69|No|N/A
505|188|Manufacturer Update|Manufacturer Update|Online Platform|2022-04-15|TBD|34|31|In Progress|N/A|N/A|N/A
506|172|Financial Acumen|Financial Acumen|Manufacturer|2024-12-13|2025-01-22|7|7|Completed|96|Yes|N/A
507|20|Project Management - Stewart Filmscreen|Project Management|Consultant|2024-09-07|2024-11-03|22|22|Completed|98|Yes|N/A
508|67|Safety Training|Safety Training|CEDIA|2023-05-03|2023-05-06|31|31|Completed|100|Yes|N/A
509|150|Sales Training|Sales Training|CEDIA|2023-03-31|2023-05-06|24|24|Completed|89|Yes|N/A
510|32|Advanced Installation - Dynaudio|Advanced Installation|Internal|2022-07-27|2022-08-12|22|22|Completed|88|Yes|N/A
511|4|Product Training - Ubiquiti|Product Training|Consultant|2023-05-29|2023-07-26|40|40|Completed|75|Yes|N/A
512|55|Sales Training - Kaleidescape|Sales Training|Manufacturer|2023-03-12|2023-04-01|22|22|Completed|77|Yes|N/A
513|95|Safety Training|Safety Training|Industry Association|2024-03-05|2024-04-19|34|34|Completed|70|Yes|N/A
514|146|Dante Level 3 Certified Cert|Technical Certification|Online Platform|2020-01-29|2020-02-17|40|40|Completed|99|Yes|Yes
515|66|Advanced Installation|Advanced Installation|Manufacturer|2022-03-17|TBD|21|2|Did Not Complete|N/A|No|N/A
516|119|Troubleshooting Techniques|Troubleshooting Techniques|Manufacturer|2021-12-06|2022-01-25|38|38|Completed|92|Yes|N/A
517|156|Advanced Installation|Advanced Installation|Internal|2020-12-12|2021-02-02|35|35|Completed|87|Yes|N/A
518|37|Safety Training|Safety Training|Consultant|2023-12-27|2024-01-14|26|26|Completed|91|Yes|N/A
519|17|Safety Training|Safety Training|CEDIA|2024-01-21|2024-03-01|33|33|Completed|71|Yes|N/A
520|115|Troubleshooting Techniques|Troubleshooting Techniques|Industry Association|2023-04-03|2023-05-12|31|31|Completed|81|Yes|N/A
521|58|Leadership Workshop - Sonos|Leadership Workshop|Internal|2024-03-11|2024-04-16|21|21|Completed|89|Yes|N/A
522|160|Lutron Certified Installer Cert|Technical Certification|Industry Association|2021-04-29|2021-06-03|44|44|Completed|69|No|No
523|157|Safety Training - Anthem|Safety Training|Industry Association|2024-10-15|2024-11-12|31|31|Completed|86|Yes|N/A
524|104|Programming Workshop|Programming Workshop|Manufacturer|2023-06-14|2023-06-25|30|30|Completed|91|Yes|N/A
525|113|Safety Training|Safety Training|Industry Association|2022-08-20|TBD|4|2|In Progress|N/A|N/A|N/A
526|133|Sales Training - Sony Professional|Sales Training|Manufacturer|2021-05-06|2021-05-28|34|34|Completed|81|Yes|N/A
527|42|Troubleshooting Techniques|Troubleshooting Techniques|Online Platform|2021-01-03|2021-02-17|17|17|Completed|98|Yes|N/A
528|146|System Architecture - Savant|System Architecture|CEDIA|2023-06-02|2023-07-26|20|20|Completed|90|Yes|N/A
529|126|Product Training|Product Training|Online Platform|2022-05-27|2022-07-07|15|15|Completed|88|Yes|N/A
530|87|Product Training - Lutron|Product Training|CEDIA|2022-09-24|2022-11-17|30|30|Completed|80|Yes|N/A
531|66|Product Training|Product Training|Internal|2024-05-03|TBD|29|4|In Progress|N/A|N/A|N/A
532|113|Troubleshooting Techniques - Meridian|Troubleshooting Techniques|Industry Association|2021-01-05|2021-02-16|18|18|Completed|69|No|N/A
533|191|Financial Acumen - Anthem|Financial Acumen|Consultant|2020-03-31|2020-04-26|13|13|Completed|87|Yes|N/A
534|34|Advanced Installation - Axis|Advanced Installation|Consultant|2024-02-24|TBD|5|1|In Progress|N/A|N/A|N/A
535|54|Sales Training|Sales Training|Industry Association|2022-06-12|2022-07-21|20|20|Completed|78|Yes|N/A
536|90|Vantage Lighting Certified Cert|Technical Certification|Industry Association|2020-07-28|2020-08-10|29|29|Completed|98|Yes|Yes
537|163|Lutron Certified Installer Cert|Technical Certification|Manufacturer|2024-02-25|2024-04-11|26|26|Completed|96|Yes|Yes
538|49|Programming Workshop|Programming Workshop|Industry Association|2022-04-16|2022-05-21|16|16|Completed|97|Yes|N/A
539|146|Lutron Certified Installer Cert|Technical Certification|Internal|2024-04-28|2024-06-24|28|28|Completed|N/A|N/A|No
540|26|Programming Workshop|Programming Workshop|Online Platform|2023-11-10|2023-12-30|20|20|Completed|70|Yes|N/A
541|73|Troubleshooting Techniques - Sony Professional|Troubleshooting Techniques|Industry Association|2024-08-27|2024-09-19|31|31|Completed|66|No|N/A
542|106|Sales Training|Sales Training|CEDIA|2023-09-09|2023-11-04|39|39|Completed|80|Yes|N/A
543|72|HAA Level II Cert|Technical Certification|CEDIA|2021-10-12|2021-10-31|22|22|Completed|91|Yes|No
544|128|Troubleshooting Techniques|Troubleshooting Techniques|Consultant|2022-08-31|2022-09-20|34|34|Completed|81|Yes|N/A
545|175|KNX Certified Cert|Technical Certification|Industry Association|2022-09-17|2022-10-10|38|38|Completed|98|Yes|Yes
546|104|Troubleshooting Techniques|Troubleshooting Techniques|CEDIA|2024-10-24|2024-12-19|12|12|Completed|98|Yes|N/A
547|23|Product Training|Product Training|Manufacturer|2021-01-23|2021-02-08|19|19|Completed|92|Yes|N/A
548|1|Troubleshooting Techniques|Troubleshooting Techniques|Online Platform|2023-02-20|2023-03-07|22|22|Completed|84|Yes|N/A
549|152|Programming Workshop - Marantz|Programming Workshop|Consultant|2023-06-18|2023-07-20|16|16|Completed|N/A|N/A|N/A
550|71|Lutron Certified Installer Cert|Technical Certification|Online Platform|2020-07-18|2020-08-12|55|55|Completed|81|Yes|No
551|89|Advanced Installation|Advanced Installation|Manufacturer|2020-10-28|2020-12-20|17|17|Completed|78|Yes|N/A
552|70|Advanced Installation|Advanced Installation|Industry Association|2023-03-06|2023-03-11|25|25|Completed|98|Yes|N/A
553|63|System Architecture|System Architecture|Manufacturer|2020-11-13|2020-12-15|11|11|Completed|N/A|N/A|N/A
554|68|Dante Level 3 Certified Cert|Technical Certification|Consultant|2021-04-05|TBD|26|14|In Progress|N/A|N/A|N/A
555|26|Product Training - JBL Synthesis|Product Training|Online Platform|2025-01-03|2025-02-08|36|36|Completed|95|Yes|N/A
556|198|Manufacturer Update|Manufacturer Update|Manufacturer|2023-05-07|2023-06-01|36|36|Completed|83|Yes|N/A
557|73|Elan Certified Cert|Technical Certification|Internal|2023-01-05|2023-01-30|80|80|Completed|92|Yes|Yes
558|5|Advanced Installation|Advanced Installation|Online Platform|2024-12-04|2024-12-15|6|6|Completed|N/A|N/A|N/A
559|7|Programming Workshop|Programming Workshop|Manufacturer|2023-08-31|2023-09-29|5|5|Completed|73|Yes|N/A
560|171|Troubleshooting Techniques|Troubleshooting Techniques|Industry Association|2024-07-03|2024-07-11|12|12|Completed|97|Yes|N/A
561|117|Vantage Lighting Certified Cert|Technical Certification|Consultant|2021-08-24|2021-09-09|57|57|Completed|79|Yes|No
562|37|Product Training - Somfy|Product Training|Online Platform|2024-07-28|2024-09-17|38|38|Completed|79|Yes|N/A
563|185|Leadership Workshop|Leadership Workshop|CEDIA|2023-04-02|2023-05-22|29|29|Completed|71|Yes|N/A
564|37|Troubleshooting Techniques|Troubleshooting Techniques|CEDIA|2022-12-21|2023-01-26|40|40|Completed|73|Yes|N/A
565|76|Advanced Installation - Barco|Advanced Installation|Industry Association|2020-06-25|2020-07-15|34|34|Completed|89|Yes|N/A
566|14|Programming Workshop|Programming Workshop|Industry Association|2024-05-24|2024-05-25|6|6|Completed|N/A|N/A|N/A
567|23|Product Training|Product Training|Manufacturer|2024-04-19|2024-06-01|24|24|Completed|72|Yes|N/A
568|11|Sonos Certified Installer Cert|Technical Certification|Internal|2021-09-20|2021-10-15|77|77|Completed|77|Yes|No
569|134|Advanced Installation|Advanced Installation|CEDIA|2021-11-07|2021-11-12|22|22|Completed|91|Yes|N/A
570|109|Project Management - Elan|Project Management|Consultant|2022-01-02|2022-02-12|39|39|Completed|70|Yes|N/A
571|93|Product Training|Product Training|Internal|2020-03-03|2020-04-13|10|10|Completed|66|No|N/A
572|88|Product Training - Lutron|Product Training|Consultant|2020-12-25|TBD|40|37|In Progress|N/A|N/A|N/A
573|18|Product Training|Product Training|Internal|2024-08-24|2024-09-13|34|34|Completed|94|Yes|N/A
574|159|Safety Training - NAD|Safety Training|Industry Association|2024-11-13|2024-11-28|10|10|Completed|N/A|N/A|N/A
575|17|Programming Workshop|Programming Workshop|Internal|2021-10-18|2021-12-05|32|32|Completed|69|No|N/A
576|70|RTI Certified Cert|Technical Certification|Manufacturer|2024-04-24|2024-05-24|59|59|Completed|N/A|N/A|No
577|141|Financial Acumen - RTI|Financial Acumen|Industry Association|2024-04-07|2024-05-28|18|18|Completed|85|Yes|N/A
578|153|Programming Workshop - Marantz|Programming Workshop|Manufacturer|2023-02-23|2023-03-19|18|18|Completed|80|Yes|N/A
579|169|Client Communication - Kaleidescape|Client Communication|Manufacturer|2024-03-27|TBD|28|10|Did Not Complete|N/A|No|N/A
580|179|New Technology Seminar - Paradigm|New Technology Seminar|CEDIA|2023-11-26|2023-12-25|15|15|Completed|99|Yes|N/A
581|126|Advanced Installation - Lutron|Advanced Installation|Consultant|2020-08-26|2020-10-05|39|39|Completed|98|Yes|N/A
582|34|Product Training|Product Training|Online Platform|2023-09-28|TBD|4|2|In Progress|N/A|N/A|N/A
583|116|Sales Training|Sales Training|Manufacturer|2020-02-07|2020-02-26|17|17|Completed|91|Yes|N/A
584|44|Programming Workshop|Programming Workshop|Online Platform|2024-08-17|TBD|36|32|In Progress|N/A|N/A|N/A
585|1|Product Training|Product Training|CEDIA|2020-12-08|2020-12-09|16|16|Completed|N/A|N/A|N/A
586|9|Client Communication - Elan|Client Communication|Consultant|2020-05-03|TBD|17|6|In Progress|N/A|N/A|N/A
587|130|Sales Training - Epson Pro Cinema|Sales Training|Manufacturer|2023-01-03|2023-02-15|29|29|Completed|75|Yes|N/A
588|126|Electrical Administrator Cert|Technical Certification|Consultant|2022-09-26|2022-11-25|71|71|Completed|96|Yes|Yes
589|101|Safety Training|Safety Training|Consultant|2020-03-27|2020-04-18|20|20|Completed|66|No|N/A
590|22|Advanced Installation|Advanced Installation|Consultant|2021-07-15|2021-08-11|17|17|Completed|68|No|N/A
591|75|Sales Training|Sales Training|Manufacturer|2023-03-28|2023-04-11|21|21|Completed|68|No|N/A
592|32|Product Training - Meridian|Product Training|Consultant|2021-12-11|2022-01-02|31|31|Completed|82|Yes|N/A
593|122|Troubleshooting Techniques|Troubleshooting Techniques|Industry Association|2024-01-13|TBD|35|30|In Progress|N/A|N/A|N/A
594|113|Product Training|Product Training|Manufacturer|2021-01-26|2021-02-13|17|17|Completed|71|Yes|N/A
595|160|Safety Training - Somfy|Safety Training|Online Platform|2023-05-21|2023-06-18|35|35|Completed|70|Yes|N/A
596|90|Troubleshooting Techniques - McIntosh|Troubleshooting Techniques|Online Platform|2020-07-12|2020-07-29|40|40|Completed|67|No|N/A
597|5|InfoComm CTS Cert|Technical Certification|Online Platform|2021-11-06|2021-11-09|45|45|Completed|100|Yes|No
598|60|Programming Workshop|Programming Workshop|Online Platform|2020-10-25|2020-12-17|28|28|Completed|92|Yes|N/A
599|26|Product Training|Product Training|CEDIA|2022-03-20|2022-05-12|23|23|Completed|79|Yes|N/A
600|18|KNX Certified Cert|Technical Certification|Consultant|2020-05-01|2020-05-11|26|26|Completed|75|Yes|No
