EntryID|EmployeeID|Date|ServiceCallID|ProjectID|Category|RegularHours|OvertimeHours|TotalHours|Notes
13409|138|2022-07-16|None|381|Programming|5.1|0|5.1|
13410|152|2023-07-21|None|1178|Project Management Task|2.5|0|2.5|
13411|156|2021-09-09|None|None|Sales Support|1.1|0|1.1|
13412|72|2023-01-04|None|1012|Testing|4.0|0|4.0|
13413|96|2024-11-21|None|548|Documentation|0.9|0|0.9|Encountered unexpected issues
13414|39|2022-08-19|None|None|Travel|1.1|0|1.1|
13415|31|2022-01-11|None|991|Programming|4.8|0|4.8|
13416|137|2024-10-11|None|1046|Documentation|0.8|0|0.8|
13417|5|2024-04-12|None|834|Documentation|0.8|0|0.8|
13418|11|2022-03-13|None|609|Testing|3.1|0|3.1|
13419|159|2021-07-23|None|1163|Documentation|0.7|0|0.7|
13420|34|2021-08-14|None|455|Testing|5.9|0|5.9|
13421|181|2022-03-02|None|919|Installation|4.8|0|4.8|
13422|44|2023-05-28|None|423|Client Training|3.7|0|3.7|
13423|119|2021-06-14|None|495|Project Management Task|3.5|0|3.5|
13424|143|2022-01-24|None|951|Installation|6.0|0|6.0|
13425|67|2023-10-08|None|1080|Project Management Task|3.5|0|3.5|
13426|26|2022-11-19|None|322|Programming|3.1|0|3.1|
13427|197|2022-11-22|None|1030|Documentation|1.9|0|1.9|
13428|34|2025-03-14|None|881|Installation|7.6|0|7.6|
13429|199|2023-03-15|None|5|Testing|3.5|0|3.5|Client requested additional work
13430|36|2024-06-18|None|1137|Documentation|1.3|0|1.3|
13431|161|2024-09-01|None|None|Sales Support|1.7|0|1.7|
13432|38|2023-03-15|None|None|Training|0.7|0|0.7|
13433|76|2022-07-13|None|286|Testing|7.2|0|7.2|
13434|1|2025-01-12|None|389|Project Management Task|3.1|0|3.1|
13435|59|2022-12-17|None|1048|Project Management Task|1.4|0|1.4|Client requested additional work
13436|170|2024-05-16|None|902|Client Training|2.8|0|2.8|
13437|104|2023-12-11|None|278|Programming|4.4|0|4.4|
13438|81|2022-11-10|None|280|Project Management Task|3.2|0|3.2|Coordination meeting
13439|5|2023-11-14|1861|None|System Check|2.0|0|2.0|
13440|176|2022-09-09|None|722|Installation|4.3|0|4.3|Coordination meeting
13441|62|2024-10-13|None|191|Client Training|1.1|0|1.1|
13442|47|2025-03-22|None|520|Project Management Task|1.1|0|1.1|
13443|76|2021-09-16|None|None|Travel|1.6|0|1.6|
13444|134|2022-12-30|None|536|Project Management Task|1.6|0|1.6|
13445|161|2022-12-26|None|None|Admin|1.9|0|1.9|
13446|94|2021-04-22|None|779|Testing|4.1|0|4.1|
13447|120|2025-03-31|562|None|Maintenance|1.8|0|1.8|
13448|120|2023-12-18|None|1100|Installation|6.0|0|6.0|
13449|102|2023-07-15|None|836|Installation|3.5|0|3.5|
13450|200|2022-08-04|None|722|Installation|6.4|0|6.4|
13451|98|2023-12-10|None|568|Installation|3.9|0|3.9|
13452|100|2021-04-20|None|1154|Client Training|2.9|0|2.9|
13453|107|2023-08-25|None|None|Admin|1.4|0|1.4|
13454|200|2024-02-03|None|None|Training|0.6|0|0.6|
13455|73|2022-10-22|None|None|Training|0.8|0|0.8|
13456|127|2022-02-10|None|None|Shop Work|0.6|0|0.6|
13457|10|2021-12-16|240|842|Troubleshooting|6.1|0|6.1|
13458|160|2024-08-25|None|None|Sales Support|1.0|0|1.0|
13459|120|2022-12-20|None|931|Programming|6.7|0|6.7|
13460|174|2024-09-28|None|280|Testing|5.4|0|5.4|
13461|94|2023-12-25|None|862|Wiring|4.9|0|4.9|
13462|171|2022-01-20|None|597|Wiring|5.7|0|5.7|
13463|166|2024-03-05|None|451|Documentation|2.0|0|2.0|
13464|71|2021-04-29|None|383|Project Management Task|3.6|0|3.6|
13465|101|2024-11-08|None|854|Programming|8|0|8.0|
13466|62|2024-10-09|None|591|Project Management Task|2.0|0|2.0|
13467|104|2023-04-09|None|940|Installation|7.1|0|7.1|
13468|90|2023-08-03|None|588|Client Training|1.5|0|1.5|
13469|186|2023-01-04|None|451|Testing|5.0|0|5.0|
13470|7|2022-02-04|None|507|Programming|6.7|0|6.7|
13471|7|2021-01-14|None|257|Project Management Task|1.8|0|1.8|
13472|36|2024-02-15|None|1050|Installation|4.4|0|4.4|
13473|31|2023-03-21|None|1124|Programming|6.9|0|6.9|
13474|173|2024-02-09|None|1094|Project Management Task|1.1|0|1.1|
13475|127|2024-10-24|None|1009|Programming|6.8|0|6.8|
13476|91|2023-11-06|None|873|Project Management Task|2.7|0|2.7|
13477|138|2025-04-05|None|129|Documentation|0.9|0|0.9|
13478|152|2023-03-02|None|323|Installation|3.3|0|3.3|
13479|161|2022-05-18|None|None|Internal Meeting|1.1|0|1.1|
13480|73|2024-01-07|None|997|Wiring|6.4|0|6.4|
13481|187|2024-01-11|None|607|Documentation|0.5|0|0.5|
13482|148|2021-08-26|None|292|Wiring|5.8|0|5.8|
13483|138|2021-09-22|None|135|Programming|4.2|0|4.2|
13484|67|2023-10-02|None|835|Wiring|7.4|0|7.4|
13485|167|2022-05-02|None|972|Wiring|6.0|0|6.0|
13486|135|2022-04-03|None|None|Training|1.3|0|1.3|
13487|6|2021-07-01|None|1004|Testing|6.4|0|6.4|
13488|138|2022-07-25|None|1163|Wiring|6.3|0|6.3|
13489|23|2024-05-24|None|961|Testing|3.8|0|3.8|
13490|46|2021-03-17|None|696|Testing|7.6|0|7.6|
13491|104|2023-12-17|None|None|Internal Meeting|1.3|0|1.3|
13492|91|2022-01-14|None|1008|Wiring|3.8|0|3.8|
13493|50|2025-01-25|None|4|Project Management Task|1.9|0|1.9|
13494|8|2022-05-21|None|835|Client Training|2.9|0|2.9|
13495|18|2021-10-28|None|947|Installation|6.2|0|6.2|
13496|114|2023-07-13|None|1031|Wiring|3.1|0|3.1|
13497|89|2021-07-11|None|495|Project Management Task|3.0|0|3.0|
13498|50|2022-08-21|None|312|Installation|4.0|0|4.0|
13499|7|2021-11-22|None|129|Installation|5.3|0|5.3|
13500|83|2023-07-08|None|37|Installation|6.8|0|6.8|
13501|83|2021-02-13|None|238|Client Training|3.9|0|3.9|Coordination meeting
13502|83|2025-01-18|None|280|Documentation|0.7|0|0.7|
13503|67|2024-03-11|None|522|Installation|5.9|0|5.9|
13504|155|2024-03-01|None|1184|Programming|6.2|0|6.2|
13505|48|2022-02-25|None|1170|Installation|7.4|0|7.4|
13506|25|2024-05-23|None|809|Project Management Task|2.6|0|2.6|System testing OK
13507|83|2021-10-29|None|39|Programming|6.6|0|6.6|
13508|67|2022-07-21|None|None|Sales Support|0.8|0|0.8|
13509|157|2023-12-14|None|1103|Project Management Task|2.6|0|2.6|
13510|83|2021-11-01|None|None|Travel|1.2|0|1.2|
13511|95|2022-05-20|None|86|Programming|8|0|8.0|
13512|49|2023-11-09|None|490|Wiring|4.5|0|4.5|
13513|145|2023-04-18|None|514|Installation|6.6|0|6.6|
13514|23|2021-02-16|None|618|Client Training|1.7|0|1.7|
13515|37|2021-03-16|None|1149|Testing|7.9|0|7.9|Completed phase ahead of schedule
13516|153|2022-05-25|None|423|Wiring|7.1|0|7.1|
13517|71|2024-09-13|1920|173|Remote Support|0.7|0|0.7|
13518|41|2022-09-05|None|664|Testing|3.2|0|3.2|
13519|78|2021-03-07|None|None|Admin|2.0|0|2.0|Client requested additional work
13520|92|2024-05-12|None|367|Programming|7.4|0|7.4|Coordination meeting
13521|14|2023-08-26|None|782|Testing|5.7|0|5.7|
13522|187|2021-04-15|None|497|Documentation|0.6|0|0.6|Client requested additional work
13523|180|2021-03-27|None|299|Programming|6.7|0|6.7|
13524|78|2024-04-04|None|887|Testing|4.5|0|4.5|
13525|84|2023-03-06|None|894|Programming|4.2|0|4.2|
13526|60|2021-03-18|None|None|Training|1.8|0|1.8|
13527|157|2023-12-24|None|None|Training|0.9|0|0.9|Encountered unexpected issues
13528|181|2022-01-01|None|95|Programming|3.9|0|3.9|
13529|72|2022-10-01|None|312|Installation|6.3|0|6.3|
13530|62|2023-08-17|None|931|Client Training|3.0|0|3.0|Completed phase ahead of schedule
13531|159|2024-02-21|None|661|Wiring|4.4|0|4.4|
13532|29|2022-12-07|None|177|Client Training|3.7|0|3.7|
13533|89|2023-06-04|None|None|Travel|1.1|0|1.1|
13534|87|2022-02-02|None|629|Project Management Task|1.1|0|1.1|
13535|197|2022-08-31|None|322|Installation|4.1|0|4.1|
13536|36|2024-08-30|None|983|Client Training|2.4|0|2.4|
13537|100|2021-11-29|None|947|Project Management Task|1.6|0|1.6|
13538|87|2021-11-22|None|908|Programming|3.5|0|3.5|
13539|154|2024-08-31|None|1026|Installation|6.6|0|6.6|
13540|43|2021-07-19|None|988|Testing|4.8|0|4.8|
13541|113|2024-07-17|1048|455|Troubleshooting|4.8|0|4.8|
13542|105|2024-02-20|None|1094|Installation|6.6|0|6.6|
13543|157|2021-06-23|None|117|Documentation|1.4|0|1.4|
13544|42|2022-06-21|None|640|Documentation|1.2|0|1.2|
13545|163|2022-03-27|None|358|Wiring|6.8|0|6.8|
13546|113|2024-06-09|None|1105|Documentation|0.9|0|0.9|
13547|59|2024-03-11|None|445|Wiring|3.8|0|3.8|
13548|27|2023-01-21|None|419|Project Management Task|3.3|0|3.3|
13549|6|2023-07-17|None|187|Testing|3.4|0|3.4|
13550|74|2023-05-11|None|231|Client Training|1.9|0|1.9|
13551|114|2022-07-20|None|None|Training|1.6|0|1.6|System testing OK
13552|153|2023-01-31|None|187|Wiring|5.6|0|5.6|
13553|137|2024-12-30|None|39|Project Management Task|3.8|0|3.8|
13554|4|2023-02-20|None|846|Testing|7.7|0|7.7|
13555|6|2024-08-08|None|514|Documentation|1.3|0|1.3|
13556|17|2023-03-10|None|467|Project Management Task|1.3|0|1.3|
13557|10|2021-07-03|None|327|Testing|6.8|0|6.8|
13558|95|2022-01-07|None|507|Installation|6.9|0|6.9|
13559|41|2023-01-20|None|None|Admin|0.7|0|0.7|
13560|34|2022-12-27|None|965|Testing|4.2|0|4.2|
13561|36|2024-04-23|None|451|Programming|7.8|0|7.8|Coordination meeting
13562|199|2021-12-10|None|293|Documentation|1.9|0|1.9|
13563|2|2024-01-31|None|4|Client Training|2.4|0|2.4|
13564|37|2024-08-30|None|8|Documentation|1.9|0|1.9|
13565|37|2022-07-04|None|479|Project Management Task|1.1|0|1.1|
13566|60|2021-04-03|None|619|Project Management Task|1.7|0|1.7|
13567|31|2023-04-22|None|77|Installation|6.4|0|6.4|
13568|122|2023-01-09|None|501|Client Training|2.1|0|2.1|
13569|70|2024-01-14|None|209|Installation|6.4|0|6.4|
13570|122|2023-05-25|None|815|Client Training|1.0|0|1.0|Client requested additional work
13571|46|2025-02-20|1292|54|Remote Support|1.3|0|1.3|
13572|114|2024-08-10|None|659|Programming|6.8|0|6.8|
13573|181|2023-07-13|None|593|Wiring|5.8|0|5.8|
13574|111|2025-04-04|None|486|Project Management Task|2.3|0|2.3|
13575|192|2025-03-28|None|661|Installation|7.4|0|7.4|
13576|38|2022-05-22|None|None|Travel|0.6|0|0.6|Coordination meeting
13577|101|2024-08-15|None|342|Installation|6.5|0|6.5|
13578|161|2021-09-03|None|383|Wiring|7.7|0|7.7|
13579|103|2023-03-22|None|1192|Project Management Task|3.9|0|3.9|
13580|119|2023-01-24|None|None|Shop Work|1.2|0|1.2|
13581|168|2024-04-19|571|395|Maintenance|3.9|0|3.9|
13582|18|2022-08-24|None|592|Wiring|7.6|0|7.6|
13583|53|2023-02-06|None|None|Internal Meeting|1.7|0|1.7|
13584|128|2024-04-12|None|149|Programming|3.0|0|3.0|
13585|167|2023-07-26|None|None|Admin|1.1|0|1.1|
13586|43|2023-03-29|None|269|Project Management Task|2.8|0|2.8|
13587|87|2021-05-13|None|37|Testing|4.8|0|4.8|
13588|66|2024-12-16|None|1047|Documentation|0.8|0|0.8|
13589|50|2021-01-21|None|848|Wiring|7.3|0|7.3|
13590|90|2024-12-19|None|None|Internal Meeting|0.6|0|0.6|
13591|122|2024-09-28|None|1080|Testing|5.5|0|5.5|
13592|62|2024-07-31|None|720|Documentation|1.5|0|1.5|
13593|100|2023-02-03|None|624|Wiring|6.5|0|6.5|
13594|45|2022-10-05|None|358|Wiring|4.0|0|4.0|
13595|93|2023-01-26|None|131|Programming|4.6|0|4.6|Parts pickup
13596|183|2024-10-13|None|1115|Installation|6.3|0|6.3|
13597|167|2021-12-29|None|1008|Project Management Task|1.7|0|1.7|
13598|114|2023-04-29|None|None|Shop Work|1.5|0|1.5|
13599|72|2021-12-14|None|None|Internal Meeting|2.0|0|2.0|
13600|155|2024-02-02|1015|490|Troubleshooting|7.3|0|7.3|
13601|138|2021-09-12|None|508|Project Management Task|3.3|0|3.3|
13602|161|2023-12-15|None|1049|Project Management Task|2.0|0|2.0|
13603|49|2025-01-11|None|None|Sales Support|1.4|0|1.4|
13604|38|2022-03-30|None|None|Admin|1.5|0|1.5|
13605|92|2021-05-30|None|1153|Programming|3.5|0|3.5|
13606|66|2021-05-03|None|23|Project Management Task|2.7|0|2.7|
13607|137|2024-10-05|None|493|Testing|7.9|0|7.9|
13608|148|2023-01-19|None|None|Internal Meeting|0.5|0|0.5|
13609|85|2024-10-04|None|231|Programming|6.0|0|6.0|Client requested additional work
13610|88|2022-11-15|None|166|Testing|7.1|0|7.1|
13611|31|2021-12-04|None|991|Programming|7.6|0|7.6|
13612|38|2024-11-28|None|581|Project Management Task|3.9|0|3.9|Coordination meeting
13613|200|2021-08-14|None|649|Programming|6.6|0|6.6|
13614|167|2024-01-01|None|1012|Project Management Task|3.6|0|3.6|
13615|152|2025-01-06|None|499|Project Management Task|2.3|0|2.3|
13616|134|2021-01-02|None|495|Client Training|2.8|0|2.8|
13617|22|2023-05-05|None|131|Client Training|3.5|0|3.5|
13618|4|2025-04-05|None|373|Wiring|4.0|0|4.0|
13619|115|2024-03-22|None|544|Wiring|4.4|0|4.4|
13620|98|2024-10-20|None|166|Client Training|2.1|0|2.1|Parts pickup
13621|152|2022-05-24|None|520|Client Training|1.2|0|1.2|
13622|170|2021-05-22|None|746|Client Training|3.8|0|3.8|
13623|101|2023-07-17|None|826|Documentation|0.7|0|0.7|
13624|192|2022-02-03|None|1106|Client Training|2.1|0|2.1|
13625|98|2022-10-18|None|237|Programming|4.2|0|4.2|Encountered unexpected issues
13626|94|2021-12-17|None|844|Wiring|3.6|0|3.6|
13627|10|2023-06-01|None|1184|Client Training|1.3|0|1.3|
13628|137|2022-08-12|None|452|Testing|5.6|0|5.6|
13629|5|2023-11-10|None|None|Internal Meeting|1.0|0|1.0|
13630|44|2023-05-07|None|37|Installation|6.7|0|6.7|
13631|62|2021-10-21|None|986|Programming|4.2|0|4.2|
13632|81|2024-11-28|None|1012|Project Management Task|1.6|0|1.6|
13633|118|2023-02-23|None|607|Programming|7.7|0|7.7|
13634|88|2023-04-23|None|698|Documentation|0.9|0|0.9|
13635|104|2024-04-11|249|419|Remote Support|0.5|0|0.5|
13636|42|2022-07-11|None|541|Documentation|1.0|0|1.0|
13637|171|2023-10-03|None|389|Documentation|0.9|0|0.9|
13638|87|2021-01-14|None|172|Client Training|3.1|0|3.1|
13639|122|2025-02-05|None|772|Wiring|5.7|0|5.7|
13640|17|2022-12-05|None|138|Client Training|1.9|0|1.9|
13641|44|2021-06-12|None|1149|Documentation|1.6|0|1.6|
13642|173|2023-10-08|None|548|Documentation|0.7|0|0.7|
13643|60|2024-03-29|None|666|Programming|3.5|0|3.5|
13644|114|2022-04-05|None|1149|Installation|6.2|0|6.2|Encountered unexpected issues
13645|88|2022-10-26|None|916|Testing|6.4|0|6.4|
13646|45|2021-11-01|None|909|Documentation|1.2|0|1.2|
13647|163|2022-12-14|None|676|Testing|7.0|0|7.0|
13648|170|2023-04-23|None|1012|Client Training|1.5|0|1.5|
13649|163|2025-02-09|None|None|Travel|1.8|0|1.8|
13650|163|2023-08-11|None|722|Installation|5.2|0|5.2|
13651|154|2021-10-12|None|None|Training|1.1|0|1.1|Coordination meeting
13652|127|2021-03-16|None|497|Testing|6.9|0|6.9|Encountered unexpected issues
13653|76|2023-07-07|None|342|Client Training|1.8|0|1.8|
13654|60|2022-08-25|None|495|Client Training|3.7|0|3.7|
13655|117|2021-05-08|None|696|Project Management Task|2.3|0|2.3|
13656|187|2021-11-18|None|None|Shop Work|1.2|0|1.2|
13657|74|2025-03-07|None|688|Wiring|3.1|0|3.1|
13658|155|2024-12-14|None|None|Sales Support|1.5|0|1.5|
13659|59|2023-01-04|None|597|Client Training|3.3|0|3.3|
13660|62|2022-04-24|None|83|Client Training|3.3|0|3.3|
13661|1|2022-11-29|None|312|Project Management Task|2.0|0|2.0|
13662|166|2023-03-24|None|None|Shop Work|0.7|0|0.7|
13663|122|2021-09-15|None|293|Project Management Task|2.3|0|2.3|
13664|78|2023-03-08|None|327|Testing|6.2|0|6.2|
13665|90|2022-07-29|None|1071|Wiring|4.3|0|4.3|
13666|6|2022-05-17|None|19|Installation|5.6|0|5.6|
13667|7|2022-07-28|None|None|Admin|1.5|0|1.5|
13668|187|2023-02-22|None|None|Internal Meeting|1.7|0|1.7|System testing OK
13669|183|2022-08-09|None|964|Project Management Task|2.2|0|2.2|
13670|50|2022-08-02|None|242|Installation|3.5|0|3.5|
13671|107|2025-04-09|None|47|Project Management Task|3.9|0|3.9|
13672|101|2023-05-22|None|119|Installation|3.4|0|3.4|Encountered unexpected issues
13673|53|2022-01-23|None|1056|Programming|5.3|0|5.3|
13674|91|2022-06-27|None|690|Documentation|0.9|0|0.9|
13675|182|2023-06-09|None|342|Client Training|2.6|0|2.6|
13676|154|2021-10-26|None|1019|Documentation|1.9|0|1.9|
13677|168|2022-09-27|None|1047|Client Training|1.7|0|1.7|
13678|168|2021-01-27|None|599|Client Training|3.5|0|3.5|
13679|155|2025-02-16|None|836|Documentation|0.9|0|0.9|
13680|160|2021-10-21|None|930|Project Management Task|3.4|0|3.4|
13681|101|2023-10-11|None|None|Travel|1.1|0|1.1|
13682|104|2025-01-11|None|437|Installation|7.0|0|7.0|
13683|120|2023-03-24|None|894|Project Management Task|3.3|0|3.3|
13684|102|2023-10-13|None|None|Internal Meeting|0.7|0|0.7|
13685|183|2025-04-09|None|320|Documentation|1.0|0|1.0|
13686|183|2022-02-19|None|383|Client Training|3.5|0|3.5|
13687|84|2022-11-10|None|965|Testing|4.3|0|4.3|
13688|155|2021-04-07|None|307|Testing|4.2|0|4.2|
13689|80|2021-04-29|None|988|Client Training|1.4|0|1.4|
13690|6|2022-01-17|None|None|Admin|0.7|0|0.7|
13691|65|2023-08-04|None|171|Documentation|1.1|0|1.1|
13692|165|2023-05-07|None|105|Testing|5.4|0|5.4|Coordination meeting
13693|60|2025-01-17|None|394|Testing|3.6|0|3.6|
13694|120|2021-01-25|None|82|Programming|5.7|0|5.7|
13695|85|2024-11-06|None|946|Documentation|1.0|0|1.0|
13696|96|2021-12-20|None|373|Client Training|2.9|0|2.9|
13697|161|2024-09-28|None|306|Wiring|3.0|0|3.0|
13698|128|2021-05-14|None|1028|Wiring|7.7|0|7.7|
13699|200|2024-04-19|None|454|Documentation|1.6|0|1.6|
13700|14|2022-08-06|None|428|Wiring|6.2|0|6.2|
13701|197|2023-08-28|None|445|Wiring|6.9|0|6.9|
13702|50|2022-12-06|None|150|Programming|5.8|0|5.8|
13703|24|2021-10-25|None|197|Project Management Task|3.2|0|3.2|
13704|1|2021-05-05|None|779|Documentation|0.6|0|0.6|
13705|71|2022-11-17|None|1149|Testing|3.2|0|3.2|
13706|144|2025-03-15|None|1118|Client Training|2.9|0|2.9|Parts pickup
13707|200|2022-12-05|None|877|Project Management Task|2.0|0|2.0|
13708|167|2023-09-28|None|195|Testing|7.2|0|7.2|
13709|5|2021-07-07|None|1077|Installation|4.2|0|4.2|
13710|138|2021-03-14|None|599|Documentation|0.8|0|0.8|
13711|194|2024-02-14|None|358|Testing|5.1|0|5.1|
13712|173|2022-04-26|None|1061|Testing|6.3|0|6.3|
13713|126|2022-08-29|None|280|Client Training|2.8|0|2.8|
13714|83|2023-03-14|None|482|Wiring|6.3|0|6.3|
13715|80|2023-10-01|None|278|Project Management Task|1.5|0|1.5|
13716|2|2025-02-28|None|None|Shop Work|1.4|0|1.4|
13717|101|2022-12-28|None|313|Testing|7.4|0|7.4|
13718|168|2022-12-24|None|199|Client Training|1.0|0|1.0|Client requested additional work
13719|59|2022-12-17|None|420|Wiring|7.0|0|7.0|
13720|36|2021-12-18|None|1019|Documentation|1.3|0|1.3|
13721|178|2022-05-30|None|795|Installation|7.4|0|7.4|
13722|200|2022-12-10|None|None|Travel|1.1|0|1.1|
13723|22|2024-01-07|None|1043|Wiring|4.5|0|4.5|
13724|60|2021-04-30|None|1077|Client Training|3.8|0|3.8|
13725|48|2025-02-03|None|642|Documentation|1.8|0|1.8|Coordination meeting
13726|107|2022-04-10|None|231|Installation|7.6|0|7.6|
13727|199|2021-03-28|None|None|Shop Work|1.0|0|1.0|
13728|10|2025-03-18|None|None|Internal Meeting|1.2|0|1.2|Coordination meeting
13729|126|2024-04-22|None|750|Programming|3.4|0|3.4|
13730|37|2022-12-06|None|916|Client Training|3.6|0|3.6|
13731|148|2022-12-03|None|518|Wiring|6.3|0|6.3|
13732|72|2021-08-02|None|960|Project Management Task|1.2|0|1.2|
13733|122|2023-12-14|None|636|Programming|7.4|0|7.4|
13734|48|2021-12-17|None|664|Documentation|1.5|0|1.5|
13735|1|2023-04-15|None|260|Programming|6.4|0|6.4|
13736|38|2022-09-19|None|661|Documentation|1.6|0|1.6|
13737|89|2021-01-08|None|None|Shop Work|2.0|0|2.0|
13738|25|2024-09-30|None|918|Wiring|4.9|0|4.9|
13739|101|2024-10-11|None|931|Project Management Task|3.3|0|3.3|
13740|78|2024-08-22|None|21|Project Management Task|2.9|0|2.9|
13741|22|2021-11-15|None|None|Internal Meeting|1.5|0|1.5|
13742|30|2024-11-08|None|961|Documentation|1.8|0|1.8|
13743|175|2023-12-31|None|316|Wiring|6.1|0|6.1|
13744|22|2022-07-11|None|934|Testing|6.2|0|6.2|
13745|80|2023-11-08|None|280|Project Management Task|1.1|0|1.1|
13746|143|2024-09-23|None|175|Wiring|4.2|0|4.2|
13747|60|2024-08-31|None|785|Installation|5.3|0|5.3|
13748|23|2024-07-22|None|874|Installation|7.2|0|7.2|
13749|173|2024-07-27|None|887|Installation|7.6|0|7.6|
13750|90|2021-02-12|None|156|Project Management Task|3.3|0|3.3|
13751|10|2023-10-11|None|1094|Client Training|2.7|0|2.7|
13752|84|2022-04-25|None|None|Travel|1.9|0|1.9|
13753|23|2023-04-05|None|None|Admin|1.3|0|1.3|
13754|74|2022-08-06|None|795|Documentation|1.8|0|1.8|
13755|192|2023-08-28|None|619|Installation|6.1|0|6.1|
13756|30|2023-11-06|None|225|Installation|4.2|0|4.2|
13757|157|2024-02-06|None|166|Testing|3.4|0|3.4|
13758|2|2021-07-19|None|None|Travel|0.8|0|0.8|
13759|94|2021-12-15|None|1186|Documentation|1.7|0|1.7|
13760|138|2022-12-09|None|710|Project Management Task|3.1|0|3.1|
13761|95|2024-06-21|None|35|Installation|5.9|0|5.9|
13762|178|2021-12-30|None|1008|Testing|6.3|0|6.3|
13763|122|2022-11-14|None|676|Installation|4.2|0|4.2|
13764|173|2023-03-01|None|323|Programming|7.4|0|7.4|
13765|183|2023-05-13|None|877|Programming|3.7|0|3.7|
13766|143|2021-08-03|None|None|Shop Work|0.7|0|0.7|
13767|11|2024-06-13|None|965|Wiring|7.6|0|7.6|
13768|24|2024-10-30|None|605|Documentation|1.9|0|1.9|
13769|126|2024-02-02|None|None|Shop Work|0.8|0|0.8|
13770|49|2023-01-14|None|None|Admin|0.8|0|0.8|
13771|157|2021-05-08|None|902|Programming|5.3|0|5.3|
13772|23|2024-02-15|None|933|Project Management Task|3.5|0|3.5|
13773|148|2022-07-05|None|395|Programming|6.9|0|6.9|System testing OK
13774|29|2024-08-23|None|95|Testing|7.9|0|7.9|
13775|107|2024-12-19|None|703|Testing|4.8|0|4.8|
13776|65|2025-02-12|None|85|Installation|5.9|0|5.9|
13777|148|2023-10-21|None|234|Project Management Task|1.6|0|1.6|
13778|137|2024-09-01|None|73|Installation|6.8|0|6.8|System testing OK
13779|70|2023-05-05|None|646|Documentation|1.7|0|1.7|
13780|117|2022-09-11|None|1061|Documentation|0.8|0|0.8|Encountered unexpected issues
13781|154|2023-07-16|None|455|Client Training|2.8|0|2.8|
13782|181|2023-12-26|None|1041|Installation|7.2|0|7.2|Encountered unexpected issues
13783|135|2024-12-24|None|279|Client Training|3.8|0|3.8|
13784|34|2023-12-27|None|151|Project Management Task|2.0|0|2.0|
13785|39|2024-02-21|None|153|Project Management Task|2.3|0|2.3|
13786|37|2023-12-21|None|196|Programming|7.1|0|7.1|
13787|73|2024-06-22|None|346|Project Management Task|3.5|0|3.5|
13788|157|2022-10-03|None|985|Documentation|0.8|0|0.8|Encountered unexpected issues
13789|32|2021-07-15|None|None|Internal Meeting|1.3|0|1.3|
13790|81|2022-05-22|None|676|Testing|4.0|0|4.0|
13791|6|2023-11-29|None|227|Project Management Task|3.9|0|3.9|
13792|132|2022-11-09|None|177|Client Training|3.2|0|3.2|
13793|85|2023-09-01|None|1182|Client Training|2.6|0|2.6|
13794|65|2021-03-17|None|39|Documentation|1.5|0|1.5|
13795|156|2021-05-06|None|827|Documentation|0.7|0|0.7|
13796|156|2024-11-27|None|1029|Project Management Task|2.6|0|2.6|
13797|10|2024-11-12|None|808|Programming|6.9|0|6.9|
13798|46|2025-01-23|None|506|Documentation|1.0|0|1.0|
13799|197|2021-02-07|None|156|Installation|5.0|0|5.0|
13800|41|2023-02-27|None|347|Installation|3.1|0|3.1|
13801|199|2022-05-30|None|1174|Project Management Task|1.6|0|1.6|
13802|90|2024-01-23|None|289|Documentation|1.5|0|1.5|
13803|1|2021-01-30|None|848|Testing|6.3|0|6.3|
13804|43|2024-07-10|None|556|Client Training|1.5|0|1.5|
13805|19|2023-09-19|None|None|Sales Support|1.5|0|1.5|
13806|127|2021-07-10|None|1048|Client Training|2.2|0|2.2|
13807|128|2021-07-26|None|548|Documentation|1.5|0|1.5|
13808|46|2021-10-12|None|233|Documentation|0.5|0|0.5|
13809|170|2024-11-22|1955|None|Troubleshooting|5.4|0|5.4|
13810|5|2023-11-04|None|741|Wiring|5.2|0|5.2|Completed phase ahead of schedule
13811|115|2025-02-11|None|1026|Client Training|2.1|0|2.1|
13812|174|2022-09-03|None|663|Installation|3.6|0|3.6|
13813|88|2023-04-24|None|146|Project Management Task|1.5|0|1.5|
13814|59|2023-01-03|None|150|Documentation|0.8|0|0.8|
13815|47|2023-05-03|None|445|Wiring|4.2|0|4.2|
13816|100|2025-03-21|None|397|Documentation|1.8|0|1.8|
13817|27|2022-03-29|None|222|Wiring|5.3|0|5.3|
13818|175|2023-10-13|None|867|Client Training|1.6|0|1.6|
13819|145|2023-03-30|None|136|Client Training|1.5|0|1.5|
13820|25|2023-01-14|None|722|Wiring|3.7|0|3.7|
13821|85|2022-12-30|None|166|Installation|7.8|0|7.8|
13822|62|2022-02-06|None|676|Installation|6.7|0|6.7|
13823|171|2021-05-28|None|442|Programming|5.0|0|5.0|
13824|93|2022-07-10|None|1047|Documentation|2.0|0|2.0|
13825|155|2023-07-21|None|997|Project Management Task|3.0|0|3.0|
13826|22|2021-06-12|None|None|Sales Support|1.4|0|1.4|
13827|14|2021-03-24|None|1149|Testing|5.2|0|5.2|
13828|126|2021-01-04|None|495|Installation|3.3|0|3.3|
13829|11|2022-01-22|None|377|Installation|5.3|0|5.3|
13830|144|2022-12-14|None|1192|Wiring|7.3|0|7.3|
13831|97|2023-12-20|None|824|Testing|3.9|0|3.9|Encountered unexpected issues
