ServiceID|CustomerID|ServiceType|RelatedProjectID|TechnicianID|DateStr|StartTime|EndTime|MaterialsCost|LaborHours|LaborCost|TotalCost|BilledAmount|SatisfactionScore|Priority|Resolution|ScheduledDate|ScheduledTime|ActualArrivalTime|ResponseTime|IssueCategory|FirstTimeFixStatus
1868|725|Custom Installation|1018|152|2025-03-02|09:15|10:06|308.17|1.1|87.36|395.53000000000003|865.84|5|Standard|Complete|2025-02-28|16:00|17:15 (Late)|N/A|User Training|Yes
1982|607|System Integration|None|187|2024-09-21|12:45|13:18|0.0|1.3|96.82|96.82|159.93|4|Standard|Complete|2024-09-19|13:00|14:00 (Late)|N/A|Network|Yes
89|3|System Upgrade|None|180|2021-08-07|16:30|17:00|1464.56|1.0|97.3|1561.86|2584.93|5|Standard|Complete|2021-08-07|09:00|09:15|1|Hardware|Yes
1424|217|System Upgrade|None|155|2024-06-05|11:00|14:12|956.57|3.2|314.62|1271.19|1917.76|5|Standard|Complete|2024-06-03|09:00|10:00 (Late)|N/A|Integration|Yes
590|689|Remote Support|248|84|2024-03-31|08:30|09:23|0.0|1.4|119.7|119.7|242.44|5|Standard|Complete|2024-03-31|11:00|11:15|1|Maintenance|No
1634|11|Remote Support|None|156|2021-10-19|13:45|16:42|0.0|3.7|294.26|294.26|583.02|4|Priority|Complete|2021-10-17|12:00|13:00 (Late)|N/A|User Training|Yes
1281|590|Custom Installation|None|166|2022-10-30|11:00|13:47|239.71|2.8|213.22|452.93|780.5|3|Standard|Complete|2022-10-27|11:00|12:15 (Late)|N/A|User Training|Yes
708|262|System Upgrade|None|183|2022-04-17|09:45|13:17|193.12|4.3|561.11|754.23|1249.8|3|Standard|Complete|2022-04-14|13:00|13:30 (Late)|N/A|User Training|Yes
104|327|Design Consultation|170|182|2025-03-10|12:30|13:06|0.0|1.1|59.06|59.06|103.4|4|Standard|Complete|2025-03-07|09:00|09:15 (Late)|N/A|Network|Yes
1217|107|Custom Installation|490|168|2024-09-19|16:45|22:47|1248.2|6.8|896.17|2144.37|3412.4|4|Standard|Complete|2024-09-18|10:00|10:45 (Late)|N/A|Network|Yes
482|482|Troubleshooting|None|91|2022-05-22|14:30|14:48|958.2|0.8|101.73|1059.93|1539.51|4|Standard|Complete|2022-05-22|11:00|11:15|1|Integration|Yes
75|788|Troubleshooting|None|59|2023-09-23|14:30|20:42|645.86|6.7|563.4|1209.26|2055.25|3|Standard|Complete|2023-09-23|11:00|11:00|1|User Training|Yes
486|521|Remote Support|None|103|2024-04-04|09:30|14:24|0.0|5.4|696.82|696.82|1168.51|4|Standard|Complete|2024-04-01|13:00|14:45 (Late)|N/A|Network|Yes
329|204|Troubleshooting|None|49|2024-03-28|15:30|18:06|769.06|3.1|247.75|1016.81|1945.97|4|Standard|Complete|2024-03-26|08:00|08:00 (Late)|N/A|Network|Yes
1446|607|System Upgrade|707|43|2025-02-13|13:15|17:24|346.43|4.4|319.04|665.47|1361.52|4|Standard|Complete|2025-02-11|12:00|13:15 (Late)|N/A|Configuration|Yes
1643|168|System Upgrade|900|60|2025-03-11|10:45|17:24|1579.66|7.4|748.44|2328.1000000000004|3663.56|3|Standard|Complete|2025-03-11|11:00|11:15|1|Network|Yes
649|207|Troubleshooting|None|88|2023-10-05|12:45|13:06|1644.45|1.1|104.87|1749.3200000000002|3032.55|5|Standard|Complete|2023-10-05|15:00|15:45 (Late)|N/A|Hardware|Yes
1744|542|System Integration|151|94|2023-07-23|14:00|15:42|0.0|1.7|137.73|137.73|255.61|3|Standard|Followup Required|2023-07-22|16:00|17:45 (Late)|N/A|User Training|Yes
592|466|Custom Installation|1049|178|2024-09-07|08:45|08:42|1315.13|0.7|54.98|1370.1100000000001|2926.43|5|Emergency|Complete|2024-09-05|16:00|16:30 (Late)|N/A|Hardware|Yes
1007|399|System Integration|508|114|2024-03-13|10:45|12:42|0.0|2.7|172.96|172.96|348.81|3|Standard|Followup Required|2024-03-10|14:00|14:30 (Late)|N/A|Network|Yes
686|99|System Upgrade|804|24|2024-09-26|12:15|13:23|1377.57|1.4|101.46|1479.03|2298.4|5|Standard|Complete|2024-09-26|15:00|15:45 (Late)|N/A|Integration|Yes
1738|564|System Upgrade|None|49|2022-08-31|13:00|15:12|1149.46|2.2|175.82|1325.28|2446.45|5|Standard|Complete|2022-08-29|14:00|14:45 (Late)|N/A|Hardware|Yes
398|248|Custom Installation|1047|14|2022-11-11|12:00|13:42|1055.1|1.7|215.2|1270.3|2513.86|5|Standard|Complete|2022-11-09|12:00|12:30 (Late)|N/A|Maintenance|No
937|753|Troubleshooting|None|90|2025-01-11|09:15|12:17|1407.8|3.3|206.74|1614.54|3330.85|3|Priority|Complete|2025-01-09|16:00|16:45 (Late)|N/A|Hardware|Yes
1918|695|Premium Maintenance|903|114|2023-10-07|14:00|14:54|37.81|0.9|57.65|95.46000000000001|208.98|3|Standard|Complete|2023-10-06|14:00|14:00 (Late)|N/A|Maintenance|Yes
609|435|Premium Maintenance|None|88|2022-01-21|13:15|14:00|61.83|1.0|95.34|157.17000000000002|299.91|3|Emergency|Complete|2022-01-21|16:00|16:00|1|User Training|Yes
1845|289|Custom Installation|1135|37|2023-05-19|09:15|11:00|386.49|2.0|123.28|509.77|827.22|5|Standard|Complete|2023-05-18|13:00|13:45 (Late)|N/A|Integration|Yes
145|277|Remote Support|578|168|2023-03-23|10:45|14:00|0.0|4.0|527.16|527.16|776.97|4|Standard|Complete|2023-03-21|12:00|12:45 (Late)|N/A|Integration|No
1277|249|Design Consultation|758|115|2022-03-02|12:15|18:30|0.0|6.5|551.59|551.59|773.95|5|Standard|Followup Required|2022-02-28|11:00|12:15 (Late)|N/A|User Training|Yes
1177|318|Premium Maintenance|None|93|2022-09-06|08:00|09:30|3.28|1.5|131.43|134.71|217.04|4|Standard|Complete|2022-09-06|16:00|17:00 (Late)|N/A|User Training|Yes
1732|12|Premium Maintenance|None|145|2021-06-04|10:45|10:48|25.31|0.8|50.26|75.57|156.75|4|Standard|Complete|2021-06-02|16:00|16:45 (Late)|N/A|Network|Yes
1445|756|System Upgrade|1200|154|2024-06-15|16:00|18:00|1385.28|2.0|158.58|1543.86|2595.96|4|Standard|Complete|2024-06-13|15:00|16:45 (Late)|N/A|Configuration|Yes
848|781|System Upgrade|None|90|2024-04-21|15:00|19:30|1215.76|4.5|281.93|1497.69|2970.28|3|Standard|Complete|2024-04-21|08:00|09:15 (Late)|N/A|Integration|Yes
971|75|Remote Support|277|41|2023-09-03|13:45|17:30|0.0|4.5|412.83|412.83|657.71|4|Standard|Complete|2023-09-02|16:00|16:45 (Late)|N/A|Network|Yes
861|374|System Upgrade|None|103|2021-07-24|09:00|09:48|1212.23|0.8|103.23|1315.46|2887.45|3|Standard|Complete|2021-07-22|16:00|16:30 (Late)|N/A|Hardware|Yes
1588|23|Troubleshooting|None|103|2024-11-09|11:00|17:17|737.22|6.3|812.95|1550.17|3073.85|5|Standard|Complete|2024-11-07|15:00|16:30 (Late)|N/A|Network|Yes
1193|56|System Upgrade|None|98|2022-04-26|11:45|12:53|599.72|1.9|147.5|747.22|1573.84|4|Priority|Complete|2022-04-26|12:00|12:30 (Late)|N/A|Software|Yes
492|419|System Integration|455|87|2023-06-08|16:15|17:23|0.0|1.4|131.67|131.67|285.48|4|Standard|Complete|2023-06-05|09:00|10:45 (Late)|N/A|Maintenance|Yes
141|79|Remote Support|931|92|2024-02-02|16:30|23:24|0.0|7.4|438.3|438.3|622.15|5|Standard|Complete|2024-01-31|16:00|16:15 (Late)|N/A|User Training|Yes
304|740|System Integration|478|180|2022-05-01|08:30|10:06|0.0|2.1|204.33|204.33|325.87|4|Standard|Complete|2022-04-28|10:00|11:30 (Late)|N/A|Software|Yes
1777|342|Premium Maintenance|813|76|2024-10-01|10:15|11:48|47.66|1.8|89.98|137.64|238.77|4|Standard|Complete|2024-09-28|09:00|09:30 (Late)|N/A|Maintenance|Yes
1727|679|Design Consultation|None|25|2023-09-18|13:45|13:54|0.0|0.9|64.04|64.04|127.4|5|Standard|Followup Required|2023-09-15|13:00|13:00 (Late)|N/A|Configuration|Yes
1549|633|System Integration|None|27|2024-04-18|12:15|14:12|0.0|2.2|214.32|214.32|309.09|5|Standard|Complete|2024-04-18|11:00|11:30 (Late)|N/A|Configuration|Yes
76|599|Premium Maintenance|1025|194|2024-08-27|08:30|10:00|29.34|2.0|133.18|162.52|241.32|4|Standard|Complete|2024-08-25|11:00|12:30 (Late)|N/A|Software|Yes
918|6|Remote Support|None|93|2023-08-28|13:15|13:54|0.0|0.9|78.86|78.86|117.24|5|Priority|Complete|2023-08-25|11:00|11:00 (Late)|N/A|Configuration|Yes
81|418|Premium Maintenance|None|99|2022-10-21|08:45|12:00|97.32|4.0|292.0|389.32|566.44|4|Standard|Complete|2022-10-19|09:00|09:45 (Late)|N/A|User Training|No
56|451|Design Consultation|None|160|2025-01-02|14:45|16:36|0.0|2.6|303.11|303.11|624.13|3|Standard|Complete|2024-12-31|12:00|12:30 (Late)|N/A|Configuration|Yes
1842|34|Custom Installation|None|175|2022-08-23|13:15|19:35|194.23|6.6|539.09|733.32|1496.7|3|Emergency|Complete|2022-08-23|09:00|10:15 (Late)|N/A|Configuration|Yes
32|640|Custom Installation|None|90|2023-01-03|14:00|21:35|270.88|7.6|476.14|747.02|1459.47|5|Standard|Complete|2023-01-01|12:00|12:00 (Late)|N/A|Software|No
96|106|Troubleshooting|514|4|2023-05-04|16:45|21:30|589.08|5.5|653.29|1242.37|2200.63|5|Standard|Complete|2023-05-03|16:00|17:15 (Late)|N/A|Integration|Yes
119|564|Premium Maintenance|None|26|2023-01-19|16:30|17:42|66.55|1.7|189.52|256.07|489.78|3|Standard|Complete|2023-01-18|15:00|16:30 (Late)|N/A|Software|No
1776|239|System Integration|None|31|2021-09-21|11:30|12:11|0.0|1.2|80.11|80.11|161.33|5|Standard|Complete|2021-09-18|09:00|09:15 (Late)|N/A|Maintenance|Yes
1600|762|System Integration|None|98|2021-09-29|12:45|16:05|0.0|4.1|318.28|318.28|653.53|5|Standard|Complete|2021-09-26|10:00|11:00 (Late)|N/A|Maintenance|No
1718|492|Premium Maintenance|None|62|2022-01-25|13:15|15:00|84.82|2.0|146.52|231.34|386.54|3|Emergency|Complete|2022-01-24|13:00|14:45 (Late)|N/A|Hardware|Yes
1933|381|Design Consultation|None|145|2024-09-26|16:00|22:00|0.0|6.0|376.92|376.92|755.97|4|Standard|Complete|2024-09-25|11:00|11:15 (Late)|N/A|Maintenance|Yes
508|362|Remote Support|984|48|2024-10-30|12:45|19:35|0.0|7.6|436.92|436.92|630.72|4|Standard|Followup Required|2024-10-28|08:00|09:45 (Late)|N/A|Integration|Yes
1871|593|System Integration|None|170|2021-05-02|16:00|20:42|0.0|4.7|360.11|360.11|759.41|4|Standard|Followup Required|2021-05-02|09:00|10:00 (Late)|N/A|User Training|Yes
1113|23|Custom Installation|586|103|2025-03-03|12:45|18:30|1057.45|6.5|838.76|1896.21|3428.98|3|Standard|Complete|2025-03-01|08:00|09:30 (Late)|N/A|Maintenance|Yes
1292|377|Design Consultation|54|46|2025-02-20|12:30|13:53|0.0|1.9|136.53|136.53|279.05|3|Standard|Complete|2025-02-20|11:00|12:15 (Late)|N/A|Integration|Yes
155|567|Remote Support|None|19|2021-08-19|16:30|17:00|0.0|1.0|98.6|98.6|212.74|5|Standard|Complete|2021-08-16|13:00|13:45 (Late)|N/A|Hardware|Yes
910|676|Troubleshooting|188|18|2021-11-26|14:00|17:12|116.12|3.2|297.95|414.07|872.2|4|Standard|Complete|2021-11-26|12:00|12:00|1|Network|Yes
629|660|Premium Maintenance|450|65|2024-02-20|10:00|14:47|54.2|4.8|334.18|388.38|806.21|4|Standard|Followup Required|2024-02-20|15:00|16:15 (Late)|N/A|Network|No
526|27|Troubleshooting|None|152|2022-11-30|10:00|11:11|711.6|1.2|95.3|806.9|1757.35|4|Standard|Complete|2022-11-30|16:00|17:45 (Late)|N/A|Software|Yes
177|232|Design Consultation|1029|186|2024-11-12|15:15|15:54|0.0|0.9|110.25|110.25|213.95|4|Standard|Complete|2024-11-12|13:00|13:15|1|Network|Yes
837|163|Remote Support|718|91|2024-12-05|10:15|11:06|0.0|1.1|139.88|139.88|206.39|5|Standard|Complete|2024-12-02|16:00|16:30 (Late)|N/A|Software|Yes
372|344|Custom Installation|None|23|2025-03-25|11:30|12:06|1632.58|1.1|70.74|1703.32|3297.82|3|Standard|Complete|2025-03-23|15:00|16:30 (Late)|N/A|Integration|Yes
1701|544|Troubleshooting|None|5|2023-12-21|13:30|17:12|1166.11|4.2|243.94|1410.05|2569.44|4|Standard|Complete|2023-12-20|08:00|08:30 (Late)|N/A|Configuration|Yes
651|104|Design Consultation|None|50|2022-09-26|13:15|14:06|0.0|1.1|142.22|142.22|274.8|3|Standard|Complete|2022-09-24|09:00|09:45 (Late)|N/A|User Training|Yes
201|245|System Upgrade|None|165|2021-09-11|08:00|11:47|1045.99|3.8|338.12|1384.1100000000001|2043.64|4|Standard|Complete|2021-09-09|12:00|13:00 (Late)|N/A|User Training|Yes
205|770|Premium Maintenance|182|24|2025-03-13|09:30|10:23|106.91|1.4|101.46|208.37|369.42|3|Standard|Complete|2025-03-10|12:00|12:45 (Late)|N/A|Maintenance|Yes
175|148|Design Consultation|None|117|2024-12-17|14:00|15:53|0.0|1.9|187.09|187.09|339.07|4|Standard|Complete|2024-12-16|09:00|09:00 (Late)|N/A|Hardware|Yes
410|155|System Integration|929|103|2024-12-26|08:15|11:47|0.0|3.8|490.35|490.35|942.54|4|Standard|Followup Required|2024-12-26|11:00|11:15|1|Software|Yes
1814|25|Design Consultation|None|66|2024-07-31|16:45|19:42|0.0|3.7|267.58|267.58|445.19|3|Standard|Followup Required|2024-07-30|09:00|10:00 (Late)|N/A|Network|Yes
1764|83|Remote Support|185|76|2024-07-30|09:45|10:48|0.0|1.8|89.98|89.98|168.76|4|Standard|Complete|2024-07-29|09:00|09:00 (Late)|N/A|Network|Yes
236|507|Remote Support|1068|154|2023-07-05|11:15|14:12|0.0|3.2|253.73|253.73|550.39|4|Standard|Complete|2023-07-04|11:00|11:30 (Late)|N/A|Maintenance|Yes
358|193|Design Consultation|None|23|2022-05-21|08:30|11:23|0.0|3.4|218.65|218.65|450.7|5|Standard|Complete|2022-05-18|12:00|12:30 (Late)|N/A|Maintenance|Yes
443|379|Premium Maintenance|246|128|2022-12-06|10:30|12:36|29.79|2.6|158.18|187.97|280.06|4|Standard|Followup Required|2022-12-06|11:00|11:00|1|Configuration|Yes
1228|341|Remote Support|907|41|2022-07-09|15:00|18:17|0.0|3.3|302.74|302.74|499.63|5|Standard|Complete|2022-07-09|11:00|12:00 (Late)|N/A|User Training|Yes
1382|372|Design Consultation|176|94|2024-06-10|11:30|12:06|0.0|1.1|89.12|89.12|164.75|5|Standard|Followup Required|2024-06-08|15:00|15:30 (Late)|N/A|Software|Yes
1383|787|System Upgrade|None|135|2023-01-29|10:00|17:00|892.07|7.0|856.59|1748.66|2705.4|3|Standard|Complete|2023-01-27|12:00|12:45 (Late)|N/A|Maintenance|Yes
1772|327|Remote Support|None|182|2023-08-10|13:15|16:30|0.0|3.5|187.91|187.91|348.82|4|Standard|Followup Required|2023-08-10|13:00|13:00|1|Network|Yes
456|699|Design Consultation|None|48|2025-02-24|13:15|14:30|0.0|1.5|86.23|86.23|170.69|4|Standard|Complete|2025-02-22|15:00|16:15 (Late)|N/A|Software|Yes
342|662|Premium Maintenance|None|171|2022-12-18|15:15|23:18|25.49|8.3|709.4|734.89|1594.66|4|Standard|Complete|2022-12-15|14:00|15:00 (Late)|N/A|Hardware|Yes
1256|497|Remote Support|None|117|2024-04-22|14:15|20:30|0.0|6.5|640.05|640.05|1315.25|5|Standard|Complete|2024-04-20|10:00|11:30 (Late)|N/A|Software|Yes
733|230|Custom Installation|None|30|2024-07-09|16:45|17:42|135.48|1.7|162.98|298.46|538.29|4|Standard|Complete|2024-07-09|10:00|11:15 (Late)|N/A|User Training|Yes
774|586|System Integration|906|18|2024-03-02|11:15|11:30|0.0|0.5|46.55|46.55|83.4|5|Standard|Complete|2024-03-02|10:00|11:30 (Late)|N/A|Hardware|Yes
1232|784|Remote Support|None|99|2021-05-16|09:30|18:48|0.0|9.8|715.4|715.4|1341.71|5|Standard|Complete|2021-05-14|11:00|11:15 (Late)|N/A|Configuration|Yes
1247|721|System Integration|None|60|2021-05-29|11:45|18:54|0.0|7.9|799.01|799.01|1134.49|3|Standard|Complete|2021-05-26|08:00|08:00 (Late)|N/A|Configuration|Yes
1102|618|System Integration|None|100|2023-07-27|11:30|12:36|0.0|1.6|144.66|144.66|208.81|5|Standard|Complete|2023-07-25|12:00|12:45 (Late)|N/A|Network|Yes
902|765|Design Consultation|833|155|2022-04-27|16:45|17:53|0.0|1.9|186.81|186.81|324.48|5|Emergency|Complete|2022-04-26|09:00|09:45 (Late)|N/A|Network|Yes
1863|341|Design Consultation|None|53|2023-07-24|13:15|16:47|0.0|3.8|364.19|364.19|533.04|3|Standard|Complete|2023-07-21|11:00|11:15 (Late)|N/A|Software|Yes
16|415|System Integration|None|168|2021-01-11|08:15|13:17|0.0|5.3|698.49|698.49|1172.89|3|Standard|Complete|2021-01-09|09:00|09:00 (Late)|N/A|Integration|No
924|11|System Integration|None|50|2024-04-27|12:45|15:17|0.0|3.3|426.66|426.66|756.76|5|Standard|Complete|2024-04-25|08:00|09:45 (Late)|N/A|Maintenance|No
239|696|Remote Support|796|53|2025-03-30|11:45|13:17|0.0|2.3|220.43|220.43|432.52|5|Standard|Complete|2025-03-27|09:00|10:15 (Late)|N/A|Software|Yes
1659|15|Troubleshooting|1040|183|2022-08-31|16:00|17:36|771.86|1.6|208.78|980.64|2127.2|4|Standard|Complete|2022-08-28|13:00|13:45 (Late)|N/A|Configuration|Yes
1778|670|Remote Support|100|171|2023-07-28|10:30|11:11|0.0|1.2|102.56|102.56|164.47|5|Standard|Complete|2023-07-26|09:00|10:00 (Late)|N/A|Software|Yes
55|782|System Integration|691|119|2024-07-21|16:15|17:11|0.0|1.2|82.87|82.87|150.41|4|Emergency|Complete|2024-07-21|14:00|15:15 (Late)|N/A|Network|Yes
1660|252|Remote Support|None|156|2024-07-31|09:00|11:42|0.0|2.7|214.73|214.73|319.5|4|Standard|Complete|2024-07-31|09:00|10:15 (Late)|N/A|Integration|Yes
1692|650|Premium Maintenance|None|80|2024-07-19|15:15|16:11|98.63|1.2|81.36|179.99|356.77|4|Standard|Complete|2024-07-16|09:00|09:15 (Late)|N/A|Maintenance|No
133|90|Custom Installation|887|29|2024-06-04|12:30|13:48|742.62|1.8|236.54|979.16|1985.41|4|Priority|Complete|2024-06-01|12:00|13:15 (Late)|N/A|Maintenance|Yes
251|358|System Integration|None|105|2021-09-21|15:00|16:36|0.0|1.6|157.7|157.7|341.12|4|Standard|Complete|2021-09-18|11:00|12:00 (Late)|N/A|Hardware|Yes
1768|767|Design Consultation|None|5|2024-02-08|13:45|14:11|0.0|1.2|69.7|69.7|98.27|5|Standard|Complete|2024-02-08|13:00|14:00 (Late)|N/A|Network|Yes
697|498|Troubleshooting|None|175|2022-03-25|14:45|14:42|1222.33|0.7|57.18|1279.51|2710.13|5|Standard|Complete|2022-03-24|08:00|09:00 (Late)|N/A|Hardware|Yes
943|56|Design Consultation|80|143|2023-09-26|15:45|15:30|0.0|0.5|56.3|56.3|92.64|5|Standard|Followup Required|2023-09-23|13:00|14:15 (Late)|N/A|Configuration|Yes
1765|54|System Integration|674|60|2025-02-01|10:30|14:00|0.0|4.0|404.56|404.56|766.21|4|Standard|Complete|2025-02-01|14:00|15:00 (Late)|N/A|Integration|Yes
680|633|Custom Installation|None|80|2024-05-05|16:45|17:36|1215.75|1.6|108.48|1324.23|2247.94|3|Priority|Complete|2024-05-02|12:00|12:00 (Late)|N/A|Integration|Yes
908|147|System Upgrade|476|197|2025-03-04|11:15|14:06|216.94|3.1|334.65|551.5899999999999|985.77|3|Emergency|Complete|2025-03-01|15:00|16:15 (Late)|N/A|Software|Yes
1291|742|Troubleshooting|None|24|2021-02-09|11:00|14:23|704.35|3.4|246.4|950.75|1967.69|3|Emergency|Complete|2021-02-09|12:00|13:15 (Late)|N/A|Maintenance|Yes
244|332|Remote Support|126|17|2023-08-20|13:15|13:42|0.0|0.7|87.79|87.79|160.22|4|Standard|Complete|2023-08-19|11:00|12:45 (Late)|N/A|Hardware|Yes
818|628|Design Consultation|532|199|2024-05-07|09:45|12:53|0.0|3.9|372.49|372.49|707.67|4|Standard|Complete|2024-05-04|08:00|08:45 (Late)|N/A|Integration|Yes
452|285|Design Consultation|227|93|2022-10-20|10:45|11:00|0.0|1.0|87.62|87.62|171.48|5|Standard|Complete|2022-10-17|16:00|17:00 (Late)|N/A|Network|Yes
1979|666|Troubleshooting|None|143|2025-03-11|15:45|18:12|245.07|3.2|360.32|605.39|937.41|5|Standard|Complete|2025-03-11|11:00|11:15|1|Network|Yes
1295|66|System Integration|322|171|2022-11-22|11:45|12:18|0.0|1.3|111.11|111.11|234.88|5|Standard|Complete|2022-11-22|09:00|10:15 (Late)|N/A|Software|Yes
896|308|System Integration|617|23|2024-09-19|13:00|15:30|0.0|2.5|160.78|160.78|292.46|5|Standard|Complete|2024-09-17|13:00|13:30 (Late)|N/A|Hardware|No
318|744|System Upgrade|None|19|2023-12-14|10:15|11:48|507.37|1.8|177.48|684.85|1134.97|5|Standard|Complete|2023-12-13|10:00|11:00 (Late)|N/A|Integration|Yes
1203|250|Custom Installation|592|71|2024-07-18|15:15|16:11|344.98|1.2|108.41|453.39|849.58|4|Standard|Complete|2024-07-15|16:00|16:00 (Late)|N/A|Software|No
758|424|Premium Maintenance|1182|144|2023-12-19|16:00|21:24|39.53|5.4|602.96|642.49|926.61|3|Priority|Complete|2023-12-18|08:00|09:15 (Late)|N/A|Software|No
1300|92|System Upgrade|37|178|2024-08-18|13:45|15:42|249.99|2.7|212.09|462.08000000000004|696.14|3|Standard|Complete|2024-08-18|09:00|09:15|1|Maintenance|Yes
538|59|Troubleshooting|108|163|2024-04-05|16:45|20:30|730.3|4.5|387.72|1118.02|2087.64|3|Standard|Complete|2024-04-02|15:00|15:00 (Late)|N/A|Configuration|Yes
766|800|System Integration|742|34|2024-03-16|10:30|12:00|0.0|2.0|103.54|103.54|164.9|3|Priority|Complete|2024-03-16|11:00|12:30 (Late)|N/A|Software|No
4|327|Remote Support|None|23|2022-11-13|08:30|09:30|0.0|1.5|96.47|96.47|154.0|5|Standard|Complete|2022-11-13|11:00|11:00|1|Configuration|Yes
1877|661|Premium Maintenance|None|117|2024-06-15|10:15|13:47|21.43|3.8|374.19|395.62|565.77|5|Standard|Complete|2024-06-13|11:00|11:45 (Late)|N/A|Software|Yes
1726|85|Design Consultation|None|159|2023-03-15|14:45|14:48|0.0|0.8|69.43|69.43|133.91|4|Standard|Complete|2023-03-14|08:00|08:30 (Late)|N/A|Maintenance|Yes
992|695|Remote Support|None|111|2021-06-22|16:00|16:48|0.0|0.8|54.21|54.21|94.77|3|Standard|Complete|2021-06-21|14:00|14:00 (Late)|N/A|Configuration|Yes
1368|591|Troubleshooting|250|91|2024-06-16|15:00|20:00|49.46|5.0|635.8|685.26|1504.64|5|Standard|Complete|2024-06-14|08:00|09:00 (Late)|N/A|Software|Yes
307|710|System Upgrade|None|117|2021-09-23|16:15|18:30|613.52|2.5|246.18|859.7|1396.5|3|Standard|Complete|2021-09-23|10:00|10:30 (Late)|N/A|Integration|No
1812|134|System Integration|None|47|2022-02-16|13:15|18:30|0.0|5.5|288.64|288.64|474.37|3|Priority|Complete|2022-02-13|13:00|13:45 (Late)|N/A|Integration|Yes
1594|657|Premium Maintenance|1107|170|2023-06-05|11:30|17:17|16.23|6.3|482.71|498.94|860.49|5|Standard|Complete|2023-06-04|09:00|09:30 (Late)|N/A|Configuration|Yes
876|1|Remote Support|104|144|2024-11-28|12:45|13:30|0.0|1.5|167.49|167.49|274.92|5|Standard|Complete|2024-11-28|14:00|14:15|1|Configuration|Yes
300|431|Design Consultation|252|166|2023-03-13|14:15|16:12|0.0|2.2|167.53|167.53|275.46|4|Standard|Followup Required|2023-03-11|11:00|12:45 (Late)|N/A|Integration|Yes
1550|408|Custom Installation|None|1|2025-01-21|11:45|18:00|162.26|7.0|728.28|890.54|1517.89|3|Standard|Complete|2025-01-20|10:00|10:30 (Late)|N/A|Software|Yes
1934|218|System Upgrade|None|17|2023-09-15|14:00|17:36|730.62|3.6|451.48|1182.1|1705.29|3|Standard|Complete|2023-09-15|11:00|12:45 (Late)|N/A|Network|Yes
1168|508|Custom Installation|None|80|2023-02-24|10:15|10:36|584.19|0.6|40.68|624.87|1187.64|3|Standard|Complete|2023-02-23|08:00|08:00 (Late)|N/A|Configuration|Yes
282|66|Remote Support|None|152|2022-11-21|09:45|10:30|0.0|1.5|119.13|119.13|199.43|4|Standard|Complete|2022-11-19|15:00|16:30 (Late)|N/A|Integration|No
542|553|Troubleshooting|611|192|2023-10-28|09:00|14:47|492.12|5.8|395.79|887.9100000000001|1852.32|5|Emergency|Complete|2023-10-25|12:00|12:00 (Late)|N/A|Maintenance|Yes
929|175|Custom Installation|None|127|2021-04-03|12:45|18:12|203.4|6.2|504.43|707.83|1152.49|5|Standard|Complete|2021-03-31|09:00|10:00 (Late)|N/A|User Training|Yes
595|298|System Integration|None|23|2023-03-28|08:00|10:00|0.0|2.0|128.62|128.62|257.97|4|Standard|Complete|2023-03-25|14:00|15:45 (Late)|N/A|Hardware|Yes
1313|747|Custom Installation|224|96|2024-06-06|12:15|23:00|1524.49|12.0|676.56|2201.05|3470.66|3|Standard|Complete|2024-06-04|11:00|11:15 (Late)|N/A|Network|Yes
1469|698|Remote Support|857|90|2025-03-05|15:00|16:30|0.0|1.5|93.97|93.97|134.95|3|Standard|Complete|2025-03-05|12:00|12:45 (Late)|N/A|Maintenance|Yes
1489|521|Custom Installation|None|45|2021-03-19|14:30|15:30|1411.53|1.5|107.31|1518.84|3161.12|3|Standard|Complete|2021-03-17|11:00|11:45 (Late)|N/A|Configuration|Yes
517|668|Design Consultation|459|25|2025-03-05|14:45|17:17|0.0|3.3|234.8|234.8|450.81|4|Standard|Complete|2025-03-04|11:00|12:45 (Late)|N/A|Software|No
1351|353|Troubleshooting|41|153|2023-05-14|14:30|15:42|1382.57|1.7|180.73|1563.3|2206.51|5|Standard|Complete|2023-05-13|16:00|17:30 (Late)|N/A|Integration|Yes
1819|192|System Upgrade|44|176|2025-01-12|11:45|19:00|710.86|8.0|891.28|1602.1399999999999|2522.22|4|Standard|Complete|2025-01-12|09:00|10:30 (Late)|N/A|Maintenance|Yes
1434|365|System Integration|319|65|2024-11-10|16:45|23:30|0.0|13.5|939.87|939.87|1664.2|3|Standard|Followup Required|2024-11-09|15:00|16:45 (Late)|N/A|Network|Yes
1307|277|Troubleshooting|None|41|2022-11-12|12:45|16:17|290.38|4.3|394.48|684.86|1070.34|3|Standard|Complete|2022-11-12|08:00|09:45 (Late)|N/A|Software|Yes
638|404|System Upgrade|184|43|2024-01-19|09:00|10:06|570.15|1.1|79.76|649.91|1089.89|4|Standard|Complete|2024-01-18|10:00|10:00 (Late)|N/A|User Training|Yes
1811|633|Premium Maintenance|None|107|2023-10-21|10:30|16:30|13.02|6.5|691.99|705.01|1025.88|5|Standard|Followup Required|2023-10-19|11:00|11:45 (Late)|N/A|Network|Yes
1248|445|Design Consultation|None|22|2024-01-01|09:00|12:06|0.0|3.1|265.58|265.58|572.76|3|Standard|Complete|2023-12-29|12:00|12:15 (Late)|N/A|Network|Yes
