TimelineEntryID|ProjectID|Milestone|EstimatedDate|ActualDate|Status|Notes
5531|710|Trim-Out Start|2022-05-17|2022-05-17|Completed|
5532|710|Trim-Out Complete|2022-06-08|2022-06-13|Completed|Slight delay - Materials
5533|710|Programming Start|2022-06-19|2022-06-23|Completed|Ahead of schedule
5534|710|Programming Complete|2022-07-13|2022-07-10|Completed|
5535|710|Final Walkthrough|2022-08-02|2022-08-07|Completed|Slight delay - Materials
5536|712|Design Approval|2024-04-07|2024-04-07|Completed|
5537|712|Materials Ordered|2024-04-09|2024-04-15|Completed|Delayed - Materials
5538|712|Rough-In Start|2024-04-12|2024-04-20|Completed|
5539|712|Rough-In Complete|2024-04-19|2024-04-24|Completed|
5540|712|Trim-Out Start|2024-05-06|2024-05-10|Completed|
5541|712|Trim-Out Complete|2024-05-07|2024-05-16|Completed|
5542|712|Programming Start|2024-05-15|2024-05-28|Completed|Delayed - Inspections
5543|712|Programming Complete|2024-05-25|2024-06-04|Completed|
5544|712|Final Walkthrough|2024-05-30|2024-06-09|Completed|Delayed - Inspections
5545|713|Design Approval|2024-03-16|2024-03-19|Completed|
5546|713|Materials Ordered|2024-03-28|2024-03-22|Completed|
5547|713|Rough-In Start|2024-04-14|2024-04-09|Completed|
5548|713|Rough-In Complete|2024-05-05|2024-05-17|Completed|Delayed - Materials
5549|713|Trim-Out Start|2024-05-26|2024-06-03|Completed|Delayed - Materials
5550|713|Trim-Out Complete|2024-06-04|2024-06-05|Completed|
5551|713|Programming Start|2024-06-30|2024-07-01|Completed|
5552|713|Programming Complete|2024-07-14|2024-07-08|Completed|
5553|713|Final Walkthrough|2024-08-06|2024-08-02|Completed|
5554|714|Design Approval|2024-06-27|2024-06-24|Completed|
5555|714|Materials Ordered|2024-07-02|2024-07-02|Completed|
5556|714|Rough-In Start|2024-07-15|2024-07-08|Completed|
5557|714|Rough-In Complete|2024-08-02|2024-08-02|Completed|
5558|714|Trim-Out Start|2024-08-16|2024-08-21|Completed|
5559|714|Trim-Out Complete|2024-08-23|2024-09-03|Completed|Delayed - Inspections
5560|714|Programming Start|2024-09-08|2024-09-22|Completed|Delayed - Inspections
5561|714|Programming Complete|2024-09-21|2024-10-05|Completed|Delayed - Inspections
5562|714|Final Walkthrough|2024-09-26|2024-10-10|Completed|Delayed - Materials
5563|715|Design Approval|2023-08-08|2023-08-06|Completed|
5564|715|Materials Ordered|2023-08-18|2023-08-30|Completed|Delayed - Inspections
5565|715|Rough-In Start|2023-09-09|2023-09-05|Completed|
5566|715|Rough-In Complete|2023-09-25|2023-09-25|Completed|
5567|715|Trim-Out Start|2023-10-25|2023-10-19|Completed|
5568|715|Trim-Out Complete|2023-11-10|2023-11-24|Completed|Delayed - Materials
5569|715|Programming Start|2023-11-27|2023-11-25|Completed|
5570|715|Programming Complete|2023-12-22|2024-01-05|Completed|Delayed - Inspections
5571|715|Final Walkthrough|2024-01-07|2024-01-05|Completed|
5572|716|Design Approval|2022-10-13|2022-10-15|Completed|
5573|716|Materials Ordered|2022-10-20|2022-10-18|Completed|
5574|716|Rough-In Start|2022-11-05|2022-11-16|Completed|Delayed - Materials
5575|716|Rough-In Complete|2022-11-11|2022-11-22|Completed|
5576|716|Trim-Out Start|2022-11-23|2022-11-24|Completed|
5577|716|Trim-Out Complete|2022-12-02|2022-12-11|Completed|Delayed - Materials
5578|716|Programming Start|2022-12-14|2022-12-12|Completed|
5579|716|Programming Complete|2022-12-20|2022-12-30|Completed|Delayed - Inspections
5580|716|Final Walkthrough|2022-12-28|2022-12-31|Completed|
5581|717|Design Approval|2021-07-22|2021-07-17|Completed|
5582|717|Materials Ordered|2021-07-26|2021-07-20|Completed|
5583|717|Rough-In Start|2021-08-06|2021-07-31|Completed|
5584|717|Rough-In Complete|2021-08-18|2021-08-22|Completed|
5585|717|Trim-Out Start|2021-08-21|2021-08-31|Completed|Delayed - Inspections
5586|717|Trim-Out Complete|2021-08-31|2021-09-01|Completed|
5587|717|Programming Start|2021-09-16|2021-09-14|Completed|
5588|717|Programming Complete|2021-09-24|2021-09-22|Completed|
5589|717|Final Walkthrough|2021-09-28|2021-10-07|Completed|Delayed - Inspections
5590|718|Design Approval|2024-06-05|2024-06-07|Completed|
5591|718|Materials Ordered|2024-06-30|2024-06-25|Completed|
5592|718|Rough-In Start|2024-07-19|2024-07-22|Completed|
5593|718|Rough-In Complete|2024-08-05|2024-08-01|Completed|
5594|718|Trim-Out Start|2024-08-26|2024-09-03|Completed|Ahead of schedule
5595|718|Trim-Out Complete|2024-09-09|2024-09-18|Completed|Ahead of schedule
5596|718|Programming Start|2024-09-27|2024-10-07|Completed|Ahead of schedule
5597|718|Programming Complete|2024-10-25|2024-10-24|Completed|
5598|718|Final Walkthrough|2024-11-14|2024-11-20|Completed|Ahead of schedule
5599|719|Design Approval|2022-10-17|2022-10-15|Completed|
5600|719|Materials Ordered|2022-10-25|2022-10-31|Completed|Delayed - Materials
5601|719|Rough-In Start|2022-11-11|2022-11-21|Completed|Delayed - Materials
5602|719|Rough-In Complete|2022-11-28|2022-12-12|Completed|Delayed - Materials
5603|719|Trim-Out Start|2022-12-07|2022-12-18|Completed|Delayed - Materials
5604|719|Trim-Out Complete|2022-12-25|2022-12-21|Completed|
5605|719|Programming Start|2022-12-30|2022-12-25|Completed|
5606|719|Programming Complete|2023-01-11|2023-01-09|Completed|
5607|719|Final Walkthrough|2023-01-29|2023-01-23|Completed|
5608|720|Design Approval|2023-01-10|2023-01-13|Completed|
5609|720|Materials Ordered|2023-01-24|2023-02-01|Completed|Slight delay - Materials
5610|720|Rough-In Start|2023-02-07|2023-02-04|Completed|
5611|720|Rough-In Complete|2023-02-26|2023-02-24|Completed|
5612|720|Trim-Out Start|2023-03-06|2023-03-01|Completed|
5613|720|Trim-Out Complete|2023-03-22|2023-03-31|Completed|Slight delay - Materials
5614|720|Programming Start|2023-03-29|2023-04-05|Completed|
5615|720|Programming Complete|2023-04-17|2023-04-17|Completed|
5616|720|Final Walkthrough|2023-05-05|2023-05-08|Completed|
5617|721|Design Approval|2023-01-22|2023-01-15|Completed|
5618|721|Materials Ordered|2023-02-15|2023-02-17|Completed|
5619|721|Rough-In Start|2023-02-26|2023-03-08|Completed|Delayed - Materials
5620|721|Rough-In Complete|2023-03-13|2023-03-10|Completed|
5621|721|Trim-Out Start|2023-03-28|2023-03-23|Completed|
5622|721|Trim-Out Complete|2023-04-14|2023-04-12|Completed|
5623|721|Programming Start|2023-05-10|2023-05-21|Completed|Delayed - Inspections
5624|721|Programming Complete|2023-05-17|2023-05-21|Completed|
5625|721|Final Walkthrough|2023-06-09|2023-06-12|Completed|
5626|722|Design Approval|2021-11-20|TBD|Pending|
5627|722|Materials Ordered|2021-11-29|TBD|Pending|
5628|722|Rough-In Start|2021-12-08|TBD|Pending|
5629|722|Rough-In Complete|2021-12-12|TBD|Pending|
5630|722|Trim-Out Start|2021-12-14|TBD|Pending|
5631|722|Trim-Out Complete|2021-12-24|TBD|Pending|
5632|722|Programming Start|2022-01-02|TBD|Pending|
5633|722|Programming Complete|2022-01-09|TBD|Pending|
5634|722|Final Walkthrough|2022-01-16|TBD|Pending|
5635|723|Design Approval|2022-12-26|2022-12-26|Completed|
5636|723|Materials Ordered|2022-12-30|2022-12-26|Completed|
5637|723|Rough-In Start|2023-01-04|2023-01-14|Completed|Ahead of schedule
5638|723|Rough-In Complete|2023-01-05|2023-01-15|Completed|Slight delay - Materials
5639|723|Trim-Out Start|2023-01-14|2023-01-20|Completed|
5640|723|Trim-Out Complete|2023-01-15|2023-01-22|Completed|
5641|723|Programming Start|2023-01-17|2023-01-27|Completed|
5642|723|Programming Complete|2023-01-18|2023-02-01|Completed|Slight delay - Materials
5643|723|Final Walkthrough|2023-01-21|2023-02-04|Completed|
5644|724|Design Approval|2023-10-08|2023-10-18|Completed|Delayed - Inspections
5645|724|Materials Ordered|2023-10-15|2023-10-24|Completed|Delayed - Materials
5646|724|Rough-In Start|2023-10-31|2023-11-06|Completed|Delayed - Client Request
5647|724|Rough-In Complete|2023-11-12|2023-11-06|Completed|
5648|724|Trim-Out Start|2023-11-22|2023-11-19|Completed|
5649|724|Trim-Out Complete|2023-12-05|2023-12-02|Completed|
5650|724|Programming Start|2023-12-14|2023-12-28|Completed|Delayed - Inspections
5651|724|Programming Complete|2023-12-29|2023-12-31|Completed|
5652|724|Final Walkthrough|2024-01-15|2024-01-08|Completed|
5653|725|Design Approval|2021-11-07|TBD|Pending|
5654|725|Materials Ordered|2021-11-17|TBD|Pending|
5655|725|Rough-In Start|2021-12-01|TBD|Pending|
5656|725|Rough-In Complete|2021-12-21|TBD|Pending|
5657|725|Trim-Out Start|2021-12-29|TBD|Pending|
5658|725|Trim-Out Complete|2022-01-18|TBD|Pending|
5659|725|Programming Start|2022-02-07|TBD|Pending|
5660|725|Programming Complete|2022-02-16|TBD|Pending|
5661|725|Final Walkthrough|2022-03-10|TBD|Pending|
5662|726|Design Approval|2021-08-10|2021-08-22|Completed|Delayed - Client Request
5663|726|Materials Ordered|2021-08-11|2021-08-29|Completed|
5664|726|Rough-In Start|2021-08-17|2021-08-31|Completed|Delayed - Inspections
5665|726|Rough-In Complete|2021-08-22|2021-09-03|Completed|
5666|726|Trim-Out Start|2021-08-28|2021-09-05|Completed|Delayed - Inspections
5667|726|Trim-Out Complete|2021-08-29|2021-09-07|Completed|Delayed - Client Request
5668|726|Programming Start|2021-08-31|2021-09-13|Completed|Delayed - Inspections
5669|726|Programming Complete|2021-09-07|2021-09-19|Completed|
5670|726|Final Walkthrough|2021-09-14|2021-09-22|Completed|
5671|727|Design Approval|2021-12-14|2021-12-18|Completed|
5672|727|Materials Ordered|2021-12-25|2021-12-27|Completed|
5673|727|Rough-In Start|2022-01-12|2022-01-11|Completed|
5674|727|Rough-In Complete|2022-01-29|2022-01-31|Completed|
5675|727|Trim-Out Start|2022-02-14|2022-02-10|Completed|
5676|727|Trim-Out Complete|2022-02-19|2022-02-25|Completed|Delayed - Materials
5677|727|Programming Start|2022-03-05|2022-02-26|Completed|
5678|727|Programming Complete|2022-03-26|2022-03-20|Completed|
5679|727|Final Walkthrough|2022-04-13|2022-04-09|Completed|
5680|728|Design Approval|2021-12-08|TBD|Pending|
5681|728|Materials Ordered|2021-12-18|TBD|Pending|
5682|728|Rough-In Start|2022-01-08|TBD|Pending|
5683|728|Rough-In Complete|2022-01-25|TBD|Pending|
5684|728|Trim-Out Start|2022-02-01|TBD|Pending|
5685|728|Trim-Out Complete|2022-02-20|TBD|Pending|
5686|728|Programming Start|2022-03-11|TBD|Pending|
5687|728|Programming Complete|2022-03-22|TBD|Pending|
5688|728|Final Walkthrough|2022-04-09|TBD|Pending|
5689|729|Design Approval|2022-01-12|2022-01-10|Completed|
5690|729|Materials Ordered|2022-01-22|2022-01-24|Completed|
5691|729|Rough-In Start|2022-01-23|2022-02-06|Completed|Delayed - Inspections
5692|729|Rough-In Complete|2022-01-25|2022-02-12|Completed|Delayed - Client Request
5693|729|Trim-Out Start|2022-02-03|2022-02-13|Completed|Delayed - Inspections
5694|729|Trim-Out Complete|2022-02-08|2022-02-14|Completed|
5695|729|Programming Start|2022-02-09|2022-02-21|Completed|Delayed - Client Request
5696|729|Programming Complete|2022-02-15|2022-02-23|Completed|Delayed - Materials
5697|729|Final Walkthrough|2022-02-18|2022-02-26|Completed|Delayed - Materials
5698|730|Design Approval|2022-01-01|2022-01-03|Completed|
5699|730|Materials Ordered|2022-01-19|2022-01-28|Completed|Delayed - Client Request
5700|730|Rough-In Start|2022-02-05|2022-02-14|Completed|Delayed - Client Request
5701|730|Rough-In Complete|2022-02-20|2022-02-27|Completed|Delayed - Materials
5702|730|Trim-Out Start|2022-03-17|2022-03-15|Completed|
5703|730|Trim-Out Complete|2022-04-05|2022-04-02|Completed|
5704|730|Programming Start|2022-04-30|2022-05-09|Completed|Delayed - Client Request
5705|730|Programming Complete|2022-05-13|2022-05-11|Completed|
5706|730|Final Walkthrough|2022-06-07|2022-06-03|Completed|
5707|731|Design Approval|2024-12-06|2024-12-03|Completed|
5708|731|Materials Ordered|2024-12-24|2024-12-25|Completed|
5709|731|Rough-In Start|2024-12-28|2024-12-31|Completed|
5710|731|Rough-In Complete|2025-01-14|2025-01-13|Completed|
5711|731|Trim-Out Start|2025-01-27|2025-01-21|Completed|
5712|731|Trim-Out Complete|2025-02-13|2025-02-07|Completed|
5713|731|Programming Start|2025-02-27|2025-02-22|Completed|
5714|731|Programming Complete|2025-03-04|2025-03-18|Completed|Delayed - Inspections
5715|731|Final Walkthrough|2025-03-19|2025-03-26|Completed|Delayed - Inspections
5716|733|Design Approval|2024-05-13|TBD|Pending|
5717|733|Materials Ordered|2024-05-26|TBD|Pending|
5718|733|Rough-In Start|2024-05-30|TBD|Pending|
5719|733|Rough-In Complete|2024-06-08|TBD|Pending|
5720|733|Trim-Out Start|2024-06-22|TBD|Pending|
5721|733|Trim-Out Complete|2024-06-28|TBD|Pending|
5722|733|Programming Start|2024-07-05|TBD|Pending|
5723|733|Programming Complete|2024-07-14|TBD|Pending|
5724|733|Final Walkthrough|2024-07-15|TBD|Pending|
5725|735|Design Approval|2024-08-18|2024-08-18|Completed|
5726|735|Materials Ordered|2024-09-02|2024-09-07|Completed|Slight delay - Materials
5727|735|Rough-In Start|2024-09-10|2024-09-11|Completed|
5728|735|Rough-In Complete|2024-09-20|2024-09-23|Completed|
5729|735|Trim-Out Start|2024-10-01|2024-10-03|Completed|
5730|735|Trim-Out Complete|2024-10-18|2024-10-15|Completed|
5731|735|Programming Start|2024-10-27|2024-11-01|Completed|Ahead of schedule
5732|735|Programming Complete|2024-11-06|2024-11-14|Completed|Slight delay - Materials
5733|735|Final Walkthrough|2024-11-19|2024-11-16|Completed|
5734|737|Design Approval|2021-09-17|2021-09-16|Completed|
5735|737|Materials Ordered|2021-10-09|2021-10-02|Completed|
5736|737|Rough-In Start|2021-10-19|2021-11-01|Completed|Delayed - Client Request
5737|737|Rough-In Complete|2021-11-07|2021-11-11|Completed|
5738|737|Trim-Out Start|2021-12-03|2021-12-09|Completed|Delayed - Materials
5739|737|Trim-Out Complete|2021-12-11|2021-12-10|Completed|
5740|737|Programming Start|2022-01-06|2022-01-16|Completed|Delayed - Materials
5741|737|Programming Complete|2022-01-18|2022-01-18|Completed|
5742|737|Final Walkthrough|2022-02-09|2022-02-03|Completed|
5743|738|Design Approval|2025-02-23|2025-02-22|Completed|
5744|738|Materials Ordered|2025-03-07|2025-03-02|Completed|
5745|738|Rough-In Start|2025-03-22|2025-03-27|Completed|
5746|738|Rough-In Complete|2025-04-08|2025-04-16|Completed|Delayed - Inspections
5747|738|Trim-Out Start|2025-04-20|2025-04-18|Completed|
5748|738|Trim-Out Complete|2025-05-05|2025-04-29|Completed|
5749|738|Programming Start|2025-05-18|2025-05-22|Completed|
5750|738|Programming Complete|2025-06-02|2025-06-12|Completed|Delayed - Materials
5751|738|Final Walkthrough|2025-06-18|2025-06-24|Completed|Delayed - Inspections
5752|739|Design Approval|2025-03-03|2025-02-28|Completed|
5753|739|Materials Ordered|2025-03-11|2025-03-12|Completed|
5754|739|Rough-In Start|2025-03-13|2025-03-19|Completed|Slight delay - Materials
5755|739|Rough-In Complete|2025-03-21|2025-03-27|Completed|Slight delay - Materials
5756|739|Trim-Out Start|2025-04-03|2025-04-03|Completed|
5757|739|Trim-Out Complete|2025-04-07|TBD|Pending|
5758|739|Programming Start|2025-04-15|TBD|Pending|
5759|739|Programming Complete|2025-04-29|TBD|Pending|
5760|739|Final Walkthrough|2025-05-04|TBD|Pending|
5761|740|Design Approval|2024-10-28|TBD|Pending|
5762|740|Materials Ordered|2024-11-11|TBD|Pending|
5763|740|Rough-In Start|2024-12-05|TBD|Pending|
5764|740|Rough-In Complete|2024-12-17|TBD|Pending|
5765|740|Trim-Out Start|2025-01-03|TBD|Pending|
5766|740|Trim-Out Complete|2025-01-21|TBD|Pending|
5767|740|Programming Start|2025-02-09|TBD|Pending|
5768|740|Programming Complete|2025-02-25|TBD|Pending|
5769|740|Final Walkthrough|2025-03-10|TBD|Pending|
5770|741|Design Approval|2023-06-03|2023-06-09|Completed|Ahead of schedule
5771|741|Materials Ordered|2023-06-12|2023-06-20|Completed|Slight delay - Materials
5772|741|Rough-In Start|2023-07-07|2023-07-03|Completed|
5773|741|Rough-In Complete|2023-07-14|2023-07-17|Completed|
5774|741|Trim-Out Start|2023-08-07|2023-08-09|Completed|
5775|741|Trim-Out Complete|2023-08-17|2023-08-19|Completed|
5776|741|Programming Start|2023-09-05|2023-09-10|Completed|Ahead of schedule
5777|741|Programming Complete|2023-09-19|2023-09-14|Completed|
5778|741|Final Walkthrough|2023-10-07|2023-10-11|Completed|Slight delay - Materials
5779|742|Design Approval|2022-08-14|TBD|Pending|
5780|742|Materials Ordered|2022-08-27|TBD|Pending|
5781|742|Rough-In Start|2022-08-29|TBD|Pending|
5782|742|Rough-In Complete|2022-09-14|TBD|Pending|
5783|742|Trim-Out Start|2022-09-16|TBD|Pending|
5784|742|Trim-Out Complete|2022-10-04|TBD|Pending|
5785|742|Programming Start|2022-10-09|TBD|Pending|
5786|742|Programming Complete|2022-10-16|TBD|Pending|
5787|742|Final Walkthrough|2022-11-03|TBD|Pending|
5788|743|Design Approval|2022-05-02|2022-04-27|Completed|
5789|743|Materials Ordered|2022-05-12|2022-05-18|Completed|Delayed - Client Request
5790|743|Rough-In Start|2022-06-06|2022-06-18|Completed|Delayed - Materials
5791|743|Rough-In Complete|2022-06-15|2022-06-24|Completed|
5792|743|Trim-Out Start|2022-07-03|2022-07-14|Completed|Delayed - Client Request
5793|743|Trim-Out Complete|2022-07-13|2022-07-23|Completed|Delayed - Inspections
5794|743|Programming Start|2022-08-01|2022-08-12|Completed|Delayed - Inspections
5795|743|Programming Complete|2022-08-18|2022-08-26|Completed|Delayed - Inspections
5796|743|Final Walkthrough|2022-09-02|2022-09-03|Completed|
5797|744|Design Approval|2021-04-25|2021-05-09|Completed|Delayed - Client Request
5798|744|Materials Ordered|2021-05-09|2021-05-10|Completed|
5799|744|Rough-In Start|2021-05-31|2021-06-06|Completed|Delayed - Client Request
5800|744|Rough-In Complete|2021-06-12|2021-06-10|Completed|
5801|744|Trim-Out Start|2021-07-03|2021-07-07|Completed|
5802|744|Trim-Out Complete|2021-07-27|2021-08-05|Completed|Delayed - Client Request
5803|744|Programming Start|2021-08-08|2021-08-07|Completed|
5804|744|Programming Complete|2021-08-25|2021-08-24|Completed|
5805|744|Final Walkthrough|2021-09-18|2021-10-02|Completed|Delayed - Materials
5806|745|Design Approval|2023-01-13|2023-01-11|Completed|
5807|745|Materials Ordered|2023-01-18|2023-01-11|Completed|
5808|745|Rough-In Start|2023-01-31|2023-02-07|Completed|Delayed - Client Request
5809|745|Rough-In Complete|2023-02-08|2023-02-17|Completed|Delayed - Materials
5810|745|Trim-Out Start|2023-02-17|2023-03-03|Completed|Delayed - Materials
5811|745|Trim-Out Complete|2023-03-06|2023-03-03|Completed|
5812|745|Programming Start|2023-03-13|2023-03-24|Completed|Delayed - Inspections
5813|745|Programming Complete|2023-03-24|2023-03-31|Completed|
5814|745|Final Walkthrough|2023-04-02|2023-04-02|Completed|
5815|746|Design Approval|2021-05-11|2021-05-17|Completed|Delayed - Materials
5816|746|Materials Ordered|2021-06-04|2021-06-10|Completed|Delayed - Client Request
5817|746|Rough-In Start|2021-06-23|2021-06-19|Completed|
5818|746|Rough-In Complete|2021-07-10|2021-07-14|Completed|
5819|746|Trim-Out Start|2021-07-31|2021-07-31|Completed|
5820|746|Trim-Out Complete|2021-08-15|2021-08-29|Completed|Delayed - Materials
5821|746|Programming Start|2021-09-03|2021-09-14|Completed|Delayed - Client Request
5822|746|Programming Complete|2021-09-18|2021-09-26|Completed|Delayed - Inspections
5823|746|Final Walkthrough|2021-10-10|2021-10-11|Completed|
5824|747|Design Approval|2024-09-24|2024-09-20|Completed|
5825|747|Materials Ordered|2024-10-02|2024-09-26|Completed|
5826|747|Rough-In Start|2024-10-08|2024-10-04|Completed|
5827|747|Rough-In Complete|2024-10-20|2024-10-31|Completed|Delayed - Client Request
5828|747|Trim-Out Start|2024-10-30|2024-10-31|Completed|
5829|747|Trim-Out Complete|2024-11-07|2024-11-08|Completed|
5830|747|Programming Start|2024-11-15|2024-11-15|Completed|
5831|747|Programming Complete|2024-11-23|2024-11-20|Completed|
5832|747|Final Walkthrough|2024-11-30|2024-11-26|Completed|
5833|748|Design Approval|2021-12-24|2022-01-03|Completed|Delayed - Inspections
5834|748|Materials Ordered|2022-01-10|2022-01-05|Completed|
5835|748|Rough-In Start|2022-01-20|2022-01-31|Completed|Delayed - Client Request
5836|748|Rough-In Complete|2022-02-12|2022-02-15|Completed|
5837|748|Trim-Out Start|2022-02-28|2022-03-06|Completed|Delayed - Inspections
5838|748|Trim-Out Complete|2022-03-21|2022-03-31|Completed|Delayed - Client Request
5839|748|Programming Start|2022-04-12|2022-04-19|Completed|Delayed - Materials
5840|748|Programming Complete|2022-04-29|2022-04-28|Completed|
5841|748|Final Walkthrough|2022-05-12|2022-05-12|Completed|
5842|749|Design Approval|2021-08-14|2021-08-26|Completed|Delayed - Materials
5843|749|Materials Ordered|2021-09-08|2021-09-16|Completed|Delayed - Materials
5844|749|Rough-In Start|2021-09-25|2021-09-21|Completed|
5845|749|Rough-In Complete|2021-10-11|2021-10-13|Completed|
5846|749|Trim-Out Start|2021-11-05|2021-11-04|Completed|
5847|749|Trim-Out Complete|2021-11-24|2021-11-22|Completed|
5848|749|Programming Start|2021-12-16|2021-12-14|Completed|
5849|749|Programming Complete|2022-01-02|2022-01-10|Completed|Delayed - Inspections
5850|749|Final Walkthrough|2022-01-22|2022-01-22|Completed|
5851|750|Design Approval|2023-11-14|2023-11-22|Completed|Delayed - Inspections
5852|750|Materials Ordered|2023-12-05|2023-11-28|Completed|
5853|750|Rough-In Start|2023-12-14|2023-12-10|Completed|
5854|750|Rough-In Complete|2024-01-02|2024-01-16|Completed|Delayed - Client Request
5855|750|Trim-Out Start|2024-01-13|2024-01-23|Completed|
5856|750|Trim-Out Complete|2024-02-03|2024-02-07|Completed|
5857|750|Programming Start|2024-02-19|2024-02-22|Completed|
5858|750|Programming Complete|2024-03-11|2024-03-20|Completed|Delayed - Client Request
5859|750|Final Walkthrough|2024-03-22|2024-03-30|Completed|Delayed - Inspections
5860|752|Design Approval|2022-05-30|2022-05-31|Completed|
5861|752|Materials Ordered|2022-06-08|2022-06-20|Completed|Delayed - Client Request
5862|752|Rough-In Start|2022-06-09|2022-06-21|Completed|Delayed - Client Request
5863|752|Rough-In Complete|2022-06-10|2022-06-24|Completed|
5864|752|Trim-Out Start|2022-06-17|2022-06-25|Completed|
5865|752|Trim-Out Complete|2022-06-19|2022-06-25|Completed|Delayed - Materials
5866|752|Programming Start|2022-06-21|2022-07-03|Completed|Delayed - Materials
5867|752|Programming Complete|2022-07-02|2022-07-09|Completed|
5868|752|Final Walkthrough|2022-07-03|2022-07-16|Completed|Delayed - Inspections
5869|753|Design Approval|2023-04-11|TBD|Pending|
5870|753|Materials Ordered|2023-04-21|TBD|Pending|
5871|753|Rough-In Start|2023-04-22|TBD|Pending|
5872|753|Rough-In Complete|2023-05-05|TBD|Pending|
5873|753|Trim-Out Start|2023-05-10|TBD|Pending|
5874|753|Trim-Out Complete|2023-05-18|TBD|Pending|
5875|753|Programming Start|2023-05-19|TBD|Pending|
5876|753|Programming Complete|2023-05-28|TBD|Pending|
5877|753|Final Walkthrough|2023-06-11|TBD|Pending|
5878|754|Design Approval|2021-03-17|2021-03-22|Completed|
5879|754|Materials Ordered|2021-03-21|2021-03-27|Completed|Delayed - Client Request
5880|754|Rough-In Start|2021-03-27|2021-04-06|Completed|Delayed - Inspections
5881|754|Rough-In Complete|2021-04-08|2021-04-16|Completed|Delayed - Inspections
5882|754|Trim-Out Start|2021-04-19|2021-04-24|Completed|
5883|754|Trim-Out Complete|2021-04-29|2021-05-01|Completed|
5884|754|Programming Start|2021-05-09|2021-05-05|Completed|
5885|754|Programming Complete|2021-05-24|2021-05-20|Completed|
5886|754|Final Walkthrough|2021-06-04|2021-06-07|Completed|
5887|755|Design Approval|2024-09-01|TBD|Pending|
5888|755|Materials Ordered|2024-09-08|TBD|Pending|
5889|755|Rough-In Start|2024-09-20|TBD|Pending|
5890|755|Rough-In Complete|2024-10-11|TBD|Pending|
5891|755|Trim-Out Start|2024-10-18|TBD|Pending|
5892|755|Trim-Out Complete|2024-10-26|TBD|Pending|
5893|755|Programming Start|2024-11-15|TBD|Pending|
5894|755|Programming Complete|2024-11-25|TBD|Pending|
5895|755|Final Walkthrough|2024-12-09|TBD|Pending|
5896|756|Design Approval|2023-10-17|2023-10-30|Completed|Delayed - Client Request
5897|756|Materials Ordered|2023-10-19|2023-11-02|Completed|Delayed - Materials
5898|756|Rough-In Start|2023-11-02|2023-11-06|Completed|
5899|756|Rough-In Complete|2023-11-09|2023-11-21|Completed|Delayed - Inspections
5900|756|Trim-Out Start|2023-11-12|2023-11-24|Completed|
5901|756|Trim-Out Complete|2023-11-29|2023-12-06|Completed|Delayed - Inspections
5902|756|Programming Start|2023-12-07|2023-12-06|Completed|
5903|756|Programming Complete|2023-12-12|2023-12-20|Completed|Delayed - Materials
5904|756|Final Walkthrough|2023-12-18|2023-12-30|Completed|Delayed - Materials
5905|758|Design Approval|2021-04-06|2021-04-05|Completed|
5906|758|Materials Ordered|2021-04-16|2021-04-11|Completed|
5907|758|Rough-In Start|2021-05-02|2021-04-28|Completed|
5908|758|Rough-In Complete|2021-05-08|2021-05-05|Completed|
5909|758|Trim-Out Start|2021-05-21|2021-06-01|Completed|Delayed - Inspections
5910|758|Trim-Out Complete|2021-06-06|2021-06-12|Completed|Delayed - Materials
5911|758|Programming Start|2021-06-14|2021-06-19|Completed|
5912|758|Programming Complete|2021-06-28|2021-06-29|Completed|
5913|758|Final Walkthrough|2021-07-18|2021-07-17|Completed|
5914|759|Design Approval|2022-04-09|2022-04-20|Completed|Delayed - Materials
5915|759|Materials Ordered|2022-04-11|2022-04-24|Completed|
5916|759|Rough-In Start|2022-04-22|2022-05-03|Completed|Delayed - Client Request
5917|759|Rough-In Complete|2022-04-29|2022-05-04|Completed|
5918|759|Trim-Out Start|2022-05-11|2022-05-08|Completed|
5919|759|Trim-Out Complete|2022-05-12|2022-05-16|Completed|
5920|759|Programming Start|2022-05-18|2022-05-31|Completed|Delayed - Inspections
5921|759|Programming Complete|2022-06-04|2022-06-16|Completed|Delayed - Client Request
5922|759|Final Walkthrough|2022-06-13|2022-06-23|Completed|Delayed - Materials
5923|760|Design Approval|2025-04-02|2025-04-10|Completed|Delayed - Materials
5924|760|Materials Ordered|2025-04-10|2025-04-17|Completed|
5925|760|Rough-In Start|2025-04-29|2025-04-22|Completed|
5926|760|Rough-In Complete|2025-05-13|2025-05-22|Completed|Delayed - Materials
5927|760|Trim-Out Start|2025-05-29|2025-06-09|Completed|Delayed - Materials
5928|760|Trim-Out Complete|2025-06-03|2025-06-14|Completed|
5929|760|Programming Start|2025-06-26|2025-07-08|Completed|Delayed - Client Request
5930|760|Programming Complete|2025-07-01|2025-07-14|Completed|
5931|760|Final Walkthrough|2025-07-22|2025-07-29|Completed|Delayed - Client Request
5932|762|Design Approval|2024-08-13|2024-08-27|Completed|Delayed - Client Request
5933|762|Materials Ordered|2024-08-30|2024-09-12|Completed|Delayed - Client Request
5934|762|Rough-In Start|2024-09-17|2024-09-20|Completed|
5935|762|Rough-In Complete|2024-09-27|2024-10-11|Completed|Delayed - Inspections
5936|762|Trim-Out Start|2024-10-15|2024-10-25|Completed|Delayed - Materials
5937|762|Trim-Out Complete|2024-10-31|2024-10-28|Completed|
