BidID|CustomerID|BidDate|ProjectType|BidAmount|Status|RelatedProjectID|DeclineReason|CompetitorPrice|SalesPersonID
654|378|2022-09-20|Custom Security System|381495.27|Won|949|N/A|Unknown|121
655|95|2025-02-11|Outdoor Entertainment System|219838.06|Won|941|N/A|Unknown|69
656|181|2023-01-17|Biometric Security System|25331.47|Won|347|N/A|Unknown|125
657|77|2023-02-06|Automated Shading Solutions|259158.73|Won|106|N/A|Unknown|151
658|674|2021-07-25|Automated Lighting Control|135894.33|Won|690|N/A|Unknown|33
659|759|2023-12-04|Automated Shading Solutions|126125.38|Won|273|N/A|Unknown|184
660|347|2021-11-21|Smart Water Management|204505.95|Won|934|N/A|Unknown|142
661|126|2024-06-09|Home Network Infrastructure|41665.51|Won|1051|N/A|Unknown|20
662|509|2024-08-23|Whole-Home Automation|363915.0|Won|982|N/A|Unknown|189
663|546|2024-02-25|Luxury Home Theater|241134.43|Won|137|N/A|Unknown|193
664|697|2023-11-29|Multi-Room Audio Video|338733.41|Won|620|N/A|Unknown|139
665|189|2023-08-12|Whole-Home Automation|105429.82|Won|1067|N/A|Unknown|196
666|271|2023-01-23|Multi-Room Audio Video|354253.83|Won|924|N/A|Unknown|109
667|180|2022-08-12|Integrated Climate Control|259190.12|Won|686|N/A|Unknown|51
668|157|2021-09-28|Automated Lighting Control|129850.43|Won|187|N/A|Unknown|177
669|85|2022-05-21|Automated Lighting Control|123506.07|Won|955|N/A|Unknown|58
670|434|2021-10-17|Biometric Security System|309424.67|Won|991|N/A|Unknown|20
671|100|2022-08-22|Outdoor Entertainment System|295874.84|Won|877|N/A|Unknown|123
672|498|2024-07-16|Custom Security System|25842.64|Won|673|N/A|Unknown|61
673|50|2022-05-07|Automated Lighting Control|205427.94|Won|323|N/A|Unknown|196
674|425|2024-10-12|Multi-Room Audio Video|278316.97|Won|1155|N/A|Unknown|64
675|419|2022-07-30|Whole-Home Automation|75976.41|Won|1017|N/A|Unknown|63
676|198|2021-10-13|Automated Shading Solutions|21353.5|Won|395|N/A|Unknown|55
677|282|2021-03-25|Integrated Climate Control|188616.28|Won|1023|N/A|Unknown|191
678|571|2023-06-21|Whole Home Battery Backup|168889.07|Won|281|N/A|Unknown|123
679|753|2021-03-10|Luxury Home Theater|206464.72|Won|744|N/A|Unknown|16
680|474|2024-02-23|Outdoor Entertainment System|100845.89|Won|1136|N/A|Unknown|184
681|11|2024-12-03|Golf Simulator Room|262485.46|Won|828|N/A|Unknown|35
682|658|2024-01-14|Biometric Security System|208914.69|Won|317|N/A|Unknown|125
683|382|2022-01-14|Whole Home Battery Backup|76195.33|Won|124|N/A|Unknown|116
684|637|2024-08-07|Integrated Climate Control|27264.12|Won|398|N/A|Unknown|193
685|111|2022-11-10|Voice Control Integration|317796.08|Won|607|N/A|Unknown|57
686|121|2023-12-19|Integrated Climate Control|23822.85|Won|705|N/A|Unknown|20
687|201|2022-10-21|Voice Control Integration|75074.42|Won|899|N/A|Unknown|123
688|380|2020-12-22|Automated Lighting Control|112079.65|Won|82|N/A|Unknown|56
689|204|2023-04-07|Automated Lighting Control|221508.14|Won|826|N/A|Unknown|190
690|334|2023-09-01|Automated Shading Solutions|144265.16|Won|756|N/A|Unknown|12
691|472|2022-05-09|Custom Security System|267083.47|Won|301|N/A|Unknown|142
692|508|2023-03-15|Custom Wine Cellar Monitoring|38339.23|Won|785|N/A|Unknown|63
693|253|2021-02-26|Golf Simulator Room|357668.21|Won|383|N/A|Unknown|158
694|106|2025-01-20|Whole Home Battery Backup|162905.34|Won|911|N/A|Unknown|129
695|322|2021-08-30|Voice Control Integration|145388.24|Won|75|N/A|Unknown|184
696|30|2024-08-26|Whole-Home Automation|365040.97|Won|892|N/A|Unknown|193
697|222|2022-10-30|Luxury Home Theater|45332.14|Won|89|N/A|Unknown|112
698|161|2022-01-20|Voice Control Integration|192109.75|Won|629|N/A|Unknown|57
699|629|2023-02-25|Biometric Security System|131159.48|Won|1131|N/A|Unknown|33
700|538|2023-12-15|Home Network Infrastructure|383293.93|Won|1181|N/A|Unknown|28
701|470|2021-02-26|Automated Shading Solutions|230618.09|Won|23|N/A|Unknown|55
702|18|2023-02-19|Voice Control Integration|241541.57|Won|525|N/A|Unknown|147
703|384|2023-06-24|Custom Wine Cellar Monitoring|108691.25|Won|474|N/A|Unknown|149
704|83|2023-08-01|Custom Security System|358457.04|Won|858|N/A|Unknown|54
705|331|2024-09-26|Outdoor Entertainment System|147481.14|Won|1177|N/A|Unknown|86
706|723|2021-01-07|Whole-Home Automation|123385.61|Won|251|N/A|Unknown|130
707|82|2023-07-10|Custom Wine Cellar Monitoring|321148.48|Won|627|N/A|Unknown|57
708|658|2023-01-10|Custom Wine Cellar Monitoring|46526.82|Won|841|N/A|Unknown|86
709|52|2024-02-22|Smart Home Integration|363922.81|Won|174|N/A|Unknown|133
710|313|2023-10-29|Automated Shading Solutions|374820.06|Won|76|N/A|Unknown|129
711|480|2022-11-14|Custom Wine Cellar Monitoring|209073.03|Won|195|N/A|Unknown|12
712|227|2022-11-27|Golf Simulator Room|334782.34|Won|1027|N/A|Unknown|158
713|361|2022-05-14|Custom Security System|160474.08|Won|198|N/A|Unknown|106
714|711|2024-03-29|Custom Wine Cellar Monitoring|46894.59|Won|175|N/A|Unknown|198
715|375|2022-04-24|Integrated Climate Control|147632.09|Won|768|N/A|Unknown|13
716|119|2021-06-30|Luxury Home Theater|158286.61|Won|840|N/A|Unknown|123
717|279|2021-09-03|Smart Water Management|198890.44|Won|957|N/A|Unknown|110
718|329|2023-07-04|Smart Water Management|50852.55|Won|603|N/A|Unknown|61
719|300|2021-07-08|Custom Wine Cellar Monitoring|307499.43|Won|1156|N/A|Unknown|124
720|725|2021-01-13|Smart Water Management|367533.3|Won|599|N/A|Unknown|9
721|26|2021-10-19|Smart Home Integration|289423.12|Won|727|N/A|Unknown|193
722|351|2022-07-01|Custom Wine Cellar Monitoring|119427.97|Won|675|N/A|Unknown|142
723|215|2024-10-18|Outdoor Entertainment System|208365.15|Won|1188|N/A|Unknown|140
724|723|2023-07-07|Smart Home Integration|119040.49|Won|1116|N/A|Unknown|69
725|4|2022-04-24|Golf Simulator Room|208087.87|Won|452|N/A|Unknown|82
726|246|2023-10-03|Custom Wine Cellar Monitoring|222237.66|Won|400|N/A|Unknown|13
727|254|2021-03-12|Smart Water Management|158474.72|Won|93|N/A|Unknown|130
728|120|2023-04-27|Home Network Infrastructure|107653.0|Won|114|N/A|Unknown|77
729|784|2024-09-03|Smart Home Integration|129287.51|Won|647|N/A|Unknown|129
730|702|2020-12-16|Whole-Home Automation|135960.84|Won|618|N/A|Unknown|15
731|369|2022-03-20|Automated Lighting Control|135602.39|Won|1109|N/A|Unknown|131
732|570|2023-11-18|Luxury Home Theater|182731.04|Won|110|N/A|Unknown|169
733|645|2021-11-23|Luxury Home Theater|97873.56|Won|632|N/A|Unknown|133
734|61|2023-09-01|Custom Security System|262372.57|Won|845|N/A|Unknown|110
735|784|2022-02-02|Home Network Infrastructure|116563.19|Won|882|N/A|Unknown|21
736|398|2024-01-17|Custom Security System|204709.0|Won|337|N/A|Unknown|110
737|361|2021-01-21|Whole Home Battery Backup|20275.54|Lost|N/A|Project postponed|Unknown|3
738|224|2022-02-22|Smart Home Integration|338937.38|Lost|N/A|Outside service area|Unknown|179
739|721|2023-07-11|Integrated Climate Control|74211.53|Lost|N/A|Scope Mismatch|Unknown|55
740|114|2025-03-26|Smart Home Integration|92086.45|Lost|N/A|Client changed plans|Unknown|75
741|225|2021-04-22|Golf Simulator Room|121321.87|Lost|N/A|Outside service area|Unknown|69
742|570|2022-07-24|Whole Home Battery Backup|142661.78|Lost|N/A|No decision / Ghosted|Unknown|77
743|165|2024-09-16|Golf Simulator Room|131228.45|Lost|N/A|Competitor selected|Unknown|129
744|272|2022-02-06|Whole-Home Automation|96583.78|Lost|N/A|Competitor selected|Unknown|141
745|21|2024-02-29|Multi-Room Audio Video|354581.51|Lost|N/A|Project postponed|Unknown|177
746|325|2021-11-16|Home Network Infrastructure|283839.27|Lost|N/A|Competitor selected|Unknown|172
747|629|2021-12-17|Smart Home Integration|286717.82|Lost|N/A|Project postponed|Unknown|191
748|63|2022-09-06|Whole-Home Automation|23457.31|Lost|N/A|Outside service area|Unknown|61
749|190|2024-01-20|Automated Lighting Control|351544.32|Lost|N/A|Project postponed|Unknown|69
750|685|2022-01-14|Biometric Security System|318965.56|Lost|N/A|Client changed plans|Unknown|141
751|689|2025-03-12|Integrated Climate Control|338143.53|Lost|N/A|Outside service area|Unknown|146
752|599|2022-08-06|Luxury Home Theater|60386.85|Lost|N/A|Project postponed|Unknown|64
753|567|2022-12-27|Outdoor Entertainment System|283279.83|Lost|N/A|Outside service area|Unknown|162
754|421|2023-09-10|Biometric Security System|167599.54|Lost|N/A|Scope Mismatch|Unknown|21
755|118|2023-07-21|Automated Lighting Control|273156.97|Lost|N/A|Outside service area|Unknown|150
756|31|2024-12-23|Automated Shading Solutions|382816.51|Lost|N/A|Scope Mismatch|Unknown|189
757|272|2022-12-27|Automated Shading Solutions|154335.12|Lost|N/A|Project postponed|Unknown|79
758|590|2021-02-10|Smart Home Integration|207004.48|Lost|N/A|Outside service area|Unknown|123
759|280|2024-02-02|Whole-Home Automation|290550.26|Lost|N/A|Price too high|274519.79|110
760|651|2022-06-19|Whole-Home Automation|364699.83|Lost|N/A|Outside service area|Unknown|69
761|646|2021-12-16|Whole Home Battery Backup|102359.23|Lost|N/A|No decision / Ghosted|Unknown|110
762|155|2021-06-01|Golf Simulator Room|243215.53|Lost|N/A|Outside service area|Unknown|196
763|389|2021-12-16|Home Network Infrastructure|353513.27|Lost|N/A|No decision / Ghosted|Unknown|109
764|119|2023-06-07|Voice Control Integration|141194.07|Lost|N/A|Competitor selected|Unknown|124
765|9|2024-01-09|Home Network Infrastructure|333797.1|Lost|N/A|Project postponed|Unknown|20
766|358|2021-09-11|Luxury Home Theater|340338.14|Lost|N/A|No decision / Ghosted|Unknown|190
767|549|2023-10-31|Voice Control Integration|47377.74|Lost|N/A|Client changed plans|Unknown|179
768|404|2025-02-01|Biometric Security System|383559.77|Lost|N/A|Outside service area|Unknown|140
769|552|2024-05-07|Custom Security System|212290.28|Lost|N/A|Project postponed|Unknown|68
770|551|2021-03-22|Custom Wine Cellar Monitoring|67540.65|Lost|N/A|Competitor selected|Unknown|86
771|367|2023-12-03|Automated Shading Solutions|330942.84|Lost|N/A|Outside service area|Unknown|52
772|374|2023-11-21|Integrated Climate Control|253384.85|Lost|N/A|Scope Mismatch|Unknown|185
773|83|2024-08-18|Outdoor Entertainment System|176849.64|Lost|N/A|Price too high|170252.54|35
774|680|2023-07-10|Custom Security System|239294.51|Lost|N/A|Scope Mismatch|Unknown|68
775|527|2023-12-25|Whole Home Battery Backup|358366.36|Lost|N/A|Scope Mismatch|Unknown|20
776|223|2024-06-11|Custom Wine Cellar Monitoring|200522.95|Lost|N/A|Outside service area|Unknown|108
777|686|2023-08-25|Outdoor Entertainment System|288868.43|Lost|N/A|No decision / Ghosted|Unknown|129
778|180|2024-03-31|Golf Simulator Room|67829.26|Lost|N/A|Scope Mismatch|Unknown|141
779|478|2023-10-24|Automated Shading Solutions|308365.91|Lost|N/A|Competitor selected|Unknown|13
780|383|2025-03-29|Custom Wine Cellar Monitoring|126749.17|Lost|N/A|Client changed plans|Unknown|51
781|545|2021-07-13|Integrated Climate Control|143087.97|Lost|N/A|Price too high|127383.22|140
782|215|2021-01-16|Voice Control Integration|216890.96|Lost|N/A|Project postponed|Unknown|33
783|326|2023-11-10|Smart Water Management|330544.05|Lost|N/A|No decision / Ghosted|Unknown|51
784|56|2022-07-17|Voice Control Integration|135755.45|Lost|N/A|Project postponed|Unknown|196
785|465|2023-03-09|Custom Wine Cellar Monitoring|49682.75|Lost|N/A|No decision / Ghosted|Unknown|116
786|583|2023-09-14|Biometric Security System|171372.11|Lost|N/A|Client changed plans|Unknown|112
787|213|2025-02-07|Custom Security System|27511.88|Lost|N/A|Outside service area|Unknown|191
788|445|2024-09-27|Smart Home Integration|195696.89|Lost|N/A|Project postponed|Unknown|69
789|217|2021-10-22|Whole Home Battery Backup|146194.15|Lost|N/A|Client changed plans|Unknown|149
790|20|2022-02-17|Smart Water Management|110432.35|Lost|N/A|No decision / Ghosted|Unknown|140
791|130|2022-07-04|Whole Home Battery Backup|362213.19|Lost|N/A|Project postponed|Unknown|63
792|228|2022-04-27|Whole-Home Automation|277573.14|Lost|N/A|Project postponed|Unknown|169
793|319|2024-07-25|Multi-Room Audio Video|145199.41|Lost|N/A|Outside service area|Unknown|184
794|25|2024-09-21|Automated Lighting Control|329372.01|Lost|N/A|Project postponed|Unknown|28
795|47|2021-06-25|Automated Lighting Control|293043.95|Lost|N/A|No decision / Ghosted|Unknown|191
796|59|2024-01-05|Automated Lighting Control|344879.25|Lost|N/A|Client changed plans|Unknown|69
797|615|2024-10-13|Automated Shading Solutions|214577.0|Lost|N/A|Scope Mismatch|Unknown|108
798|36|2021-05-11|Luxury Home Theater|76439.09|Lost|N/A|Price too high|69042.73|141
799|316|2021-05-18|Golf Simulator Room|229883.87|Lost|N/A|Price too high|224364.58|61
800|25|2021-10-08|Whole-Home Automation|88947.59|Lost|N/A|Project postponed|Unknown|15
801|323|2021-02-06|Custom Security System|262663.57|Lost|N/A|Competitor selected|Unknown|131
802|496|2021-04-26|Golf Simulator Room|234877.05|Lost|N/A|Price too high|221582.73|125
803|385|2025-04-09|Voice Control Integration|261324.3|Lost|N/A|Scope Mismatch|Unknown|12
804|375|2023-06-18|Integrated Climate Control|104751.78|Lost|N/A|Client changed plans|Unknown|63
805|466|2023-07-27|Smart Home Integration|264741.71|Lost|N/A|Price too high|258992.27|142
806|122|2021-10-10|Home Network Infrastructure|207362.49|Lost|N/A|Client changed plans|Unknown|198
807|650|2022-03-17|Smart Water Management|311084.43|Lost|N/A|Price too high|282824.16|63
808|82|2022-12-16|Custom Security System|276008.79|Lost|N/A|No decision / Ghosted|Unknown|147
809|437|2024-10-06|Integrated Climate Control|66843.9|Lost|N/A|No decision / Ghosted|Unknown|79
810|550|2023-09-14|Whole Home Battery Backup|341963.06|Lost|N/A|Scope Mismatch|Unknown|55
811|233|2024-10-18|Whole-Home Automation|377869.98|Lost|N/A|Project postponed|Unknown|169
812|690|2021-02-26|Voice Control Integration|172839.37|Lost|N/A|Client changed plans|Unknown|196
813|653|2024-10-14|Smart Water Management|373573.77|Lost|N/A|Outside service area|Unknown|164
814|141|2024-01-25|Integrated Climate Control|300876.57|Lost|N/A|Outside service area|Unknown|75
815|526|2023-07-28|Voice Control Integration|178690.59|Lost|N/A|No decision / Ghosted|Unknown|188
816|730|2023-08-23|Integrated Climate Control|293734.65|Lost|N/A|Outside service area|Unknown|130
817|492|2022-05-28|Outdoor Entertainment System|94901.73|Lost|N/A|Price too high|80708.17|150
818|111|2024-11-19|Automated Shading Solutions|221411.28|Lost|N/A|Project postponed|Unknown|54
819|698|2023-07-14|Multi-Room Audio Video|180065.58|Lost|N/A|Client changed plans|Unknown|142
820|58|2021-05-10|Smart Home Integration|380709.89|Lost|N/A|Price too high|342739.19|79
821|740|2021-03-31|Luxury Home Theater|136514.37|Lost|N/A|Project postponed|Unknown|13
822|441|2021-08-04|Biometric Security System|282786.94|Lost|N/A|Project postponed|Unknown|54
823|246|2025-01-28|Automated Shading Solutions|140176.41|Lost|N/A|Outside service area|Unknown|69
824|17|2022-11-10|Automated Shading Solutions|307782.98|Lost|N/A|Scope Mismatch|Unknown|79
825|323|2024-03-25|Voice Control Integration|213713.63|Lost|N/A|Competitor selected|Unknown|198
826|82|2021-07-20|Whole Home Battery Backup|327703.65|Lost|N/A|No decision / Ghosted|Unknown|108
827|592|2024-08-28|Golf Simulator Room|30964.92|Lost|N/A|Competitor selected|Unknown|15
828|418|2025-01-15|Biometric Security System|250791.74|Lost|N/A|Project postponed|Unknown|9
829|201|2022-02-27|Smart Water Management|33739.38|Lost|N/A|Price too high|29906.4|12
830|276|2022-05-18|Whole-Home Automation|142393.27|Lost|N/A|Outside service area|Unknown|109
831|252|2024-08-09|Outdoor Entertainment System|356381.98|Lost|N/A|Competitor selected|Unknown|64
832|34|2021-12-16|Integrated Climate Control|187125.09|Lost|N/A|Competitor selected|Unknown|12
833|312|2022-03-30|Smart Home Integration|336889.78|Lost|N/A|Outside service area|Unknown|82
834|117|2023-09-21|Automated Shading Solutions|48316.32|Lost|N/A|Outside service area|Unknown|82
835|563|2022-01-25|Voice Control Integration|38520.17|Lost|N/A|Project postponed|Unknown|116
836|89|2022-10-11|Home Network Infrastructure|342290.75|Lost|N/A|Outside service area|Unknown|35
837|307|2024-05-26|Multi-Room Audio Video|210857.46|Lost|N/A|No decision / Ghosted|Unknown|63
838|723|2023-02-12|Whole-Home Automation|175606.35|Lost|N/A|Project postponed|Unknown|162
839|182|2022-07-03|Integrated Climate Control|36117.23|Lost|N/A|Competitor selected|Unknown|147
840|198|2024-06-26|Whole-Home Automation|51080.8|Lost|N/A|Client changed plans|Unknown|129
841|796|2021-12-12|Voice Control Integration|296212.82|Lost|N/A|No decision / Ghosted|Unknown|33
842|672|2021-05-30|Home Network Infrastructure|129508.19|Lost|N/A|Scope Mismatch|Unknown|69
843|713|2022-07-26|Luxury Home Theater|328425.72|Lost|N/A|Project postponed|Unknown|57
844|344|2022-11-04|Custom Wine Cellar Monitoring|219743.94|Lost|N/A|Price too high|191436.3|15
845|776|2022-06-25|Whole Home Battery Backup|212073.47|Lost|N/A|Price too high|200254.88|193
846|626|2021-12-13|Whole-Home Automation|231755.83|Lost|N/A|Client changed plans|Unknown|20
847|428|2022-01-01|Whole Home Battery Backup|83607.92|Lost|N/A|Project postponed|Unknown|185
848|90|2021-11-23|Golf Simulator Room|274813.98|Lost|N/A|Price too high|258016.12|79
849|100|2023-10-13|Biometric Security System|154083.37|Lost|N/A|Price too high|143376.16|121
850|713|2022-02-13|Automated Lighting Control|258120.39|Lost|N/A|Client changed plans|Unknown|151
851|746|2022-02-09|Integrated Climate Control|135559.11|Lost|N/A|Price too high|124745.36|13
852|700|2022-05-26|Whole Home Battery Backup|226298.59|Lost|N/A|Client changed plans|Unknown|3
853|556|2023-09-20|Multi-Room Audio Video|195192.2|Lost|N/A|Client changed plans|Unknown|185
854|285|2022-11-05|Custom Security System|164937.94|Lost|N/A|Price too high|149001.97|28
855|389|2024-12-14|Luxury Home Theater|243919.92|Lost|N/A|Outside service area|Unknown|169
856|133|2021-02-18|Biometric Security System|279365.73|Lost|N/A|Outside service area|Unknown|77
857|543|2025-03-17|Luxury Home Theater|301615.14|Lost|N/A|Client changed plans|Unknown|124
858|781|2022-12-31|Custom Security System|277415.51|Lost|N/A|Project postponed|Unknown|79
859|414|2023-04-16|Automated Shading Solutions|298423.29|Lost|N/A|No decision / Ghosted|Unknown|68
860|105|2022-11-19|Multi-Room Audio Video|328381.28|Lost|N/A|Project postponed|Unknown|79
861|568|2024-07-15|Voice Control Integration|315276.4|Lost|N/A|No decision / Ghosted|Unknown|189
862|536|2021-02-21|Integrated Climate Control|185387.79|Lost|N/A|Project postponed|Unknown|54
863|234|2022-12-27|Voice Control Integration|106323.33|Lost|N/A|No decision / Ghosted|Unknown|28
864|559|2021-04-12|Smart Home Integration|315958.3|Lost|N/A|Project postponed|Unknown|75
865|541|2024-02-10|Golf Simulator Room|141611.58|Lost|N/A|Project postponed|Unknown|150
866|99|2023-05-01|Voice Control Integration|53930.59|Lost|N/A|Project postponed|Unknown|110
867|174|2021-04-11|Smart Home Integration|83143.77|Lost|N/A|Scope Mismatch|Unknown|68
868|665|2022-02-16|Voice Control Integration|83182.2|Lost|N/A|Competitor selected|Unknown|139
869|26|2023-02-20|Integrated Climate Control|128304.33|Lost|N/A|Price too high|112728.27|164
870|260|2022-07-02|Smart Water Management|150814.26|Lost|N/A|Client changed plans|Unknown|75
871|411|2024-09-05|Custom Security System|160501.91|Lost|N/A|Price too high|147106.91|75
872|641|2024-12-29|Whole-Home Automation|342730.65|Lost|N/A|Project postponed|Unknown|189
873|693|2021-07-14|Custom Wine Cellar Monitoring|31090.36|Lost|N/A|Client changed plans|Unknown|185
874|337|2022-03-04|Automated Lighting Control|81868.22|Lost|N/A|Project postponed|Unknown|108
875|80|2021-11-20|Custom Security System|223999.14|Lost|N/A|Scope Mismatch|Unknown|33
876|291|2023-04-25|Custom Security System|186186.63|Lost|N/A|Client changed plans|Unknown|151
877|141|2023-12-25|Golf Simulator Room|310154.54|Lost|N/A|Outside service area|Unknown|106
878|353|2022-06-29|Automated Lighting Control|311965.15|Lost|N/A|Competitor selected|Unknown|9
879|210|2022-09-13|Biometric Security System|239443.33|Lost|N/A|Outside service area|Unknown|109
880|252|2022-06-04|Whole-Home Automation|200191.35|Lost|N/A|Client changed plans|Unknown|191
881|427|2024-11-19|Biometric Security System|75127.4|Lost|N/A|Project postponed|Unknown|139
882|686|2024-05-30|Outdoor Entertainment System|173741.86|Lost|N/A|Scope Mismatch|Unknown|184
883|38|2023-06-06|Smart Water Management|339426.65|Lost|N/A|Price too high|299507.82|158
884|261|2022-11-12|Smart Home Integration|324397.65|Lost|N/A|Price too high|302644.16|158
885|665|2022-04-26|Luxury Home Theater|237836.13|Lost|N/A|Outside service area|Unknown|139
886|383|2023-05-30|Whole Home Battery Backup|163399.41|Lost|N/A|Outside service area|Unknown|12
887|48|2022-06-17|Luxury Home Theater|263573.43|Lost|N/A|Competitor selected|Unknown|75
888|162|2023-07-14|Luxury Home Theater|85857.87|Lost|N/A|Client changed plans|Unknown|75
889|27|2023-02-05|Custom Wine Cellar Monitoring|244116.77|Lost|N/A|Scope Mismatch|Unknown|16
890|281|2023-07-25|Automated Lighting Control|180010.22|Lost|N/A|Competitor selected|Unknown|149
891|522|2021-02-27|Golf Simulator Room|51065.46|Lost|N/A|Competitor selected|Unknown|124
892|777|2024-03-14|Integrated Climate Control|135495.86|Lost|N/A|Scope Mismatch|Unknown|12
893|758|2022-11-14|Whole-Home Automation|309971.43|Lost|N/A|Outside service area|Unknown|116
894|483|2023-12-10|Whole-Home Automation|162956.01|Lost|N/A|Project postponed|Unknown|64
895|796|2023-04-26|Golf Simulator Room|300537.61|Lost|N/A|Project postponed|Unknown|61
896|354|2023-08-14|Biometric Security System|316070.86|Lost|N/A|Project postponed|Unknown|142
897|179|2023-04-21|Multi-Room Audio Video|342624.36|Lost|N/A|Price too high|304334.67|63
898|23|2022-12-09|Multi-Room Audio Video|140974.63|Lost|N/A|Competitor selected|Unknown|56
899|344|2024-03-07|Smart Water Management|105518.92|Lost|N/A|Outside service area|Unknown|54
900|654|2022-09-26|Whole-Home Automation|301723.74|Lost|N/A|Scope Mismatch|Unknown|147
901|216|2021-04-10|Smart Water Management|229532.66|Lost|N/A|Competitor selected|Unknown|51
902|538|2021-06-24|Whole-Home Automation|363652.18|Lost|N/A|Competitor selected|Unknown|162
903|659|2022-02-19|Golf Simulator Room|172177.96|Lost|N/A|Scope Mismatch|Unknown|140
904|210|2023-12-14|Golf Simulator Room|129795.52|Lost|N/A|Competitor selected|Unknown|146
905|13|2022-07-19|Smart Water Management|152147.62|Lost|N/A|Client changed plans|Unknown|56
906|59|2023-03-08|Luxury Home Theater|286462.86|Lost|N/A|No decision / Ghosted|Unknown|112
907|434|2023-10-20|Golf Simulator Room|312539.34|Lost|N/A|Scope Mismatch|Unknown|193
908|417|2022-11-27|Outdoor Entertainment System|350659.51|Lost|N/A|No decision / Ghosted|Unknown|162
909|623|2023-08-28|Voice Control Integration|250680.92|Lost|N/A|Outside service area|Unknown|195
910|395|2025-01-22|Golf Simulator Room|348203.27|Lost|N/A|Project postponed|Unknown|158
911|608|2022-10-04|Multi-Room Audio Video|374893.83|Lost|N/A|Client changed plans|Unknown|190
912|619|2024-04-03|Custom Wine Cellar Monitoring|312706.85|Lost|N/A|Scope Mismatch|Unknown|75
913|402|2023-07-18|Voice Control Integration|203276.2|Lost|N/A|Client changed plans|Unknown|55
914|341|2021-04-07|Outdoor Entertainment System|240944.46|Lost|N/A|Scope Mismatch|Unknown|129
915|251|2024-11-12|Integrated Climate Control|164921.38|Lost|N/A|Scope Mismatch|Unknown|9
916|149|2024-07-21|Custom Wine Cellar Monitoring|234058.07|Lost|N/A|Outside service area|Unknown|79
917|369|2022-08-10|Smart Water Management|288046.94|Lost|N/A|Price too high|248514.25|150
918|125|2021-12-09|Automated Lighting Control|368426.77|Lost|N/A|Competitor selected|Unknown|162
919|147|2021-08-12|Smart Water Management|87446.1|Lost|N/A|No decision / Ghosted|Unknown|55
920|294|2021-09-28|Custom Security System|289928.23|Lost|N/A|Project postponed|Unknown|179
921|595|2022-02-26|Smart Water Management|171063.99|Lost|N/A|No decision / Ghosted|Unknown|15
922|326|2021-10-12|Integrated Climate Control|325998.01|Lost|N/A|Competitor selected|Unknown|110
923|72|2022-01-06|Custom Wine Cellar Monitoring|364413.3|Lost|N/A|Project postponed|Unknown|179
924|538|2023-10-08|Smart Home Integration|258490.19|Lost|N/A|Scope Mismatch|Unknown|69
925|360|2021-04-14|Outdoor Entertainment System|311228.47|Lost|N/A|Competitor selected|Unknown|57
926|277|2021-08-21|Whole Home Battery Backup|265096.56|Lost|N/A|Competitor selected|Unknown|188
927|531|2024-07-21|Custom Security System|152901.67|Lost|N/A|Outside service area|Unknown|147
928|88|2021-03-30|Whole Home Battery Backup|201647.4|Lost|N/A|Scope Mismatch|Unknown|131
929|661|2022-01-08|Smart Home Integration|41920.35|Lost|N/A|Competitor selected|Unknown|184
930|350|2021-11-19|Outdoor Entertainment System|336320.43|Lost|N/A|Outside service area|Unknown|68
931|37|2022-02-28|Custom Wine Cellar Monitoring|173831.89|Lost|N/A|No decision / Ghosted|Unknown|82
932|301|2023-03-24|Smart Home Integration|252751.15|Lost|N/A|Price too high|217338.09|129
933|712|2021-03-16|Automated Lighting Control|133700.28|Lost|N/A|Competitor selected|Unknown|69
934|467|2023-06-25|Whole-Home Automation|224081.63|Lost|N/A|Competitor selected|Unknown|129
935|215|2022-07-07|Smart Home Integration|182291.66|Lost|N/A|Scope Mismatch|Unknown|63
936|130|2023-06-07|Smart Water Management|358946.74|Lost|N/A|Competitor selected|Unknown|21
937|285|2021-07-30|Whole-Home Automation|334623.21|Lost|N/A|Competitor selected|Unknown|149
938|563|2022-06-25|Smart Water Management|246036.31|Lost|N/A|Competitor selected|Unknown|64
939|574|2024-02-25|Home Network Infrastructure|103768.16|Lost|N/A|Project postponed|Unknown|16
940|759|2023-08-25|Golf Simulator Room|269354.31|Lost|N/A|Scope Mismatch|Unknown|146
941|732|2024-07-18|Custom Wine Cellar Monitoring|361036.73|Lost|N/A|Price too high|349046.29|52
942|361|2023-08-16|Custom Security System|119927.0|Lost|N/A|Competitor selected|Unknown|61
943|351|2023-04-01|Luxury Home Theater|189037.27|Lost|N/A|Project postponed|Unknown|55
944|183|2022-07-09|Home Network Infrastructure|379613.59|Lost|N/A|No decision / Ghosted|Unknown|169
945|249|2021-08-15|Outdoor Entertainment System|205731.51|Lost|N/A|No decision / Ghosted|Unknown|109
946|596|2024-04-15|Custom Wine Cellar Monitoring|283432.62|Lost|N/A|No decision / Ghosted|Unknown|198
947|117|2021-09-25|Multi-Room Audio Video|148355.67|Lost|N/A|Scope Mismatch|Unknown|63
948|108|2022-02-06|Voice Control Integration|296576.76|Lost|N/A|Outside service area|Unknown|121
949|195|2021-12-16|Custom Wine Cellar Monitoring|200393.67|Lost|N/A|Scope Mismatch|Unknown|33
950|462|2021-03-22|Custom Security System|194269.81|Lost|N/A|Outside service area|Unknown|82
951|783|2022-02-22|Whole-Home Automation|278096.94|Lost|N/A|Competitor selected|Unknown|35
